year,avais_VERB acheté_VERB,avais_VERB racheté_VERB
1999,3.427650696607998e-08,0.0
2000,3.1368024622224766e-08,4.4180314962005696e-10
2001,4.249775287235025e-08,0.0
2002,3.7678503872484725e-08,0.0
2003,5.625345878002008e-08,0.0
2004,4.448839163728735e-08,1.7619165015858584e-09
2005,3.738112042128705e-08,1.8014998381943315e-09
2006,5.5179725677589886e-08,0.0
2007,5.592271179466479e-08,0.0
2008,6.30101055776322e-08,1.2772318758180745e-09
2009,5.5787850783417525e-08,0.0
2010,8.077685720309091e-08,9.447586046817946e-10
2011,1.0745361578301527e-07,1.1471915639660324e-09
2012,1.201701138597855e-07,0.0
2013,1.4447667240347073e-07,1.6734750252211938e-09
2014,1.3685612998415309e-07,2.165445156521173e-09
2015,1.24571542414742e-07,1.994917786518613e-09
2016,1.2552320072245493e-07,2.0713399884186856e-09
2017,1.2200715104881965e-07,1.509366853724714e-09
2018,1.4611102017170197e-07,1.290733298020541e-09
2019,1.4209001619747141e-07,2.04079020349468e-09
