year,aux_ADP aigles_NOUN,aux_ADP règles_NOUN
1871,8.92178886324757e-08,5.6302860684809275e-06
1872,5.7449723089852966e-08,5.224901087785838e-06
1873,6.584604905768288e-08,5.337121365300845e-06
1874,6.034355343187414e-08,4.8597471504763234e-06
1875,5.778742462325681e-08,4.587520379573107e-06
1876,7.01337738995278e-08,5.182039330975385e-06
1877,6.741449531943999e-08,4.7418984649993945e-06
1878,6.763779664131775e-08,5.203882665227866e-06
1879,6.781351258311474e-08,5.063408934802283e-06
1880,6.032775523578948e-08,5.210007657296956e-06
1881,7.600033496979464e-08,5.527804205485154e-06
1882,5.723631213427893e-08,5.249767582427012e-06
1883,6.066565427786941e-08,5.473811597767053e-06
1884,7.657968392749126e-08,5.528921064978931e-06
1885,4.963139432767605e-08,5.857793894392671e-06
1886,5.7435828759722085e-08,5.591926310444251e-06
1887,6.071900049420265e-08,6.346114787447732e-06
1888,5.3895224061406566e-08,5.96081190451514e-06
1889,7.643466659601472e-08,5.723202320950804e-06
1890,3.9326319090093875e-08,6.821805527579272e-06
1891,5.2268602779292905e-08,6.369120455929078e-06
1892,5.829716642757887e-08,6.020279215590563e-06
1893,6.096832561031107e-08,6.45648378849728e-06
1894,5.923446821931577e-08,6.138959633972263e-06
1895,5.115822254708746e-08,6.621679858653806e-06
1896,4.068950054669784e-08,6.345792826323304e-06
1897,5.7684464316309914e-08,6.267212938837474e-06
1898,4.6398510256118186e-08,6.33905483482522e-06
1899,2.4874102777516782e-08,6.221842340892181e-06
1900,5.658247881346057e-08,6.015392500557937e-06
1901,4.526878494282016e-08,6.261623184400378e-06
1902,4.762975325256491e-08,5.952246283413842e-06
1903,6.534266616675666e-08,6.463523732236354e-06
1904,3.9772227289347484e-08,6.417302301997552e-06
1905,4.076999682300908e-08,7.216289304778911e-06
1906,6.121579732010218e-08,7.175108748924686e-06
1907,6.325697360365368e-08,6.933581516932463e-06
1908,7.121513956320769e-08,6.2659501054440625e-06
1909,6.161101617774278e-08,6.00212297285907e-06
1910,6.626746984483844e-08,6.157530606287764e-06
1911,5.1607629947270084e-08,6.74570219416637e-06
1912,6.928530194016957e-08,6.864975148346275e-06
1913,8.272663731823116e-08,6.325406047835713e-06
1914,4.68772043404897e-08,6.338467755995225e-06
1915,7.186264916470009e-08,6.4381865740870126e-06
1916,5.493730848016298e-08,7.084715434757527e-06
1917,3.6189199970060315e-08,6.355042842187686e-06
1918,3.216185273657857e-08,6.010820925439475e-06
1919,7.274200325424474e-08,6.369068614731077e-06
1920,2.5745587883818644e-08,6.750644388375804e-06
1921,3.7863738422405646e-08,6.770036179659655e-06
1922,4.2792026533344796e-08,6.666702574875671e-06
1923,6.475728220323163e-08,6.487405698862858e-06
1924,3.480738519634485e-08,6.737162948411424e-06
1925,5.609070896639423e-08,6.774877419957193e-06
1926,6.576221522891501e-08,6.315402060863562e-06
1927,5.797597069090443e-08,6.057373866497073e-06
1928,4.7989372364831695e-08,7.190407814050559e-06
1929,4.233354422567004e-08,7.36492256692145e-06
1930,4.411513399027456e-08,6.948133886908181e-06
1931,4.6761963190533606e-08,6.608263447560603e-06
1932,3.726242447932293e-08,6.497909453173634e-06
1933,3.785318591909004e-08,6.393747298716335e-06
1934,3.354842448288764e-08,6.42931581751327e-06
1935,3.710168083870258e-08,6.556226253451314e-06
1936,5.69861571264596e-08,6.576445230166428e-06
1937,3.651424407280501e-08,6.747580300725531e-06
1938,7.519824185564516e-08,7.510748673666967e-06
1939,6.423501108798746e-08,7.330438165809028e-06
1940,4.310831047682484e-08,6.714752998959739e-06
1941,2.066051907334554e-08,6.936031240911689e-06
1942,6.675265984412704e-08,5.959192094451282e-06
1943,6.677440889113484e-08,6.175181169965072e-06
1944,6.426372500811794e-08,5.9058361330244225e-06
1945,4.35700817646989e-08,6.376481451297877e-06
1946,2.3665876369705074e-08,5.947095814917702e-06
1947,6.675687735935298e-08,6.247728379094042e-06
1948,4.022598387720677e-08,6.277427928580437e-06
1949,4.0249732990993436e-08,7.024069418548606e-06
1950,9.252764288092408e-08,6.5407471083744895e-06
1951,5.863771157521569e-08,6.223060154297855e-06
1952,4.8506098138112463e-08,6.682242201350164e-06
1953,2.0470272144024193e-08,6.638832473981893e-06
1954,4.4953667233116335e-08,6.167447736515896e-06
1955,2.815682442758316e-08,6.707894044666318e-06
1956,3.139611037816792e-08,6.6786501520255115e-06
1957,7.244730754196738e-08,6.843620212748647e-06
1958,5.046068363157019e-08,6.645920166192809e-06
1959,3.022791583706663e-08,6.6315396907157265e-06
1960,4.083291771372899e-08,6.5277299654553644e-06
1961,3.5435612388834414e-08,6.7605587901198305e-06
1962,7.800606127705834e-08,6.402205144695472e-06
1963,4.2029347113725635e-08,5.834319836139912e-06
1964,4.867174485667647e-08,5.9708063417929225e-06
1965,3.77570993359555e-08,6.4137821027543396e-06
1966,3.54500772070665e-08,5.904099907638738e-06
1967,7.494110082495453e-08,6.169821972434875e-06
1968,9.926028840534507e-08,5.644362317980267e-06
1969,1.7576602501234717e-07,5.95106530454359e-06
1970,5.5644574115110146e-08,7.13584176992299e-06
1971,5.241165423885974e-08,6.000620487611741e-06
1972,5.489257154378535e-08,6.459367796196602e-06
1973,1.4554858146498262e-07,5.845098712597974e-06
1974,2.8127858819892992e-08,6.273637609410798e-06
1975,3.541117532535054e-08,6.3705851971462835e-06
1976,4.2280097312108467e-08,6.1483260651584715e-06
1977,3.467301318282878e-08,5.7533693507139105e-06
1978,3.3861370818399905e-08,5.80871028432739e-06
1979,3.1600656424934925e-08,6.225914603419369e-06
1980,4.6618234716966356e-08,5.71357622902724e-06
1981,3.668818693292053e-08,5.701218015019549e-06
1982,3.848651375371048e-08,6.23171172264847e-06
1983,3.8523427114967035e-08,6.229427526704967e-06
1984,6.146948994256718e-08,6.250171281863004e-06
1985,3.0679345730533214e-08,6.8703689066751394e-06
1986,4.615753890213625e-08,6.459657470259117e-06
1987,4.21646364490158e-08,6.514741926366696e-06
1988,4.257553198883102e-08,6.583016784134088e-06
1989,2.9087046882203538e-08,6.626907634199597e-06
1990,2.7243254985265253e-08,6.9791772148164455e-06
1991,2.813503263698891e-08,6.652177034993656e-06
1992,2.810071531023084e-08,6.880267392261885e-06
1993,3.4343087707000564e-08,6.701887286908459e-06
1994,2.4792155661756965e-08,7.072093922033673e-06
1995,2.1147557482947832e-08,6.6311149566899985e-06
1996,3.5765216566119307e-08,7.177065072028199e-06
1997,2.5892429422746943e-08,7.165010629250901e-06
1998,3.337690490656797e-08,6.886132268846268e-06
1999,2.1022924512337227e-08,7.139111403375864e-06
2000,3.4460646225475955e-08,7.358673428825568e-06
2001,4.2059631499835604e-08,7.354301942541497e-06
2002,3.986911512043889e-08,7.436247415171238e-06
2003,3.875238308026496e-08,7.365869805653347e-06
2004,3.832168485318199e-08,6.865307568659773e-06
2005,3.0175122844866564e-08,6.851103989902185e-06
2006,2.7178074013534115e-08,6.390553153323708e-06
2007,3.435252377004261e-08,6.070809831726365e-06
2008,3.3633774237928904e-08,6.055356607248541e-06
2009,3.814554005998616e-08,5.893962679692777e-06
2010,1.9367552006599453e-08,5.703507667931262e-06
2011,2.9826982217429077e-08,5.110738584335195e-06
2012,3.097869963331057e-08,4.255656222085236e-06
2013,3.709536333662555e-08,5.7835295592667535e-06
2014,5.067141906067718e-08,5.265063464321429e-06
2015,3.9898356840595284e-08,5.862842044734862e-06
2016,5.8204654984628235e-08,5.305530521582114e-06
2017,4.829973931919085e-08,6.027404651831603e-06
2018,3.717312024864583e-08,4.981198344466975e-06
2019,4.311169232718015e-08,5.279779543343466e-06
