year,six_DET routes_NOUN
1992,4.958949695321735e-09
1993,4.4313659408601325e-09
1994,5.274926606624319e-10
1995,1.0844901643380922e-09
1996,5.338092190498855e-10
1997,5.753873377756236e-09
1998,4.29131630230728e-09
1999,2.7421206694189237e-09
2000,6.1852442057031e-09
2001,6.571817479095188e-09
2002,3.5049770863437857e-09
2003,9.583922377931486e-09
2004,6.166707727794929e-09
2005,2.702249757291497e-09
2006,5.353256893325664e-09
2007,1.9972397347078896e-09
2008,2.5544637793917246e-09
2009,4.291373256748443e-09
2010,5.196172492283324e-09
2011,4.588766394642008e-09
2012,5.44680428538058e-09
2013,9.483024920875494e-09
2014,5.4136128913029324e-09
2015,6.206411218290242e-09
2016,6.628288140575478e-09
2017,2.264050280587071e-09
2018,4.388493513030056e-09
2019,1.7856913725466939e-09
