year,pouvons_VERB amener_VERB,pouvons_VERB ramener_VERB
1900,4.15284251431558e-09,9.34389543516545e-09
1901,1.2854099118442264e-08,1.4530721514915967e-08
1902,1.6203935970793282e-08,1.6203935970793282e-08
1903,9.720396931811592e-09,3.132127801563911e-08
1904,6.987012746151322e-09,3.278521276683932e-08
1905,1.651442893546573e-08,2.0643035725242953e-08
1906,3.600929110447737e-09,2.8807432883581896e-08
1907,1.0285686968813934e-08,1.697138252154673e-08
1908,4.4202499438483756e-09,2.3083527977973972e-08
1909,4.400786846048277e-09,2.2003934674330594e-08
1910,8.550641084070776e-09,3.473697773870299e-08
1911,1.3300935464144459e-08,1.649316061502759e-08
1912,8.335073964360618e-09,2.3963337980603683e-08
1913,5.833288518886093e-09,2.227255713194154e-08
1914,1.6741859454327823e-08,2.1429579888376793e-08
1915,1.767114277129167e-08,9.424609537234119e-09
1916,6.592477230782379e-09,1.7579939282086343e-08
1917,1.2063066989753679e-08,2.8512703309502285e-08
1918,1.9526840588923733e-08,1.9526840588923733e-08
1919,1.1970202606903513e-08,1.8415697411455767e-08
1920,1.665890891899835e-08,2.3473917920568965e-08
1921,7.572747762196741e-09,1.8931869405491852e-08
1922,1.1066902949607993e-08,1.2542490601674672e-08
1923,6.369568872344189e-09,2.7601466001669905e-08
1924,5.156649773851996e-09,2.0626599095407983e-08
1925,2.1996355847875293e-09,1.3197813508725176e-08
1926,4.458455382660986e-09,3.4553028882555736e-08
1927,7.804457524684949e-09,8.919379901328739e-09
1928,5.713020723163709e-09,1.82816659588525e-08
1929,8.912325100141061e-09,1.1140405931087116e-08
1930,4.201441416995522e-09,7.352522590764465e-09
1931,4.5621426636444085e-09,1.9389105432310316e-08
1932,2.1919073223131136e-09,2.301502632917618e-08
1933,1.0323596200123575e-08,1.4911860191091364e-08
1934,1.1981580172459871e-08,1.7972370258689807e-08
1935,3.590485242455088e-09,1.795242710045386e-08
1936,3.6374143697059935e-09,3.031178508194898e-08
1937,1.510934133364117e-08,1.888667711114067e-08
1938,1.2965214679638848e-08,1.0372171566075394e-08
1939,1.3764645423464117e-08,2.7529290846928234e-08
1940,5.0715658339584024e-09,7.607348528892999e-09
1941,2.9515025978810172e-09,1.7709016475464523e-08
1942,0.0,1.2136847082899749e-08
1943,0.0,2.9032351633873077e-08
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,2.178504043826024e-09,1.742803235060819e-08
1946,2.9234318077442367e-08,1.2528993842408909e-08
1947,4.7683483828109274e-09,2.622591566137089e-08
1948,1.3046265401328583e-08,1.195907639583993e-08
1949,5.890204768377316e-09,1.47255123650325e-08
1950,5.317680518146517e-09,2.3397795700930146e-08
1951,9.595261474260042e-09,1.8124383771578323e-08
1952,5.272402070488624e-09,1.4762725264461096e-08
1953,1.0773827385790469e-09,1.939288907237824e-08
1954,9.772536557761669e-09,1.8567819282111486e-08
1955,1.8771215692936494e-09,1.6894095011821264e-08
1956,1.744228317335228e-09,1.5698054411927842e-08
1957,7.068030161150318e-09,2.2087593976038988e-08
1958,4.1361216673863055e-09,1.5717262158432277e-08
1959,7.750747599288843e-09,1.3176271629333769e-08
1960,8.305000243069571e-09,1.1073333361366622e-08
1961,4.16889545107324e-09,1.250668635321972e-08
1962,7.610347907416326e-09,8.8787386332001e-09
1963,7.759263453976928e-09,1.2285501505004959e-08
1964,8.517555549758526e-09,2.007709554163739e-08
1965,3.830430195250756e-09,1.5321720781003023e-08
1966,5.539074976468328e-09,1.38476865529924e-08
1967,4.437302081328198e-09,1.9721342781053863e-08
1968,3.5931326802796093e-09,7.635406973349745e-09
1969,6.8126366770115965e-09,1.4533624970169967e-08
1970,5.058597540852361e-09,1.1956685419534097e-08
1971,6.166076982339064e-09,1.798439086542203e-08
1972,1.5390440033513642e-09,8.208234980600082e-09
1973,2.205281512956958e-09,1.3231689521830958e-08
1974,5.625571675160757e-10,9.00091468025721e-09
1975,4.569184142155791e-09,6.282628195464213e-09
1976,7.427584769459372e-09,9.141642998145016e-09
1977,5.876781727920388e-09,1.057820764316375e-08
1978,4.158414057542359e-09,1.0693064211864112e-08
1979,4.681578680276743e-09,8.192762912528906e-09
1980,9.096241093686785e-09,1.193881615790815e-08
1981,3.795329828193417e-09,1.707898356073656e-08
1982,4.345251713999687e-09,6.2075020679230875e-09
1983,2.5261264191556165e-09,6.946847541655643e-09
1984,8.69851302098823e-09,1.1598016769198694e-08
1985,4.812446441349039e-09,6.617113967877231e-09
1986,2.997242676272549e-09,7.792831269171074e-09
1987,1.8332451112712533e-09,1.2832715334809564e-08
1988,2.398621523624911e-09,3.597932174415064e-09
1989,4.390497743145261e-09,7.134558721588746e-09
1990,4.358920779878872e-09,7.628111475810329e-09
1991,5.2753188484189195e-09,8.7921980806982e-09
1992,3.856960972825618e-09,8.815910668147353e-09
1993,2.7696036575264316e-09,1.3848018731721368e-08
1994,1.002236071911966e-08,1.2659823411809157e-08
1995,2.7112254663563817e-09,9.760411145975922e-09
1996,1.067618438099771e-09,1.014237493990322e-08
1997,5.274384040632185e-09,1.102825741838842e-08
1998,5.2449422582867555e-09,9.536258005482523e-09
1999,4.570201106446348e-09,5.941261704833778e-09
2000,5.3016377954406835e-09,5.3016377954406835e-09
2001,2.190605918883648e-09,7.448059946568719e-09
2002,4.81934359086722e-09,9.63868718173444e-09
2003,5.8336921959778465e-09,9.167230530238157e-09
2004,5.285749615779878e-09,7.928623979580607e-09
2005,5.404499514582994e-09,7.205999352777326e-09
2006,3.294311934354255e-09,1.2353670086895363e-08
2007,5.991719120856942e-09,1.1184542181297275e-08
2008,5.108927503272298e-09,8.51487946817997e-09
2009,3.337734755248789e-09,5.245011536203492e-09
2010,4.2514138876015295e-09,8.030448306328708e-09
2011,4.5887662558641296e-09,5.353560705856353e-09
2012,7.489355802192676e-09,4.765953853791416e-09
2013,8.646287241731443e-09,9.761937924679387e-09
2014,7.362513709807672e-09,7.362513709807672e-09
2015,6.206410940734486e-09,1.1747849804066846e-08
2016,7.663958356829426e-09,1.0563834251797743e-08
2017,7.2952728302766445e-09,6.792150397672003e-09
2018,1.0067719991013746e-08,5.162933192082164e-09
2019,8.418259866971312e-09,1.0714148679369373e-08
