year,sans_ADP envoyer_VERB,sans_ADP renvoyer_VERB
1868,5.6808552861831174e-08,3.803702952609456e-08
1869,5.616046916401274e-08,4.7858488172458635e-08
1870,5.390005908267881e-08,5.676708170199163e-08
1871,5.947859449406678e-08,2.8677177965619194e-08
1872,7.256807332822746e-08,2.116568786902917e-08
1873,5.6268441017692794e-08,3.7113228712470914e-08
1874,5.855117030106882e-08,3.226288780577846e-08
1875,4.80608276509642e-08,2.345826055627498e-08
1876,4.353130744760847e-08,3.446228258319195e-08
1877,8.287653618932467e-08,4.886004489890183e-08
1878,4.7708800354762104e-08,3.8650167510922984e-08
1879,4.826366950538841e-08,5.437299321897626e-08
1880,4.8133846464182284e-08,5.0059199452334724e-08
1881,4.044054563445698e-08,3.6257038260600893e-08
1882,4.924985175236429e-08,5.257754409626614e-08
1883,6.761692472601055e-08,5.4346313449471495e-08
1884,4.885255577846692e-08,5.3473744543452995e-08
1885,4.6408578535661604e-08,5.3498775243188135e-08
1886,4.1947514350937354e-08,2.5813855941692054e-08
1887,5.353718102174554e-08,4.0479331886444925e-08
1888,5.326116436776829e-08,3.233713385952797e-08
1889,6.077182734820497e-08,1.8168895721260014e-08
1890,5.571228567369246e-08,3.342737109335303e-08
1891,3.82453192449006e-08,3.059625619528106e-08
1892,3.447681962143179e-08,2.6327751534438448e-08
1893,3.94138659487453e-08,4.249307417047987e-08
1894,7.687877601192383e-08,2.457600345451283e-08
1895,5.416752912879019e-08,3.310238017029121e-08
1896,7.07643452724227e-08,3.479246973858707e-08
1897,5.0109736138281846e-08,3.0881581403185976e-08
1898,5.714938566825367e-08,3.6213469667423226e-08
1899,4.643165851803133e-08,2.1004797901014172e-08
1900,4.9315006300787445e-08,2.28406342728249e-08
1901,5.197527030986748e-08,3.2414686157444805e-08
1902,6.236060628994622e-08,2.3078334632220532e-08
1903,6.426262189052068e-08,2.9161189019077938e-08
1904,3.33226779503093e-08,3.439760121182189e-08
1905,4.696290806238679e-08,2.2191263937543226e-08
1906,4.6812079546043606e-08,3.600929332492342e-08
1907,3.857132568896304e-08,3.188562835987341e-08
1908,5.5007557620001535e-08,3.094175093920626e-08
1909,5.115914669673316e-08,4.015717891547865e-08
1910,5.664799618276817e-08,3.153049021875631e-08
1911,3.617854260618003e-08,2.2877609140437016e-08
1912,4.68847899948166e-08,2.7609932118366487e-08
1913,4.2954215795365513e-08,3.606033160963307e-08
1914,7.031580651073455e-08,2.0090231700464756e-08
1915,4.830112476650328e-08,2.4739600590351074e-08
1916,6.262853702310167e-08,3.186363950469229e-08
1917,4.167241418606693e-08,4.0575768966988335e-08
1918,4.135095466040184e-08,4.709414369585829e-08
1919,3.2227467916534636e-08,1.6574126959767455e-08
1920,4.619061400035207e-08,1.0601124422748853e-08
1921,3.559191341651058e-08,3.0290991048786964e-08
1922,4.352981974875547e-08,3.6889677978990676e-08
1923,4.671017217461326e-08,3.927900982247934e-08
1924,3.093989942026809e-08,5.0277336072213075e-08
1925,3.959343986004171e-08,2.7495444809844116e-08
1926,2.3406890647947876e-08,2.3406890647947876e-08
1927,4.013721111029156e-08,2.341337179689873e-08
1928,2.399468712610542e-08,2.3994687015083116e-08
1929,3.676334259239411e-08,2.5622934884950155e-08
1930,3.2561171536826805e-08,1.470504518152893e-08
1931,4.1059283972799676e-08,3.5356606531422585e-08
1932,2.9590749406338546e-08,2.7398842306070037e-08
1933,2.408838994938378e-08,2.7529589274877253e-08
1934,5.152079474157745e-08,1.9170528275935794e-08
1935,2.992070946561398e-08,3.590485420090772e-08
1936,2.182448666232517e-08,1.6974600391961303e-08
1937,2.7700460591972842e-08,1.6368453259474336e-08
1938,3.630260181353151e-08,2.4633906803295247e-08
1939,2.5999885799876665e-08,2.2941076593951948e-08
1940,2.7893612530860423e-08,3.0429394115571995e-08
1941,2.6563522936839945e-08,2.9515025090631752e-08
1942,1.517105907566929e-08,1.8205270846394228e-08
1943,2.6129116648121453e-08,8.709705623388686e-09
1944,1.2852744646352221e-08,1.6065930807940276e-08
1945,3.7034568745042407e-08,2.6142048525912287e-08
1946,3.062643028073353e-08,3.062643116891195e-08
1947,3.5762613315171166e-08,2.1457568166738383e-08
1948,1.522064252412747e-08,2.174377611297018e-08
1949,1.3743811200228606e-08,2.3560819073509265e-08
1950,2.0207187034770868e-08,2.3397795700930146e-08
1951,2.8785785421980847e-08,2.8785785755047755e-08
1952,9.490323193972472e-09,1.8980646387944944e-08
1953,3.1244100195948477e-08,3.3398865895151175e-08
1954,2.9317607896928166e-08,2.2476833949625075e-08
1955,2.440258128899586e-08,2.815682265122632e-08
1956,3.314033847345854e-08,1.1337483840634377e-08
1957,2.2971097746182778e-08,2.9155623693100097e-08
1958,9.926692356998501e-09,1.3235589513271862e-08
1959,1.8601795659378695e-08,2.0927018895555705e-08
1960,1.314958364417862e-08,2.629916728835724e-08
1961,2.084447814354462e-08,1.8760030306985698e-08
1962,1.7123282014530616e-08,4.439369405417892e-08
1963,2.392439668597035e-08,2.651081887350415e-08
1964,1.8860301764789256e-08,2.251068309533366e-08
1965,2.2435377111662547e-08,1.7510539351839327e-08
1966,2.6033650901702288e-08,5.0405580154233576e-08
1967,1.873527466500491e-08,2.6130779096078527e-08
1968,2.5151928956246294e-08,3.682960980633254e-08
1969,2.72505473741802e-08,3.315483287913423e-08
1970,2.0234390163409444e-08,3.724967428953008e-08
1971,2.6205826841874114e-08,4.4704059565248144e-08
1972,2.3085660660893126e-08,3.847610086094022e-08
1973,2.4258097364171505e-08,2.6463377489349682e-08
1974,1.5751600079827455e-08,3.319087360509343e-08
1975,1.8847884586392638e-08,3.826691674646554e-08
1976,1.3712464053128315e-08,3.7137926289787515e-08
1977,1.469195431980097e-08,5.465407149074508e-08
1978,9.504946163474415e-09,3.920790292433196e-08
1979,2.1067104505334555e-08,4.330460257051527e-08
1980,1.6486936260662333e-08,4.150159871318948e-08
1981,1.8344093855038324e-08,5.692994659023398e-08
1982,1.8622507313992287e-08,5.462601859740346e-08
1983,2.3366668600033336e-08,5.0522529049246145e-08
1984,1.9716628330002095e-08,4.1172959264201836e-08
1985,2.165600931913758e-08,3.970268314112957e-08
1986,2.2179596825822046e-08,6.114374972998604e-08
1987,9.166225112267057e-09,4.766436978442812e-08
1988,1.8589316697070757e-08,4.3175187813826454e-08
1989,1.8110803523541108e-08,4.884428661533491e-08
1990,1.961514428661104e-08,4.41340716195171e-08
1991,1.52398094144246e-08,5.3925478304961416e-08
1992,1.3774860363469088e-08,5.3997453175469445e-08
1993,1.827938511667071e-08,5.48381540177445e-08
1994,1.9517228722065738e-08,6.118914774866369e-08
1995,1.138714633697191e-08,6.290043064183237e-08
1996,1.2811421035152648e-08,6.298948429517282e-08
1997,1.5823151788829648e-08,6.952597120246651e-08
1998,1.764207735455159e-08,5.578711081977161e-08
1999,2.8792267958710482e-08,7.860746009669128e-08
2000,2.694999290397959e-08,6.450325651385924e-08
2001,2.6287271026603776e-08,6.528005824790739e-08
2002,2.1029863517263436e-08,6.878517555541919e-08
2003,2.6251613882699587e-08,8.000491824589062e-08
2004,2.6869226316117434e-08,6.959570431064321e-08
2005,1.9816498664226856e-08,7.656374156894685e-08
2006,2.6354496140967854e-08,8.441674237413821e-08
2007,2.1969636776475454e-08,6.071608638080761e-08
2008,2.2564430324223395e-08,6.72675504187481e-08
2009,2.574823909640145e-08,6.675469199635131e-08
2010,2.0784689080954877e-08,5.007220593711281e-08
2011,2.7150200254677515e-08,4.1298895747665654e-08
2012,2.927657297147057e-08,4.119145902148347e-08
2013,3.068037440767668e-08,3.346950094851309e-08
2014,3.053277641829055e-08,4.04938256259868e-08
2015,3.280531546412391e-08,3.790343860998746e-08
2016,3.417711003095292e-08,4.184106994209458e-08
2017,3.119358105152514e-08,4.6538809472806975e-08
2018,2.7105401145810504e-08,3.8722000939017676e-08
2019,2.2958889067670185e-08,3.59689278361941e-08
