year,voulons_VERB entrer_VERB,voulons_VERB rentrer_VERB
1869,3.857980246380066e-08,6.348574999037737e-09
1870,2.5803219116937726e-08,8.601073631098188e-09
1871,3.504988654867702e-08,9.559059321873065e-09
1872,4.475031190054324e-08,4.8378714367913744e-09
1873,3.8909028887701425e-08,1.0176207432266438e-08
1874,3.1067965977626955e-08,2.9873046258899194e-09
1875,1.94531928343622e-08,7.437985338754061e-09
1876,1.5115036333668286e-08,1.269663130187837e-08
1877,1.2369632429454214e-08,6.184816214727107e-09
1878,2.7779808675632012e-08,3.6234530931267273e-09
1879,2.8102896010295808e-08,6.109325489944695e-09
1880,2.9522093214495726e-08,2.5671385017744797e-09
1881,3.2770785196589713e-08,6.972507571312292e-10
1882,4.1263387373646765e-08,2.6621540527571597e-09
1883,2.1485751844352308e-08,5.0554711528150165e-09
1884,3.6969503014461225e-08,7.2618666635548834e-09
1885,2.4493415295978593e-08,0.0
1886,3.1621972595985426e-08,8.38950331427668e-09
1887,3.003305337756501e-08,3.264462256069578e-09
1888,2.4728397107764977e-08,1.268122939990235e-09
1889,2.380751951136517e-08,1.8795409673089125e-09
1890,4.522526708683472e-08,7.209825181320184e-09
1891,1.529812720946211e-08,1.2748440081367107e-09
1892,2.3193495124473884e-08,6.268512375839919e-09
1893,2.0322774574310642e-08,2.463366621796581e-09
1894,1.5753848003896564e-08,1.2603078580752936e-09
1895,2.6481902892783182e-08,1.8055843487019274e-09
1896,3.4202766840962795e-08,4.717623180994224e-09
1897,1.4566784223291052e-08,9.905413378419325e-09
1898,1.810673566637888e-08,9.619203211741478e-09
1899,2.4874102777516782e-08,5.527578395003729e-09
1900,1.86877908703309e-08,4.671947717582725e-09
1901,3.912117296778206e-09,3.353243460679778e-09
1902,6.38336894454028e-09,5.4013122863239005e-09
1903,3.348136701220028e-08,6.480264325148255e-09
1904,8.061937784020756e-09,1.5586412160928376e-08
1905,2.2707340008309984e-08,2.0643036169332163e-09
1906,3.0865106026567446e-08,7.201858220895474e-09
1907,1.7485668024619372e-08,5.142843373384665e-10
1908,1.817213934884876e-08,5.40252820258047e-09
1909,3.135560788791736e-08,7.151278680339601e-09
1910,1.9238942883248455e-08,1.6032452032632705e-09
1911,2.7133907565257687e-08,3.1922244847493175e-09
1912,1.6670147928721235e-08,5.730363294986773e-09
1913,1.6969567084856862e-08,4.772690687104841e-09
1914,2.209925398233281e-08,4.68772043404897e-09
1915,9.424609537234119e-09,1.1780761921542648e-09
1916,1.2086208478478966e-08,4.394984820521586e-09
1917,1.973956464951243e-08,1.4256351654751143e-08
1918,1.378365155346728e-08,1.1486376294556067e-09
1919,1.6574126959767455e-08,6.4454939163738345e-09
1920,2.3473917920568965e-08,1.0601124422748853e-08
1921,2.7261890522822796e-08,3.7863738810983705e-09
1922,1.1804696775641332e-08,7.377935595798135e-09
1923,2.5478275489376756e-08,7.431163684401554e-09
1924,1.675911143195208e-08,6.445812328337297e-09
1925,1.5397448649423495e-08,1.0998177923937646e-09
1926,1.0031524944054127e-08,8.916910765321973e-09
1927,1.6723836537835268e-08,8.919379901328739e-09
1928,1.4853853258500749e-08,9.14083297942625e-09
1929,1.0026365515614089e-08,6.684243825105796e-09
1930,9.453243521306831e-09,5.2518016602221e-09
1931,2.6232321204133768e-08,1.1405356659111021e-09
1932,1.753525857850491e-08,7.6716757391182e-09
1933,1.8353059516584835e-08,1.1470662197865522e-09
1934,1.3179738189705859e-08,5.990790086229936e-09
1935,1.3165112555668657e-08,0.0
1936,6.0623572828433225e-09,9.699771652549316e-09
1937,1.0072894518486919e-08,6.295559185076627e-09
1938,1.1668692678767911e-08,7.779128452511941e-09
1939,1.5294050470515685e-08,1.988226472349197e-08
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,1.1806010391524069e-08,5.9030051957620344e-09
1942,2.1239483061208375e-08,0.0
1943,1.4516175816936538e-08,1.4516175816936538e-08
1944,2.8918675454292497e-08,0.0
1945,1.3071024262956144e-08,1.742803235060819e-08
1946,2.5057987684817817e-08,2.7842208538686464e-09
1947,1.6689218895749036e-08,1.1920871401116528e-08
1948,8.697510267552389e-09,7.610321262063735e-09
1949,5.890204768377316e-09,8.835307596655184e-09
1950,1.0635361036293034e-08,6.381216888229346e-09
1951,6.396841278899501e-09,3.1984206394497505e-09
1952,2.2144087452602434e-08,1.0544803918932644e-09
1953,1.8315507332999914e-08,5.386913581872932e-09
1954,2.34540866728139e-08,6.840775057526116e-09
1955,1.1262729415761896e-08,3.754243138587299e-09
1956,1.0465369904011368e-08,5.232684952005684e-09
1957,1.3252556385623393e-08,1.7670075402875796e-09
1958,9.926692356998501e-09,6.617794756635931e-09
1959,1.3176271629333769e-08,4.650448914844674e-09
1960,1.1765417085030094e-08,1.3841666479663672e-08
1961,1.737039845295385e-08,9.03260666262895e-09
1962,1.331810839388936e-08,6.341956293454132e-09
1963,2.133797494252576e-08,6.466053470433053e-09
1964,2.798625509115027e-08,6.083968440151466e-09
1965,1.5321720781003023e-08,7.660860390501512e-09
1966,1.606331601067268e-08,4.431259803538978e-09
1967,2.415864486238206e-08,3.944268467392931e-09
1968,1.9313088017725022e-08,7.186265360559219e-09
1969,1.6350327314285096e-08,6.358460868938209e-09
1970,2.0694262303777577e-08,1.103694025061941e-08
1971,1.1818314327172175e-08,4.624557625731995e-09
1972,1.128632298730281e-08,3.5911027485013847e-09
1973,1.1026407342740185e-08,2.7566018356850464e-09
1974,2.0814615808717463e-08,3.937900228123681e-09
1975,1.1994108817248161e-08,5.140332159925265e-09
1976,1.5997875024709174e-08,4.570821499072508e-09
1977,1.1165885105413054e-08,1.1753563455840776e-08
1978,1.2475242172627077e-08,4.158414057542359e-09
1979,2.0481905949054635e-08,6.437170796402825e-09
1980,1.1370301145063877e-08,5.6851505725319385e-09
1981,1.2651098835192442e-08,5.060439622894819e-09
1982,8.069752865935698e-09,8.690503427999374e-09
1983,6.315316269933646e-09,7.57837881337764e-09
1984,1.4497521405587577e-08,4.059305780401701e-09
1985,7.218669662023558e-09,3.609334831011779e-09
1986,1.498621315931814e-08,5.994485352545098e-09
1987,7.332980445085013e-09,6.721898593298192e-09
1988,8.395175221664886e-09,1.0793796967334401e-08
1989,1.7561990972581043e-08,6.036934507847036e-09
1990,1.3076762783725826e-08,4.90378582185258e-09
1991,1.1722930182145319e-08,6.4476117778156095e-09
1992,9.366905473484621e-09,6.060938417817852e-09
1993,1.1078414630105726e-08,6.093128224193833e-09
1994,1.5824779708850656e-08,3.164955852952289e-09
1995,1.3556126887692699e-08,1.0844901865425527e-08
1996,1.4412848692302305e-08,1.1743802375008272e-08
1997,1.102825741838842e-08,1.1507746755512471e-08
1998,1.0966696883940585e-08,6.675381136744818e-09
1999,1.828080442578539e-08,9.140402212892695e-09
2000,1.0161472552283612e-08,9.277866475088103e-09
2001,9.20054432640427e-09,5.257454027685071e-09
2002,9.200564754507923e-09,7.009954394732176e-09
2003,1.2500768420409258e-08,7.083769126836614e-09
2004,1.2773894830786503e-08,6.607186797680242e-09
2005,1.261049931144953e-08,8.106749049829887e-09
2006,1.4824403926638752e-08,4.529678854225949e-09
2007,9.98619853476157e-09,5.192823504529542e-09
2008,1.6178271167177627e-08,6.3861596011349775e-09
2009,9.53638501499654e-09,1.4781396551200032e-08
2010,1.4643758206034363e-08,1.4643758206034363e-08
2011,1.414869643667771e-08,1.0324724186716594e-08
2012,1.599998711299122e-08,8.510632198976964e-09
2013,1.338780020176955e-08,1.1156499724052082e-08
2014,1.4725027419615344e-08,1.3425760059249114e-08
2015,1.9727520950141297e-08,1.662431614590787e-08
2016,1.864206033985738e-08,1.491364898242864e-08
2017,1.5345229087415646e-08,1.33327402451755e-08
2018,1.0067719991013746e-08,1.290733386838383e-08
2019,1.5305927192343916e-08,1.4795729086358733e-08
