year,pas_ADV éveillé_VERB,pas_ADV réveillé_VERB
1870,3.039045992636602e-08,3.899153000475053e-08
1871,1.274541272522356e-08,6.903765381593985e-08
1872,4.7169248063028135e-08,5.07976487540418e-08
1873,2.573981916498269e-08,2.334541804316359e-08
1874,2.3898437007119355e-08,3.584765551067903e-08
1875,1.3159512590732447e-08,4.176714796244596e-08
1876,2.1161051577678336e-08,4.53451107773617e-08
1877,1.1132669008873108e-08,4.391219476929109e-08
1878,1.6305540029293297e-08,2.7779808675632012e-08
1879,2.3215436684154156e-08,3.0546626561545054e-08
1880,2.2462462112571302e-08,3.2089232604448625e-08
1881,1.5339516323820135e-08,3.486253774553916e-08
1882,2.5956001792337702e-08,2.861815673327328e-08
1883,1.9589950994713945e-08,2.0221884611260066e-08
1884,2.442627788923346e-08,2.5746619058963915e-08
1885,1.2891271161663553e-08,3.4161868001092444e-08
1886,1.8069698626277386e-08,5.679048342699389e-08
1887,2.154545164501087e-08,3.9173546184656516e-08
1888,1.4583413587843097e-08,6.530833474016617e-08
1889,1.3156786771162388e-08,3.5084767091575486e-08
1890,1.3108772733971819e-08,4.7191583973926754e-08
1891,2.039750413018737e-08,4.079500826037474e-08
1892,1.3790726782758611e-08,3.949162774574688e-08
1893,3.4487133149241345e-08,2.8328715373504565e-08
1894,2.6466464575491955e-08,6.049477718761409e-08
1895,2.347259631108045e-08,4.032471778714353e-08
1896,2.94851449922362e-08,3.538217541176891e-08
1897,2.330685333618021e-08,4.777905004971217e-08
1898,4.5266837389590364e-08,4.130599151608294e-08
1899,2.3768587098516036e-08,3.4823742112166656e-08
1900,2.6474371139784125e-08,3.010810800674335e-08
1901,2.3472702892490815e-08,2.9620316865930363e-08
1902,9.820567470342212e-09,1.6694965410124496e-08
1903,2.970121215639665e-08,3.4021386596805314e-08
1904,2.418581246388385e-08,3.0097901060344157e-08
1905,1.9610883583709438e-08,2.7352022868853965e-08
1906,3.858138342138773e-08,5.0927425832014706e-08
1907,1.8514235478050978e-08,5.657127744029822e-08
1908,1.8663278922304016e-08,3.1432890068572306e-08
1909,1.925344328412848e-08,4.0707277548790444e-08
1910,3.366815093386322e-08,6.733630186772643e-08
1911,2.4473720827700163e-08,2.3941684190731394e-08
1912,2.135862686714063e-08,3.6986889995205274e-08
1913,2.0681659052002033e-08,3.606033160963307e-08
1914,2.9465672568562695e-08,3.750176347239176e-08
1915,3.062998032987707e-08,3.887651445211304e-08
1916,2.966614687238689e-08,6.482602543655958e-08
1917,3.180263163926611e-08,5.702540661900457e-08
1918,3.101321510712296e-08,3.790504266021344e-08
1919,1.9336480860943084e-08,5.1563951330990676e-08
1920,2.0445025228355007e-08,4.164727585020955e-08
1921,2.8019165654313838e-08,7.269837709600324e-08
1922,2.951174238319254e-08,9.22241909506738e-08
1923,2.5478275489376756e-08,5.4141334970836397e-08
1924,1.5469948877466777e-08,4.383152329978657e-08
1925,1.4297631523163545e-08,6.158979459769398e-08
1926,2.452150482668003e-08,6.687682940764716e-08
1927,3.6792442870137165e-08,6.466550672712401e-08
1928,2.5137291359556002e-08,4.570416578530967e-08
1929,2.1166771446701205e-08,4.9017788938954254e-08
1930,2.4158287814657342e-08,5.146765857944047e-08
1931,3.5356606531422585e-08,5.1324104077821175e-08
1932,2.082311922890767e-08,4.822195975862087e-08
1933,2.7529589274877253e-08,4.588265056781893e-08
1934,1.1981580172459871e-08,3.4746584276490466e-08
1935,1.3165112555668657e-08,4.4282650435434334e-08
1936,2.7886843056990074e-08,4.122403041151301e-08
1937,2.6441348666139675e-08,4.1550688223424004e-08
1938,3.8895642262559704e-08,4.019216603978748e-08
1939,3.8235125288110794e-08,8.411727492330101e-08
1940,2.7893612752905028e-08,5.0715659227762444e-08
1941,2.066051862925633e-08,6.788455664263893e-08
1942,4.247896612241675e-08,7.282108072104165e-08
1943,2.9032351633873077e-08,4.935499831049128e-08
1944,2.2492303131116387e-08,1.285274464635222e-07
1945,3.0499055725385915e-08,6.971212940243277e-08
1946,1.8097434661967782e-08,6.12528623378239e-08
1947,2.622591566137089e-08,6.794896734163558e-08
1948,2.6092530802657166e-08,6.305695166020087e-08
1949,2.4542520904446974e-08,5.4975245689092844e-08
1950,1.808011518278363e-08,7.12569203642488e-08
1951,1.2793682557799002e-08,6.290227361205325e-08
1952,8.435843135146115e-09,5.9050901057844385e-08
1953,1.508335856215126e-08,5.4946518446286063e-08
1954,2.34540866728139e-08,6.156697907044872e-08
1955,3.0972504561077585e-08,4.035811329572425e-08
1956,2.0058624983221307e-08,7.151336234301198e-08
1957,2.297109880089465e-08,6.007825703591152e-08
1958,2.7298403537656668e-08,8.10679878782139e-08
1959,2.8677767716089875e-08,8.293299913475494e-08
1960,2.7683332959327345e-08,7.33608302994071e-08
1961,3.057190056665604e-08,6.94815938118154e-08
1962,2.029426049432459e-08,6.151697817813329e-08
1963,2.133797494252576e-08,5.6901267697639923e-08
1964,1.9468698653213323e-08,5.7189303959148674e-08
1965,3.502107759345563e-08,6.128688312401209e-08
1966,1.7725039214155913e-08,6.148373188352707e-08
1967,1.3311906243984595e-08,7.346199737412462e-08
1968,2.245707975134792e-08,6.737123925404376e-08
1969,2.0892086283197386e-08,6.085955561729861e-08
1970,2.207388050123882e-08,5.058597452034519e-08
1971,2.4150468291850302e-08,5.960541216154525e-08
1972,3.231992451446786e-08,3.847610230423015e-08
1973,1.268036875501366e-08,5.292675808732383e-08
1974,2.5315072704756858e-08,4.5567130513290977e-08
1975,1.6563292959403952e-08,5.197447094928975e-08
1976,2.1140049710766107e-08,4.9707683302813166e-08
1977,2.291944944943225e-08,6.64076367229427e-08
1978,1.485147826940647e-08,5.1089084962541165e-08
1979,1.6970723493159312e-08,5.14973663712226e-08
1980,2.1603572264439208e-08,5.400893243745486e-08
1981,2.0241758491579276e-08,5.8827609450418095e-08
1982,2.2347007799794483e-08,5.710901973543514e-08
1983,1.3893695083311286e-08,6.378468953016636e-08
1984,1.4497521405587577e-08,6.494889248642721e-08
1985,1.6242006850575308e-08,5.353846788125338e-08
1986,1.3187867686781374e-08,4.7356433441336776e-08
1987,1.7721369260925712e-08,6.844114608384189e-08
1988,8.994830658082265e-09,9.354624097568376e-08
1989,1.2073869015694072e-08,6.201577917863688e-08
1990,1.3621627381610324e-08,5.394164404037838e-08
1991,1.1136783939491579e-08,5.3925479193139836e-08
1992,2.5345743281945943e-08,7.218027064936905e-08
1993,1.606370148010683e-08,8.308811061397137e-08
1994,1.2132331583813993e-08,7.173900229417995e-08
1995,1.1929391696696712e-08,7.808328916780738e-08
1996,1.1743802375008272e-08,5.2847113352072483e-08
1997,1.7741109914481967e-08,6.616954095761685e-08
1998,1.954932926651054e-08,7.533644463819655e-08
1999,1.6452723627935484e-08,6.535387342410104e-08
2000,2.3415566374751506e-08,5.257457402763066e-08
2001,1.5772362971233633e-08,6.396569318667389e-08
2002,1.7086764003693133e-08,8.368132853320276e-08
2003,2.2084691408963408e-08,8.458853528736654e-08
2004,2.2023955992267474e-08,7.047665917525592e-08
2005,1.7114247796712334e-08,8.106749049829887e-08
2006,9.059357708451898e-09,9.100536857431507e-08
2007,2.1170741604237264e-08,1.1544045719347196e-07
2008,2.0009967016676455e-08,1.2985191233383375e-07
2009,1.9549588614609092e-08,1.4113849999830563e-07
2010,2.692562084405381e-08,2.3193823039946437e-07
2011,2.4473420623394304e-08,2.233199580814471e-07
2012,3.302125151094515e-08,3.1965933544597647e-07
2013,2.928581288585974e-08,3.143343860756431e-07
2014,3.204858955996315e-08,3.4906975088233594e-07
2015,2.7263876489769245e-08,3.495539431241923e-07
2016,3.231290435223855e-08,3.5378488405513053e-07
2017,2.3143623906207722e-08,3.901713228060544e-07
2018,3.407535942301365e-08,4.1509983361720515e-07
2019,2.831596468411135e-08,4.005050868727267e-07
