year,moins_ADV assuré_VERB,moins_ADV rassuré_VERB
1895,1.1254809351157746e-07,3.4306104179648855e-08
1896,9.612157469973681e-08,1.7101383420481397e-08
1897,7.166857329821141e-08,3.029891093575543e-08
1898,1.1939128796711884e-07,2.7160103499568322e-08
1899,1.0391847382607011e-07,3.703477347016815e-08
1900,1.2250885106368514e-07,4.15284250321335e-08
1901,8.941982088117584e-08,2.123720777014171e-08
1902,1.2226607282173063e-07,1.8168049842337552e-08
1903,1.387856656265285e-07,3.618147714767872e-08
1904,1.1447951919763e-07,4.1384613069794796e-08
1905,1.1353670004154992e-07,3.457708719345476e-08
1906,1.3683531108199531e-07,2.777859675617833e-08
1907,1.229139598990514e-07,3.4971336049238744e-08
1908,1.0412144746396734e-07,3.143289117879533e-08
1909,1.1111986708556287e-07,3.080550836642715e-08
1910,9.085056262847502e-08,4.80973554317643e-08
1911,1.2290064432818326e-07,2.6601870928288918e-08
1912,1.2137951443946804e-07,1.66701485393439e-08
1913,1.320444482644234e-07,2.3863453046946148e-08
1914,1.332652033170234e-07,2.2768928353844586e-08
1915,1.2723222653221455e-07,2.8273827723523937e-08
1916,9.888715624128963e-08,4.9443579008823235e-08
1917,1.524333015368029e-07,3.8382484079946266e-08
1918,1.0797193539247019e-07,1.8378201183111287e-08
1919,1.2062281484759296e-07,3.498982437122322e-08
1920,1.1434070046334455e-07,2.1959472018551196e-08
1921,1.1056211235427327e-07,3.862101038976107e-08
1922,1.1362020302385645e-07,2.6560567079059183e-08
1923,1.0297469543729676e-07,2.9724654737606215e-08
1924,9.539802192648494e-08,2.5783249313349188e-08
1925,1.3637740892136208e-07,2.859526304632709e-08
1926,1.4601441478134802e-07,2.7865347029809584e-08
1927,1.170668610939174e-07,2.675813981500852e-08
1928,1.0968999220040132e-07,3.085031063942978e-08
1929,1.3925507857948105e-07,4.4561623724348465e-08
1930,1.4494972333523037e-07,3.4661892245324566e-08
1931,1.4598856523662107e-07,4.790249708008787e-08
1932,1.9946357099343004e-07,3.507051549167528e-08
1933,1.45677404361777e-07,1.2617728861741284e-08
1934,1.1981580883002607e-07,1.677421224144382e-08
1935,1.3643844454236387e-07,2.2739739868882225e-08
1936,1.467090413598271e-07,1.6974599503782883e-08
1937,1.3346584637474734e-07,2.0145789036973838e-08
1938,8.427389275311725e-08,2.4633906803295247e-08
1939,1.5294050115244318e-07,2.5999884911698246e-08
1940,1.2678914629304927e-07,2.028626333583361e-08
1941,1.6233263977483148e-07,8.854508237732261e-09
1942,1.3957374278561474e-07,6.068423541449874e-09
1943,1.1322617154974068e-07,2.6129116648121453e-08
1944,1.8957798886276578e-07,1.2852744646352221e-08
1945,1.612093001313042e-07,2.3963544926175473e-08
1946,1.4477947729574225e-07,2.3665876369705074e-08
1947,1.5139505649131024e-07,2.26496545963073e-08
1948,1.0763169200345146e-07,1.848220954059343e-08
1949,1.4332832165564469e-07,1.5707213085747185e-08
1950,1.5208567560875963e-07,2.1270722072586068e-08
1951,1.4073050635943218e-07,1.5992101864981123e-08
1952,1.1388388543309702e-07,4.2179215675730575e-09
1953,1.7884553926705848e-07,2.2625037843226892e-08
1954,1.485425542568919e-07,7.818028890937967e-09
1955,1.8020367065219034e-07,1.6894094123642844e-08
1956,1.6744591846418189e-07,1.657016923672927e-08
1957,1.4666161973764247e-07,2.8272120644601273e-08
1958,1.3483756333698693e-07,1.4890038091408542e-08
1959,1.6044047868035705e-07,2.8677767716089875e-08
1960,1.1142541467279443e-07,1.591791637389761e-08
1961,1.535543248110116e-07,1.2506686686286628e-08
1962,1.572805246041753e-07,2.1562652108286784e-08
1963,1.513056417934422e-07,5.819448034571906e-09
1964,1.4662363412298873e-07,1.2776333768727e-08
1965,1.5814205767128442e-07,1.4774516721161035e-08
1966,1.2185964237687585e-07,2.1048483844765542e-08
1967,1.3016085631534224e-07,1.1339772176821583e-08
1968,1.280053538721404e-07,1.5719955531734442e-08
1969,1.4079449783821474e-07,1.226274631838109e-08
1970,1.1818723066880921e-07,1.609553734738256e-08
1971,1.3719521518851252e-07,2.0553589052951793e-08
1972,1.3030573597916373e-07,1.3851396474251487e-08
1973,1.3286820887969952e-07,1.3231689521830958e-08
1974,1.2826303930069116e-07,1.1251143128276908e-08
1975,1.2336796828549268e-07,1.7134439644905797e-08
1976,1.2226946921600756e-07,7.427584769459372e-09
1977,1.363413417720949e-07,1.23412418062685e-08
1978,1.3306924984135549e-07,1.544553818177974e-08
1979,1.1996544913017715e-07,7.022368020415115e-09
1980,1.3189549008529866e-07,1.4212877097463661e-08
1981,1.5624107163603185e-07,1.3916208629893845e-08
1982,1.6077430586847186e-07,1.4898005495922462e-08
1983,1.3830542400228296e-07,8.209910973278056e-09
1984,1.0786155968389721e-07,1.0438215014563212e-08
1985,1.365531687724797e-07,9.62489254963117e-09
1986,1.228869450642378e-07,9.591176741707841e-09
1987,1.478817637234897e-07,8.555143260480236e-09
1988,1.3252383723738603e-07,9.594486094499644e-09
1989,1.1799462384942672e-07,1.81108031904742e-08
1990,1.2531897652934276e-07,9.80757164370516e-09
1991,1.0960940244331141e-07,6.4476117778156095e-09
1992,1.4821749516613636e-07,9.366905084906563e-09
1993,1.190929594940826e-07,1.1632335650268999e-08
1994,1.40840541007492e-07,1.4769794165481187e-08
1995,1.539976040021429e-07,1.4640617607142303e-08
1996,1.3451992231239274e-07,9.07475650180345e-09
1997,1.3042112811945117e-07,1.006927874414032e-08
1998,1.2969312024324609e-07,1.0013071261028017e-08
1999,1.042005877138763e-07,1.0968483010742602e-08
2000,1.2723930353786272e-07,8.394259620736477e-09
2001,1.3494131678726262e-07,1.0076787404500465e-08
2002,1.1522612197722992e-07,1.1391176002462089e-08
2003,1.0542314754502513e-07,1.0833999475323708e-08
2004,1.1628648621808679e-07,1.0571499231559756e-08
2005,1.2205161681322352e-07,1.1259373877692269e-08
2006,1.0212367129724953e-07,9.059357708451898e-09
2007,9.826419500313932e-08,1.1983438241713884e-08
2008,1.1026768476085635e-07,1.575252639440805e-08
2009,1.0680751216796125e-07,1.6211854969583328e-08
2010,1.3037669077675673e-07,2.645324137517946e-08
2011,1.1204237893025493e-07,2.8679790070595956e-08
2012,1.1302118707590125e-07,2.5872321174347235e-08
2013,1.1993238047125487e-07,3.0122549787847674e-08
2014,1.3360796913275408e-07,2.75011546452264e-08
2015,1.1770015362344566e-07,3.679515075960538e-08
2016,1.178592512474097e-07,4.0805400391974445e-08
2017,1.0188225729734768e-07,2.2892062745416553e-08
2018,1.2442669117262994e-07,3.0719454202632335e-08
2019,1.2270251659174392e-07,3.8264815038768774e-08
