year,les_DET aigles_NOUN,les_DET règles_NOUN
1943,5.196791141859336e-07,2.3365236756944796e-05
1944,7.968701414284851e-07,2.146408382941445e-05
1945,5.511615324138575e-07,2.2066066776460502e-05
1946,3.1044062520635407e-07,2.2717849105902133e-05
1947,4.5537728343703066e-07,2.3842934524509474e-05
1948,4.261780111036728e-07,2.1839447754246066e-05
1949,3.8482673492268304e-07,2.6566787710180506e-05
1950,4.4455811654131594e-07,2.5214314973709406e-05
1951,4.0726555372572193e-07,2.38804734635778e-05
1952,3.4692404271563504e-07,2.6165876533923438e-05
1953,2.9520286615181135e-07,2.5177356519634486e-05
1954,3.400842585321584e-07,2.3477540707972366e-05
1955,3.275577133976526e-07,2.524259252822958e-05
1956,3.2442646968888766e-07,2.508549164303986e-05
1957,3.083428263828125e-07,2.646447114784678e-05
1958,3.375075374734138e-07,2.5851588134173653e-05
1959,2.8755274472658243e-07,2.658971561686485e-05
1960,3.633437546390894e-07,2.523128159737098e-05
1961,3.369857162205392e-07,2.6209151883449522e-05
1962,3.456366242104991e-07,2.5813664933593827e-05
1963,3.1101717512527216e-07,2.3796369760020752e-05
1964,4.4352128103497535e-07,2.3906953629193595e-05
1965,4.10403250050706e-07,2.527427432141849e-05
1966,3.6447111018134137e-07,2.5628744651839952e-05
1967,6.300968991013178e-07,2.7122761821374297e-05
1968,4.2578623471456467e-07,2.495251032996748e-05
1969,4.94143236551281e-07,2.648753206813126e-05
1970,3.0581521937023126e-07,2.980985459544172e-05
1971,3.766445244579586e-07,2.609740636216884e-05
1972,4.406796119127421e-07,2.772536595330166e-05
1973,4.2065745464725524e-07,2.5465487624387606e-05
1974,3.26283154272744e-07,2.6672523063098197e-05
1975,2.3702643092704534e-07,2.7096403755422216e-05
1976,3.4224026190798895e-07,2.612453045003349e-05
1977,2.538769825477516e-07,2.4445649614790455e-05
1978,3.011879861070099e-07,2.4404544092249125e-05
1979,4.4592037617974256e-07,2.6486032311368035e-05
1980,2.609484122118033e-07,2.465934153406124e-05
1981,3.245006894303515e-07,2.4987185724967276e-05
1982,3.451371144436166e-07,2.627697836032894e-05
1983,2.8987300870753074e-07,2.6060782829517848e-05
1984,2.940097374448669e-07,2.8233632974661305e-05
1985,3.0739502054899503e-07,3.0298560886876658e-05
1986,3.3029615131852097e-07,2.9362788609432755e-05
1987,3.01874353070275e-07,2.9368585728661856e-05
1988,2.7824010118138176e-07,3.071914579777513e-05
1989,3.1831108771029903e-07,3.112753051937034e-05
1990,2.811503962973916e-07,3.163105384373921e-05
1991,3.4582645547232005e-07,3.0903403740012436e-05
1992,3.5924836438994134e-07,3.0481562362183467e-05
1993,3.212740296021366e-07,3.0963616154622287e-05
1994,2.642738294866831e-07,3.3369185530318646e-05
1995,2.716647848899356e-07,3.0901462196197826e-05
1996,2.903922080577104e-07,3.226342982998176e-05
1997,3.183809909046431e-07,3.185008631589881e-05
1998,3.046834580189284e-07,3.289103301540308e-05
1999,2.655286959196701e-07,3.3666386116237845e-05
2000,3.136802302350361e-07,3.4757095363602275e-05
2001,3.101897974033818e-07,3.534016832418274e-05
2002,3.596982836029383e-07,3.5382307032705285e-05
2003,3.2293652019177443e-07,3.424168949095474e-05
2004,3.0349011304053874e-07,3.3689605743347784e-05
2005,3.0715572485462417e-07,3.3516002986289095e-05
2006,3.039002764992915e-07,3.202359448550851e-05
2007,2.9599092332688315e-07,3.235927897549118e-05
2008,2.9887226027369707e-07,3.158381628054485e-05
2009,4.4058098858101857e-07,3.1937830499373376e-05
2010,2.8909612836969245e-07,3.1935674542182824e-05
2011,3.999874582660823e-07,3.1607422897650395e-05
2012,4.371060562391449e-07,2.719623444136232e-05
2013,5.229609598700335e-07,3.296578415756812e-05
2014,4.5474348908669526e-07,2.8612677397177322e-05
2015,4.883115725107245e-07,3.098772458542953e-05
2016,5.489051169149661e-07,2.9457148912115372e-05
2017,4.832489306494381e-07,3.25266028085025e-05
2018,4.602755225846522e-07,2.900097183555772e-05
2019,4.749939161996508e-07,2.897922081501747e-05
