year,puissions_VERB entrer_VERB,puissions_VERB rentrer_VERB
1917,4.386569774084137e-09,6.57985488317081e-09
1918,9.189101035644853e-09,5.743188147278033e-09
1919,1.012863304339362e-08,9.207848705727883e-09
1920,1.817335615328375e-08,7.572231730534895e-10
1921,2.2718241510233383e-08,0.0
1922,1.9920426197472807e-08,7.377935484775833e-10
1923,3.715581797791856e-08,0.0
1924,1.804827398643738e-08,0.0
1925,1.2097995494286806e-08,1.0998177923937646e-09
1926,1.671920735191179e-08,1.1146138456652466e-09
1927,1.4493992672726108e-08,0.0
1928,1.4853853258500749e-08,0.0
1929,1.0026365515614089e-08,0.0
1930,1.2604324695075775e-08,7.352522590764465e-09
1931,1.1405356659111021e-08,2.2810713318222042e-09
1932,8.767629289252454e-09,2.1919073223131136e-09
1933,1.605892663292252e-08,1.1470662197865522e-09
1934,3.5944740517379614e-09,0.0
1935,7.180970484910176e-09,3.590485242455088e-09
1936,2.424942913137329e-09,0.0
1937,1.1332006444320086e-08,1.2591118148108649e-09
1938,5.186085783037697e-09,2.5930428915188486e-09
1939,4.588215141154706e-09,0.0
1940,1.2678914806940611e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,1.517105907566929e-08,3.034211770724937e-09
1943,1.1612940831184915e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,2.178504043826024e-09,6.535512131478072e-09
1946,2.227376683094917e-08,1.1136883415474585e-08
1947,2.0265479960812627e-08,2.3841741914054637e-09
1948,8.697510267552389e-09,2.174377566888097e-09
1949,8.835307596655184e-09,9.817008317369869e-10
1950,1.701657836861159e-08,0.0
1951,5.330700769690111e-09,4.264560704569931e-09
1952,8.435843135146115e-09,1.0544803918932644e-09
1953,3.232148326759443e-09,2.1547654771580937e-09
1954,1.07497895029951e-08,0.0
1955,1.407841132561316e-08,1.8771215692936494e-09
1956,1.4825940475304833e-08,8.72114158667614e-10
1957,1.0602045463770082e-08,3.534015080575159e-09
1958,7.445019267748876e-09,1.6544486891589827e-09
1959,5.425523585955716e-09,3.8753737996444215e-09
1960,1.591791587429725e-08,1.3841666701708277e-09
1961,9.72742331128984e-09,2.08444772553662e-09
1962,5.7077609305622445e-09,1.9025869768540815e-09
1963,3.879631726988464e-09,1.2932106496776896e-09
1964,4.867174663303331e-09,3.041984220075733e-09
1965,8.755269398363907e-09,2.73602163147757e-09
1966,7.754704434148607e-09,5.539074754423723e-10
1967,1.2818872185960117e-08,4.930335584241163e-10
1968,1.257596426995633e-08,1.7965663401398047e-09
1969,1.6804504454626112e-08,3.6334062425424918e-09
1970,8.7375777724219e-09,2.7592350626548523e-09
1971,8.735275613958038e-09,1.0276794970565106e-09
1972,2.565073486948677e-09,2.0520587451500205e-09
1973,6.615844760915479e-09,2.205281512956958e-09
1974,1.012602890426706e-08,1.6876715580593782e-09
1975,9.709516746170266e-09,1.1422960355389478e-09
1976,6.8562320265641574e-09,2.285410749536254e-09
1977,7.639816779203557e-09,2.3507127355770763e-09
1978,5.940591130126904e-09,4.158414057542359e-09
1979,1.1118749476679568e-08,2.3407893401383717e-09
1980,6.253665585376211e-09,2.2740602734216964e-09
1981,5.060439622894819e-09,5.060439622894819e-09
1982,1.3035754697909852e-08,2.483000915987077e-09
1983,8.841442245000053e-09,3.78918940668882e-09
1984,8.118611560803402e-09,1.1598016991243298e-09
1985,7.218669662023558e-09,1.2031116103372597e-09
1986,6.593933843390687e-09,1.1988970927134801e-09
1987,5.49973533381376e-09,6.110816852533674e-10
1988,1.139345240375178e-08,2.99827696004229e-09
1989,3.841685636274406e-09,2.1952488715726304e-09
1990,8.717841559757744e-09,2.179460389939436e-09
1991,6.4476117778156095e-09,5.861465202094962e-10
1992,2.7549720282848966e-09,6.060938417817852e-09
1993,9.416652346772025e-09,4.4313659408601325e-09
1994,1.002236071911966e-08,6.329911705904578e-09
1995,8.133675954979935e-09,1.626735190995987e-09
1996,6.939520069693117e-09,2.6690460952494277e-09
1997,6.233362714880286e-09,9.58978896292706e-10
1998,1.5734826774860267e-08,3.814503379828693e-09
1999,6.8553016596695215e-09,2.285100553223174e-09
2000,8.83606254831193e-09,3.97622823555821e-09
2001,8.324302136486494e-09,3.943090742808408e-09
2002,8.324320788233308e-09,4.381221607729913e-09
2003,7.91715315529018e-09,2.9168460979889232e-09
2004,9.690540814233373e-09,8.809582507929292e-10
2005,6.305249655724765e-09,2.251874686720612e-09
2006,9.882935358973555e-09,1.2353669198716943e-09
2007,8.38840730210677e-09,5.991719120856942e-09
2008,4.6831836186811415e-09,3.405951742863067e-09
2009,1.2874119548200724e-08,6.675469510497578e-09
2010,6.140930874920514e-09,9.447585824773341e-09
2011,1.1089518636708817e-08,1.2619107536693264e-08
2012,1.6340413466764403e-08,1.0212757750593937e-08
2013,1.589801357226861e-08,5.578249862026041e-09
2014,1.4941571535587173e-08,1.4291938299493268e-08
2015,1.4186082530898148e-08,9.309617077235544e-09
2016,1.6570719907349485e-08,9.735297901158901e-09
2017,1.6603035390971854e-08,1.0817128526241504e-08
2018,1.4972506789945328e-08,1.161660012627408e-08
2019,1.607122257496485e-08,1.2754938438774843e-08
