year,ces_DET ans_NOUN,ces_DET rangs_NOUN
1846,1.3465352610708692e-08,1.247008771798619e-07
1847,1.1325769655456952e-08,1.2404414295730248e-07
1848,7.401603796530765e-08,9.493361741164108e-08
1849,9.217356433666168e-09,1.7596771018091317e-07
1850,1.0862393651223101e-08,1.031927414629763e-07
1851,1.6768540778144825e-08,8.44876471006728e-08
1852,2.864639925270751e-08,1.1849193048973916e-07
1853,1.7915795735845563e-08,1.2123021519983013e-07
1854,1.7665259477439577e-08,1.5223296756516902e-07
1855,2.0697054736729115e-08,9.817833657166375e-08
1856,1.5013848608802505e-08,1.4703216866251978e-07
1857,2.0990488958094744e-08,1.2984814290462054e-07
1858,1.6638498356869036e-08,1.5121459107092505e-07
1859,1.680417249794175e-08,1.1050016501812365e-07
1860,1.1900678331677739e-08,1.1488731832542953e-07
1861,1.1789909160064838e-08,1.2827421835837072e-07
1862,2.2589932147099034e-08,1.3328059411676918e-07
1863,1.1487627959994029e-08,1.0288919227718907e-07
1864,1.5343129544653777e-08,1.2945765348604255e-07
1865,8.943004337069738e-09,1.00255788337833e-07
1866,3.1139921974343565e-08,7.24976345622963e-08
1867,1.4073153309368536e-08,1.1889388318309102e-07
1868,3.210918098073279e-08,1.9018514629820515e-07
1869,2.8324410261681976e-08,6.836926580433556e-08
1870,1.1468097138589428e-08,1.5424591559565215e-07
1871,7.434823867669138e-09,9.240424492240606e-08
1872,7.861540973763681e-09,9.071008655325841e-08
1873,6.824045062359119e-08,7.90152583363124e-08
1874,7.766991494406739e-09,5.616132581209854e-08
1875,1.77367336373635e-08,1.458989373759323e-07
1876,4.111290130559553e-08,7.194757767337023e-08
1877,2.72131899237138e-08,8.411349483594677e-08
1878,1.2078177291652281e-08,6.522215739712678e-08
1879,1.8938908663557186e-08,8.247589100562891e-08
1880,1.8611754359909582e-08,6.610381664273746e-08
1881,1.812851979643426e-08,7.321133188575857e-08
1882,1.4641846846075168e-08,6.389169637799341e-08
1883,1.2638677882037541e-08,6.698499044333062e-08
1884,1.1222884843675729e-08,5.0833065756705764e-08
1885,1.2246707925545053e-08,4.125206670702042e-08
1886,1.6133659463957173e-08,6.647067696263775e-08
1887,1.697520390919749e-08,7.704130755570304e-08
1888,1.7119659467823567e-08,3.8043688865840863e-08
1889,7.518164202302557e-09,1.16531540861331e-07
1890,1.9007721174801873e-08,5.833403893262812e-08
1891,3.505821055682645e-08,4.716922796799139e-08
1892,2.1312941633766513e-08,4.3252734283072414e-08
1893,1.3548516419881196e-08,5.850495643500153e-08
1894,1.5123694296903523e-08,5.230277722034771e-08
1895,1.2037228547256973e-08,8.546432272993343e-08
1896,9.435246306477296e-09,3.8920391243202346e-08
1897,7.574727733938857e-09,4.8944392094796285e-08
1898,1.018503881233812e-08,3.677930759948822e-08
1899,1.1055156790007459e-08,4.145683796252797e-08
1900,1.7130475371551768e-08,5.1391425337499186e-08
1901,5.588739082629246e-09,2.570819829239568e-08
1902,1.2766738111125164e-08,3.338992948798136e-08
1903,6.48026410310365e-09,4.6981915247101824e-08
1904,6.987012746151322e-09,3.923476299405593e-08
1905,8.257214467732865e-09,4.6446831825086576e-08
1906,5.658602919567102e-09,4.166789580040131e-08
1907,8.228549175370858e-09,2.2114226894132116e-08
1908,9.822778146428846e-09,6.875944702500192e-08
1909,5.500983557560346e-09,5.6660129699181994e-08
1910,1.2825962070195374e-08,4.916618490113933e-08
1911,1.276889838308648e-08,5.692800231216211e-08
1912,6.772247596043002e-09,5.886645904062959e-08
1913,4.772690798127144e-09,5.833288607703935e-08
1914,4.68772043404897e-09,3.549274146807946e-08
1915,1.64930663570928e-08,6.361611637473175e-08
1916,1.3184954461564757e-08,7.910972743552236e-08
1917,1.644963654179321e-08,1.0089110569211357e-07
1918,3.2161855401113826e-08,4.9391418954769506e-08
1919,2.0257266697409904e-08,6.62965069508914e-08
1920,5.300562211374427e-09,4.770505901419142e-08
1921,2.7261891411001216e-08,3.937828552125211e-08
1922,2.5084979815570563e-08,5.5334517412575224e-08
1923,3.3971033541746465e-08,4.140219944659407e-08
1924,3.222906141964188e-08,3.9964035636330664e-08
1925,1.8696902470694e-08,3.849362206764795e-08
1926,1.560459417238036e-08,5.238684952502126e-08
1927,1.783875902550136e-08,6.020581411192438e-08
1928,9.140832757381645e-09,4.4561561107769876e-08
1929,3.119313785049371e-08,4.79037471912136e-08
1930,1.4705044848462023e-08,5.146765724717284e-08
1931,2.0529641986399838e-08,3.079446297959976e-08
1932,2.1919073223131136e-08,3.507051549167528e-08
1933,1.1470662197865522e-08,2.523545727939336e-08
1934,1.1981580172459871e-08,3.1152108448395666e-08
1935,1.4361940969820353e-08,5.385727952500474e-08
1936,2.667437293268904e-08,3.516167179640206e-08
1937,8.813782592653752e-09,4.658713859129193e-08
1938,1.555825723809079e-08,3.24130358109187e-08
1939,1.988226649984881e-08,3.8235126176289214e-08
1940,2.2822046030768206e-08,4.817987520056022e-08
1941,8.854508237732261e-09,3.8369532440185594e-08
1942,2.730790527039062e-08,6.068423630267716e-08
1943,3.774205858952939e-08,4.0645293575281016e-08
1944,2.2492303131116387e-08,4.4984606262232774e-08
1945,1.9606536838523425e-08,3.267755976921194e-08
1946,1.6705325123211878e-08,6.9605523123073e-08
1947,2.0265480182857232e-08,2.5033828343623554e-08
1948,1.848220909650422e-08,3.696441863709765e-08
1949,6.8719057111366055e-09,2.2579119018928395e-08
1950,1.4889506072535141e-08,4.5732053255420624e-08
1951,1.2793682113709792e-08,3.624876676600053e-08
1952,1.0544804140977249e-08,4.639713857557126e-08
1953,4.3095309543161875e-09,2.370241980464982e-08
1954,7.818028890937967e-09,3.029486173034002e-08
1955,1.1262729859851106e-08,2.0648337262230143e-08
1956,1.3081711935925e-08,4.622204929916052e-08
1957,7.068030161150318e-09,3.180613550313183e-08
1958,1.2408365446248126e-08,4.0533993772573496e-08
1959,1.6276571201956358e-08,3.5653439312000046e-08
1960,1.5917916984520275e-08,3.183583263677292e-08
1961,1.04222386276831e-08,4.029932521021351e-08
1962,1.0781325554543031e-08,2.536782484074962e-08
1963,1.099229041123806e-08,4.3969163421309077e-08
1964,6.69236516204208e-09,2.6161064203833462e-08
1965,1.2038495422750373e-08,3.0643443782452096e-08
1966,8.862519385033352e-09,3.545007687399959e-08
1967,1.3804939524852955e-08,5.916402834316159e-08
1968,2.7846778827278484e-08,4.760900784717137e-08
1969,1.2262746040825334e-08,3.587988617326232e-08
1970,1.4715919871566285e-08,5.150571968925988e-08
1971,2.3122787906615372e-08,3.648262270061764e-08
1972,1.0260293503705498e-08,6.053573109454646e-08
1973,1.0475086797967492e-08,3.418186422798897e-08
1974,7.875800345225059e-09,4.444201584519192e-08
1975,8.567220266542108e-09,4.569184008929028e-08
1976,6.8562320265641574e-09,4.1137393047563364e-08
1977,8.227494963097826e-09,2.703319568198026e-08
1978,8.910887139279566e-09,4.811878806521008e-08
1979,1.1118749476679568e-08,3.6867433550469286e-08
1980,1.0801786243241907e-08,4.548120374758824e-08
1981,1.3283654287654656e-08,2.9097527054489092e-08
1982,2.483000915987077e-09,3.786576341369141e-08
1983,6.315316158911344e-09,4.673333986460193e-08
1984,7.538711266352749e-09,3.885335564390857e-08
1985,1.0828004826102244e-08,3.7296459698410445e-08
1986,1.019062523255343e-08,3.836470829909899e-08
1987,9.166225667378569e-09,3.4831654893707764e-08
1988,7.195864348830128e-09,3.058242503684028e-08
1989,6.0369343968247335e-09,2.9635859100096695e-08
1990,7.628111586832631e-09,2.7788120249283565e-08
1991,9.37834432335194e-09,3.399649806112848e-08
1992,9.366905251440016e-09,3.14066819218084e-08
1993,4.985286850001103e-09,2.9911721100006616e-08
1994,7.3848970827405935e-09,3.428702255448002e-08
1995,6.506941097050856e-09,3.036572415737737e-08
1996,8.540947504798169e-09,3.362997946787516e-08
1997,9.589788629860152e-09,3.308477225516526e-08
1998,5.244941925219848e-09,2.9085588604260693e-08
1999,8.683382124452521e-09,4.0217770447270595e-08
2000,5.743440834038438e-09,3.887867583429738e-08
2001,3.94309060403053e-09,3.066848197619265e-08
2002,3.066854992184176e-09,4.1183481513940023e-08
2003,6.667076501987168e-09,2.7918384493119675e-08
2004,7.047666006343434e-09,3.039305918051127e-08
2005,1.0808999362232896e-08,3.0175122844866564e-08
2006,7.41220168576362e-09,3.8296374516022524e-08
2007,6.7906151812735516e-09,2.7961356341421606e-08
2008,7.663391587975354e-09,3.746546872740453e-08
2009,9.059566208335923e-09,3.0516432270033533e-08
2010,8.0304479732618e-09,3.164941331235127e-08
2011,5.353560678100777e-09,2.944458432629915e-08
2012,5.446804396402882e-09,2.8936148144254048e-08
2013,1.1435412616833673e-08,2.5102125822407118e-08
2014,6.929424548052232e-09,2.9016965719108612e-08
2015,5.541438599654391e-09,4.6769742578778306e-08
2016,9.528164313099552e-09,5.033356309525061e-08
2017,9.307761950072546e-09,2.6665479269105674e-08
2018,7.744400343234759e-09,3.12357468779112e-08
2019,3.5713829116268414e-09,3.010165461336811e-08
