year,pas_ADV assuré_VERB,pas_ADV rassuré_VERB
1922,5.93923800806806e-07,6.56636274243283e-08
1923,6.040474431756593e-07,7.112685551646791e-08
1924,6.071954885555897e-07,8.637388049237416e-08
1925,5.752046945417533e-07,9.458432970177455e-08
1926,6.063499427000352e-07,5.9074533709235766e-08
1927,5.329329724190757e-07,1.2152655415320623e-07
1928,5.907263584958855e-07,6.855624690160766e-08
1929,5.960117164249823e-07,7.129860080112849e-08
1930,5.1677727697097e-07,9.87338708569041e-08
1931,5.212248197494773e-07,8.325910272333203e-08
1932,5.896230845792161e-07,9.315606064319581e-08
1933,5.242092697699263e-07,7.914756849913829e-08
1934,6.134569048299454e-07,5.870974462141021e-08
1935,5.541315317714179e-07,4.308582290946106e-08
1936,6.183604455145542e-07,5.577368611398015e-08
1937,5.716367468266981e-07,5.791914503561202e-08
1938,5.730624934585649e-07,9.07565009811151e-08
1939,5.765857054029766e-07,2.9058696782158222e-08
1940,5.528006568056298e-07,8.114505334333444e-08
1941,5.637369895339361e-07,7.083606590185809e-08
1942,5.218844307819381e-07,4.247896612241675e-08
1943,6.503246936517826e-07,9.00002916637277e-08
1944,6.36210870652576e-07,8.996921252446555e-08
1945,5.31554974259052e-07,1.1981772729541262e-07
1946,7.030157576082274e-07,6.682130049284751e-08
1947,6.592241561520495e-07,8.702235732016561e-08
1948,5.762100272477255e-07,8.697510622823756e-08
1949,6.646114911745826e-07,6.381055328574803e-08
1950,7.136327440093737e-07,7.232046073113452e-08
1951,6.69536007080751e-07,9.915103760249622e-08
1952,6.379606247719494e-07,5.799642011083961e-08
1953,6.916797019584919e-07,7.326202933199966e-08
1954,6.273968438108568e-07,6.352148318455875e-08
1955,6.156958534120349e-07,7.133061785680184e-08
1956,7.168778211052995e-07,6.802490304380626e-08
1957,5.94598020597914e-07,5.212672249399475e-08
1958,6.485439030257112e-07,6.204182767532984e-08
1959,6.293607270890789e-07,9.068374851040062e-08
1960,6.720129022141919e-07,6.021124931976374e-08
1961,6.656336495325377e-07,7.365049015106706e-08
1962,6.804918939451454e-07,7.039571414679813e-08
1963,5.968167329228891e-07,5.754787224532265e-08
1964,7.014815537331742e-07,6.205647906654121e-08
1965,6.101328153818031e-07,7.004215518691126e-08
1966,6.763210080862336e-07,8.031658182972023e-08
1967,6.532694669658667e-07,7.543413715893621e-08
1968,6.225102424650686e-07,6.243067929290191e-08
1969,5.749865295001655e-07,6.81263685464728e-08
1970,6.130100587142806e-07,7.265985857429769e-08
1971,6.623394597227161e-07,6.679916708662859e-08
1972,6.428073788811162e-07,5.4379555081141007e-08
1973,5.794377102574799e-07,5.292675808732383e-08
1974,6.941955348338524e-07,6.075617164924552e-08
1975,5.991342959532631e-07,6.739546876133318e-08
1976,6.324873993435176e-07,5.770662170334617e-08
1977,5.835644287799369e-07,7.58104832243589e-08
1978,6.196036679284589e-07,6.772274474542428e-08
1979,6.214795575942844e-07,5.793453539126858e-08
1980,6.191128818500147e-07,5.742002073816366e-08
1981,6.199038580234628e-07,7.717170547039132e-08
1982,6.958609901630552e-07,5.5867520387664626e-08
1983,5.860613327968167e-07,5.999550012347754e-08
1984,6.692055762869131e-07,6.204938785003833e-08
1985,6.40055361600389e-07,5.113224332831123e-08
1986,6.911641889928433e-07,6.893658621720533e-08
1987,6.446911697821633e-07,7.027439608009445e-08
1988,7.063940188345441e-07,6.416312459123219e-08
1989,6.50342485641886e-07,7.95777737039316e-08
1990,6.59831641769415e-07,7.192219442231362e-08
1991,6.693793466183706e-07,8.616353852630709e-08
1992,6.804780809943622e-07,7.218027064936905e-08
1993,6.541803827531112e-07,7.976458960001764e-08
1994,7.126425884962373e-07,7.912390032061012e-08
1995,6.604545319532917e-07,6.290042620094027e-08
1996,6.026705818840128e-07,6.032043842196799e-08
1997,6.592979957531497e-07,7.192341655581913e-08
1998,6.255785365283373e-07,8.344225932432892e-08
1999,6.334298632282298e-07,7.586533712355958e-08
2000,6.547522843902698e-07,8.040817078835971e-08
2001,6.33085107892839e-07,7.27281133094948e-08
2002,5.945317411715223e-07,7.667137680300584e-08
2003,6.879589591335389e-07,8.417184460540739e-08
2004,6.210755714164407e-07,8.236959558871604e-08
2005,6.107084686846065e-07,8.467048928650911e-08
2006,6.106830596763757e-07,8.194601264222001e-08
2007,6.355217010423075e-07,1.0305757314199582e-07
2008,6.390416729118442e-07,1.1282214984476013e-07
2009,5.955472488494706e-07,1.1491344054093133e-07
2010,6.783366757190379e-07,1.6863941709743813e-07
2011,6.734014732501237e-07,1.9158099462401879e-07
2012,6.897016078255547e-07,2.3080833955191338e-07
2013,7.036962301754102e-07,2.2842934299660556e-07
2014,7.622367093063076e-07,2.620188581659022e-07
2015,7.500891001654963e-07,2.44266601612253e-07
2016,7.608031751260569e-07,2.429681842386344e-07
2017,7.566958970528503e-07,2.8023910658703244e-07
2018,7.935428811833845e-07,3.0435492703873024e-07
2019,8.214180411414418e-07,3.0892462632436946e-07
