year,trois_DET routes_NOUN
1966,5.816028370020376e-08
1967,6.853166611975325e-08
1968,5.165128236228611e-08
1969,8.8110102325345e-08
1970,5.6104445977922524e-08
1971,6.422996978727724e-08
1972,7.387411216086548e-08
1973,5.182411388915398e-08
1974,6.63817445456516e-08
1975,4.6262990771595014e-08
1976,3.6566573324847695e-08
1977,5.289103821581875e-08
1978,5.940591307762588e-08
1979,5.266775815471192e-08
1980,4.8892294213231935e-08
1981,4.3013736572561356e-08
1982,4.034876566194612e-08
1983,4.2312618298012694e-08
1984,4.001315989654586e-08
1985,4.2108905695670273e-08
1986,3.896415501358774e-08
1987,5.1941944079203495e-08
1988,4.6773120265797274e-08
1989,4.1160918007321357e-08
1990,3.923028835117748e-08
1991,3.516878988030214e-08
1992,3.912060453359345e-08
1993,2.9911720211828197e-08
1994,3.956194971621585e-08
1995,3.199245979246257e-08
1996,4.750902071748442e-08
1997,4.7469455033422037e-08
1998,4.148272569892697e-08
1999,4.2959891199956246e-08
2000,4.152949450997312e-08
2001,4.249775420461788e-08
2002,3.9430992693212374e-08
2003,4.8752997194867476e-08
2004,3.8321683382136484e-08
2005,3.467887355057542e-08
2006,3.870816689399703e-08
2007,4.8732649915450565e-08
2008,4.4277374655621315e-08
2009,4.958920118980359e-08
2010,4.440365453106665e-08
2011,6.271314134664863e-08
2012,4.5616985744345584e-08
2013,4.54627375745531e-08
2014,5.5218853489691355e-08
2015,6.184245471274608e-08
2016,6.835422006190583e-08
2017,3.999822162370492e-08
2018,5.395265212371214e-08
2019,4.89789639956939e-08
