year,devons_VERB entrer_VERB,devons_VERB rentrer_VERB
1917,2.0836205649743533e-08,1.973956464951243e-08
1918,3.445912710731136e-08,1.1486376294556067e-08
1919,2.6702760891339494e-08,1.5653341733923298e-08
1920,3.256059599721084e-08,6.057785384427916e-09
1921,2.9533714140939082e-08,5.300923255902035e-09
1922,2.6560567079059183e-08,1.1804696775641332e-08
1923,1.8047112249064412e-08,8.492758496458919e-09
1924,1.4180787211159895e-08,7.734974438733389e-09
1925,3.299453510408057e-08,4.399271169575059e-09
1926,2.229227646921572e-08,1.4489979882625903e-08
1927,1.6723836537835268e-08,1.4493992672726108e-08
1928,1.7139061725401916e-08,9.14083297942625e-09
1929,1.1140405931087116e-08,8.912325100141061e-09
1930,1.995684684175103e-08,9.453243521306831e-09
1931,4.1059283972799676e-08,6.843213995466613e-09
1932,2.6302888755935783e-08,6.575722188983946e-09
1933,2.064719240024715e-08,5.735331320977366e-09
1934,1.1981580172459871e-08,8.38710612072191e-09
1935,1.795242710045386e-08,4.787313656606784e-09
1936,3.031178508194898e-08,7.274828739411987e-09
1937,1.510934133364117e-08,1.0072894518486919e-08
1938,1.8151300906765755e-08,9.075650453382877e-09
1939,1.070583532936098e-08,1.070583532936098e-08
1940,7.607348528892999e-09,7.607348528892999e-09
1941,1.4757512545315876e-08,8.854508237732261e-09
1942,1.2136847082899749e-08,9.102635090130207e-09
1943,1.4516175816936538e-08,1.1612940831184915e-08
1944,3.855823393905666e-08,1.927911696952833e-08
1945,1.742803235060819e-08,2.178504043826024e-09
1946,1.6705325123211878e-08,8.352662561605939e-09
1947,3.5762614203349585e-08,4.7683483828109274e-09
1948,2.8266908813634473e-08,4.348755133776194e-09
1949,2.1597418964347526e-08,5.890204768377316e-09
1950,8.508289184305795e-09,8.508289184305795e-09
1951,1.7058242818279723e-08,7.462981344019681e-09
1952,2.4253049346611988e-08,6.326882129314981e-09
1953,5.386913581872932e-09,1.6160740301529586e-08
1954,1.172704333640695e-08,7.818028890937967e-09
1955,9.385607846468247e-09,7.508486277174597e-09
1956,1.657016923672927e-08,8.72114114258693e-09
1957,7.068030161150318e-09,8.835037590415595e-09
1958,2.6471179026543723e-08,7.445019267748876e-09
1959,2.40273188012452e-08,1.5501495642666896e-09
1960,2.0070416439921246e-08,2.145458388724819e-08
1961,2.292892631317045e-08,1.80652133252579e-08
1962,1.8391673961559718e-08,1.4586500007851555e-08
1963,2.392439668597035e-08,7.759263453976928e-09
1964,2.3727476872181796e-08,1.520992043424485e-08
1965,2.134096988015699e-08,1.0396882466068291e-08
1966,1.8832853498906843e-08,1.38476865529924e-08
1967,2.7609878827661305e-08,1.2818872185960117e-08
1968,2.4253646202510026e-08,1.2126823101255013e-08
1969,1.4533624970169967e-08,9.537691525451919e-09
1970,1.839489982558007e-08,5.978342709767048e-09
1971,1.644287195290417e-08,4.624557625731995e-09
1972,1.5903454553267693e-08,4.104117490300041e-09
1973,1.1026407342740185e-08,7.718485406371656e-09
1974,1.8564387360697765e-08,9.563471792262135e-09
1975,1.313640396460869e-08,7.4249242310031605e-09
1976,7.427584769459372e-09,7.427584769459372e-09
1977,1.880570188461661e-08,9.990529292736028e-09
1978,1.1881182260253809e-08,1.1881182260253809e-08
1979,1.287434159280565e-08,1.580032815695631e-08
1980,1.3075846183596695e-08,5.6851505725319385e-09
1981,8.855769451088236e-09,1.3283654176632353e-08
1982,1.738100685599875e-08,1.924325765401136e-08
1983,1.4525227243211702e-08,9.47297440490047e-09
1984,1.1598016769198694e-08,6.958810416790584e-09
1985,5.414002135495366e-09,1.0828004270990732e-08
1986,1.2588419195935785e-08,1.6784559520033326e-08
1987,1.099947066762752e-08,1.099947066762752e-08
1988,1.2592763276586538e-08,1.0793796967334401e-08
1989,1.9757239400064464e-08,1.4269117443177493e-08
1990,1.3621627381610324e-08,1.3621627381610324e-08
1991,1.52398094144246e-08,8.20605094986604e-09
1992,1.322386644631024e-08,1.5427843891302473e-08
1993,1.1078414630105726e-08,1.0524494165053966e-08
1994,1.5297286992677073e-08,1.2659823411809157e-08
1995,2.548551947256783e-08,1.138714633697191e-08
1996,2.6156651955488996e-08,1.6548085568501847e-08
1997,2.157702461147437e-08,9.110299181713799e-09
1998,1.9072516010965046e-08,1.382757464085671e-08
1999,1.96518641359944e-08,1.4624643718263997e-08
2000,1.3695897749244068e-08,1.4579503826439577e-08
2001,1.7086726700199506e-08,1.4019877703219663e-08
2002,2.1467984723244626e-08,1.0953053575235572e-08
2003,1.2917460878725251e-08,1.5417615628621206e-08
2004,1.189293641346012e-08,1.4535810777260849e-08
2005,1.0808999029165989e-08,1.5312748402607212e-08
2006,2.2648395159308166e-08,1.93540827808647e-08
2007,1.4380126422963713e-08,4.074368931128447e-08
2008,1.2772319202269955e-08,3.15050527888161e-08
2009,2.145686650578682e-08,3.4330987830344384e-08
2010,2.1257068993918438e-08,6.188168555354423e-08
2011,2.6385405860196443e-08,6.041875622031512e-08
2012,2.9616998631354363e-08,7.14893104714065e-08
2013,3.5142974752488954e-08,8.004789009419255e-08
2014,3.811183546531538e-08,9.051560567741035e-08
2015,3.657349267882637e-08,7.84667690822971e-08
2016,4.391240793211182e-08,9.031042935703226e-08
2017,4.075290505056728e-08,9.559322933228032e-08
2018,3.639868140226099e-08,1.0429125296695929e-07
2019,4.3876990929447857e-08,8.545809038196239e-08
