year,devez_VERB appeler_VERB,devez_VERB rappeler_VERB
1925,1.0998177923937646e-09,1.0998177923937646e-09
1926,0.0,2.229227691330493e-09
1927,0.0,1.1149224654616319e-08
1928,0.0,0.0
1929,1.1140406375176326e-09,0.0
1930,1.0503603542488804e-09,0.0
1931,1.1405356659111021e-09,1.1405356659111021e-09
1932,0.0,3.287861094491973e-09
1933,3.4411986593596566e-09,0.0
1934,0.0,1.1981580172459871e-09
1935,2.393656828303392e-09,1.196828414151696e-09
1936,1.091224355320719e-08,0.0
1937,0.0,0.0
1938,0.0,1.2965214457594243e-09
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,0.0,0.0
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,0.0
1943,8.709705845433291e-09,0.0
1944,0.0,3.2131861615880553e-09
1945,0.0,0.0
1946,1.3921104269343232e-09,0.0
1947,2.3841741914054637e-09,1.1920870957027319e-09
1948,3.2615663503321457e-09,0.0
1949,4.908504269707237e-09,0.0
1950,1.0635361480382244e-09,1.0635361480382244e-09
1951,0.0,4.264560704569931e-09
1952,3.1634410646574906e-09,1.0544803918932644e-09
1953,1.0773827385790469e-09,0.0
1954,1.9545072227344917e-09,9.772536113672459e-10
1955,1.8771215692936494e-09,0.0
1956,1.744228317335228e-09,8.72114158667614e-10
1957,1.7670075402875796e-09,0.0
1958,2.4816730892496253e-09,0.0
1959,7.750747821333448e-10,3.100299128533379e-09
1960,0.0,0.0
1961,5.55852741612739e-09,6.948159270159238e-10
1962,3.805173953708163e-09,0.0
1963,1.2932106496776896e-09,6.466053248388448e-10
1964,3.6503808864551957e-09,0.0
1965,2.73602163147757e-09,0.0
1966,1.6617224263271169e-09,0.0
1967,2.465167847631733e-09,3.451234853457663e-09
1968,4.491415683816058e-09,4.4914158503495116e-10
1969,6.8126366770115965e-09,1.544197658631674e-08
1970,3.219107425067591e-09,2.7592350626548523e-09
1971,5.138397263237948e-09,0.0
1972,2.565073486948677e-09,0.0
1973,3.859242703185828e-09,5.513203782392395e-10
1974,4.500457340128605e-09,0.0
1975,2.8557400888473694e-09,5.711480177694739e-10
1976,3.4281160132820787e-09,6.8562320265641574e-09
1977,5.876781838942691e-10,0.0
1978,1.1881182704343018e-09,5.940591352171509e-10
1979,1.1703946700691858e-09,5.851973350345929e-10
1980,2.8425752862659692e-09,0.0
1981,1.2651099057237047e-09,2.5302198114474095e-09
1982,6.207502289967692e-10,1.2415004579935385e-09
1983,2.5261264191556165e-09,0.0
1984,2.8995041922996734e-09,5.799008495621649e-10
1985,6.015557829641693e-09,1.8046674155058895e-09
1986,3.5966913891627428e-09,0.0
1987,0.0,6.110816852533674e-10
1988,2.398621523624911e-09,2.99827696004229e-09
1989,3.841685636274406e-09,0.0
1990,3.814055737905164e-09,5.44865097484859e-10
1991,4.10302547493302e-09,2.9307325455363298e-09
1992,4.4079553340736766e-09,1.1019888335184191e-09
1993,1.1078414852150331e-09,5.539207426075166e-10
1994,5.802419433820205e-09,1.0549853213248639e-09
1995,1.0844901643380922e-09,1.626735190995987e-09
1996,2.135236876199542e-09,5.338092190498855e-10
1997,1.438468344439059e-09,9.58978896292706e-10
1998,4.7681290027412615e-09,9.536258449571733e-10
1999,9.140402323914998e-10,1.8280804647829996e-09
2000,3.092622158362701e-09,1.7672125984802278e-09
2001,4.381211837767296e-09,0.0
2002,1.4896152755738967e-08,4.38122149670761e-10
2003,5.8336921959778465e-09,4.1669229178253886e-10
2004,9.250062049659391e-09,1.3214374039449694e-09
2005,9.007498746882447e-09,1.8014998381943315e-09
2006,3.706100981659688e-09,3.706100981659688e-09
2007,1.3980677948666198e-08,3.994479413904628e-09
2008,1.4901038625225738e-08,3.405951742863067e-09
2009,1.8595951445377068e-08,3.814554005998616e-09
2010,3.117703428756613e-08,3.7790344187271785e-09
2011,1.873746313663105e-08,7.265546830836911e-09
2012,2.382976838077866e-08,5.7872298064864935e-09
2013,1.9802786965783525e-08,5.29933741333366e-09
2014,1.2126492698882885e-08,4.114345752981308e-09
2015,1.5072712855612735e-08,4.211493376260478e-09
2016,2.009199917551996e-08,4.764082017771898e-09
2017,2.037645252528364e-08,6.289028409156572e-09
2018,1.9102854409425163e-08,6.195520096952123e-09
2019,2.627517403652746e-08,8.418259866971312e-09
