year,pas_ADV ajouté_VERB,pas_ADV rajouté_VERB
1996,9.82208945288221e-08,7.473328622609188e-09
1997,9.062350869726288e-08,3.835915585170824e-09
1998,1.0394521865464412e-07,3.337690568372409e-09
1999,9.643124343483578e-08,2.7421207526856506e-09
2000,9.808029943769725e-08,4.859834756842929e-09
2001,1.1347338357836634e-07,4.381211837767296e-09
2002,1.1172114966484514e-07,2.1906108038649563e-09
2003,1.062565360143708e-07,7.083769126836614e-09
2004,1.1011977818498053e-07,8.80958239690699e-09
2005,1.1484561213137567e-07,8.106749049829887e-09
2006,9.306431536515447e-08,5.353256948836815e-09
2007,1.1264432231428145e-07,8.787854888225866e-09
2008,9.664388045393935e-08,1.1495087548496485e-08
2009,1.1777435560134109e-07,6.198650481792356e-09
2010,1.171500656482749e-07,1.369900015646408e-08
2011,1.1395436416705707e-07,1.414869643667771e-08
2012,1.4570201756214374e-07,8.510632198976964e-09
2013,1.3080996552616853e-07,1.8966050063795592e-08
2014,1.632745636470645e-07,1.6240838007774983e-08
2015,1.3565441747687146e-07,1.219116452233493e-08
2016,1.572147141359892e-07,1.1806638333666797e-08
2017,1.3810706889216817e-07,1.2074934829797712e-08
2018,1.3888291050534463e-07,1.3165480261534412e-08
2019,1.4642670009834546e-07,1.8877308605169674e-08
