year,mais_CONJ amener_VERB,mais_CONJ ramener_VERB
1876,6.04601479992084e-09,1.209202959984168e-09
1877,4.9478527941460015e-09,6.184815992682502e-09
1878,7.2469061862534545e-09,1.268208649207736e-08
1879,3.054662633950045e-09,2.443730107160036e-09
1880,6.417846032391594e-09,1.2835692508872398e-08
1881,6.275256814181063e-09,1.6036766581351003e-08
1882,3.3276925659464496e-09,7.320923423037584e-09
1883,0.0,5.0554711528150165e-09
1884,4.621187876807653e-09,6.601696966868076e-10
1885,6.445635691854079e-10,1.2891271383708158e-09
1886,1.0325542199041138e-08,7.744156427236248e-09
1887,0.0,1.9586773869484375e-09
1888,5.07249175996094e-09,1.268122939990235e-09
1889,5.01210956072029e-09,0.0
1890,1.9663159989136147e-09,1.5730527991308918e-08
1891,6.374220151705856e-09,6.374220040683554e-10
1892,3.761107425503951e-09,3.1342561879199593e-09
1893,1.2932674930965504e-08,6.158416554491453e-10
1894,6.9316932194141145e-09,3.780923574225881e-09
1895,6.018614495673091e-10,9.027921521465032e-09
1896,3.5382172747233653e-09,5.89702897624278e-10
1897,5.826713556089658e-10,1.1653427112179315e-09
1898,1.13167097914868e-09,6.7900258748920805e-09
1899,5.527578395003729e-10,1.1055156790007459e-09
1900,5.191053142894475e-10,3.114631885736685e-09
1901,3.353243460679778e-09,5.588738916095792e-10
1902,7.365425602756659e-09,3.437198747846537e-09
1903,2.1600881083827517e-09,4.860198465905796e-09
1904,1.6123875568041512e-09,3.2247751136083025e-09
1905,6.708986699521802e-09,3.612531440655431e-09
1906,1.2346042410626978e-08,2.0576737536082135e-09
1907,3.0857059130084963e-09,7.71426478252124e-09
1908,1.4734167219643268e-09,9.822778146428846e-10
1909,4.400786846048277e-09,4.950885035270858e-09
1910,5.344150677544235e-09,4.27532065305769e-09
1911,5.852411444351446e-09,2.6601870706244313e-09
1912,6.772247651554153e-09,3.646594803896619e-09
1913,1.060597942803554e-09,2.6514948014977335e-09
1914,0.0,1.0714790221744153e-08
1915,2.3561523843085297e-09,1.0602685840410686e-08
1916,1.0987462051303964e-09,1.2086208256434361e-08
1917,4.3865698851064394e-09,2.1932848870420685e-09
1918,0.0,2.2972752589112133e-09
1919,1.8415696745321952e-09,9.207848372660976e-10
1920,7.572231730534895e-10,4.543339038320937e-09
1921,9.087297137000405e-09,9.844571824402237e-09
1922,4.426761179843197e-09,1.4755870969551665e-09
1923,7.431163684401554e-09,2.1231896241147297e-09
1924,2.578324886925998e-09,5.156649773851996e-09
1925,1.2097996160420621e-08,6.598906754362588e-09
1926,3.343841648018042e-09,7.802296586589819e-09
1927,7.804457302640344e-09,2.2298449753321847e-09
1928,2.2852082448565625e-09,2.2852082448565625e-09
1929,5.570202965543558e-09,0.0
1930,4.201441416995522e-09,1.0503603542488804e-09
1931,1.4826963656844327e-08,4.5621426636444085e-09
1932,4.383814644626227e-09,6.575722188983946e-09
1933,0.0,6.882397540763918e-09
1934,1.1981580172459871e-09,1.1981580172459871e-09
1935,0.0,3.590485242455088e-09
1936,3.6374143697059935e-09,8.487300195980652e-09
1937,1.1332006444320086e-08,7.554670666820584e-09
1938,6.482607339819424e-09,9.075650231338273e-09
1939,1.070583532936098e-08,4.588215141154706e-09
1940,0.0,7.607348528892999e-09
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,0.0
1943,8.709705845433291e-09,5.806470415592457e-09
1944,6.4263723231761105e-09,0.0
1945,2.178504043826024e-09,6.535512131478072e-09
1946,8.352662561605939e-09,4.1763312808029696e-09
1947,1.1920870957027319e-08,5.960435478513659e-09
1948,6.523132700664291e-09,7.61032148410834e-09
1949,1.079870937115146e-08,1.3743811866362421e-08
1950,6.381216888229346e-09,2.1270722960764488e-09
1951,4.264560704569931e-09,3.198420528427448e-09
1952,8.435843135146115e-09,1.0544803585865736e-08
1953,7.541679059031026e-09,7.54167928107563e-09
1954,4.886268278880834e-09,4.886268056836229e-09
1955,0.0,2.815682353940474e-09
1956,1.2209597777257386e-08,8.72114158667614e-09
1957,7.951533653738352e-09,3.534015080575159e-09
1958,9.099467956907858e-09,4.1361216673863055e-09
1959,4.650448692800069e-09,6.200598257066758e-09
1960,1.0381249748725452e-08,3.4604166754270693e-09
1961,5.558527582660844e-09,8.33779134623569e-09
1962,7.610347740882872e-09,4.439369538644655e-09
1963,8.40586911188268e-09,1.0992290633282664e-08
1964,4.258777719368112e-09,6.692365106530929e-09
1965,6.566451937750628e-09,6.5664520487729305e-09
1966,4.985167390003653e-09,3.323444963676536e-09
1967,1.0353704449350687e-08,5.916402701089396e-09
1968,6.737123525724087e-09,8.533689976886194e-09
1969,5.450109252791435e-09,4.541757636644661e-09
1970,1.2876429700270364e-08,3.6789800095249348e-09
1971,5.652237122788506e-09,5.6522370117662035e-09
1972,6.156176013405457e-09,3.5911027485013847e-09
1973,3.859242703185828e-09,7.1671648615989625e-09
1974,2.250228725575454e-09,7.875800456247362e-09
1975,7.996072248772634e-09,5.711480177694739e-09
1976,3.999468700666142e-09,7.998937401332284e-09
1977,3.5260691033656144e-09,4.113747231748732e-09
1978,4.752473081737207e-09,1.1881182704343018e-09
1979,5.266775904289034e-09,9.948354584565777e-09
1980,6.822180653731635e-09,7.390695833109362e-09
1981,4.427884725544118e-09,4.427884614521815e-09
1982,2.483000915987077e-09,3.7245013739806154e-09
1983,1.2630632095778083e-09,7.57837925746685e-09
1984,4.639206907519622e-09,4.639206796497319e-09
1985,1.0226448576844405e-08,6.617113967877231e-09
1986,1.1988970705090196e-08,1.1389522436289212e-08
1987,9.166225556356267e-09,6.110816963555976e-09
1988,6.596209300990807e-09,5.996553698039975e-09
1989,2.744061089465788e-09,9.878619700032232e-09
1990,4.358920835390023e-09,9.262706601731452e-09
1991,5.275318626374315e-09,7.033758464558559e-09
1992,1.65298330578878e-09,8.815910779169656e-09
1993,4.985286516934195e-09,9.416652346772025e-09
1994,5.274926662135471e-09,1.1077346151466827e-08
1995,1.6267352465071383e-09,7.049185901664146e-09
1996,2.135236876199542e-09,6.939519625603907e-09
1997,3.835915474148521e-09,8.630810066634353e-09
1998,8.582632826659164e-09,8.582632826659164e-09
1999,1.8280804647829996e-09,5.484241505371301e-09
2000,4.4180314962005696e-09,3.534425085938153e-09
2001,5.257454194218525e-09,4.819333043748486e-09
2002,4.381221385685308e-09,4.81934359086722e-09
2003,1.0833999475323708e-08,9.167230530238157e-09
2004,7.047666006343434e-09,5.726228602398464e-09
2005,5.404499403560692e-09,7.656374423348211e-09
2006,3.7061008706373855e-09,6.176834599358472e-09
2007,7.1900629894372514e-09,1.078509459517818e-08
2008,5.108927669805752e-09,5.5346716099080595e-09
2009,6.675469732542183e-09,1.0013204043701762e-08
2010,4.7237931344312756e-09,1.0392344762522043e-08
2011,3.82397197240536e-09,9.55992973672437e-09
2012,6.808505537136966e-09,6.808505426114664e-09
2013,8.088462566391286e-09,5.578250084070646e-09
2014,8.661780848129297e-09,4.547434873103384e-09
2015,7.536356427806368e-09,7.093041265449074e-09
2016,6.62828825159778e-09,6.006886321685556e-09
2017,5.7859059765519305e-09,4.528100561174142e-09
2018,6.195520096952123e-09,4.64663996169179e-09
2019,6.632568272380013e-09,8.928457084778074e-09
