year,des_DET adieux_NOUN
1977,1.00492966503829e-07
1978,1.0752470602781727e-07
1979,1.0182433385352851e-07
1980,1.0744934697548558e-07
1981,1.0500412161995598e-07
1982,9.807853829091329e-08
1983,1.0546577611236785e-07
1984,9.742334494688976e-08
1985,1.1068626926125091e-07
1986,9.651121302134413e-08
1987,1.1243902858781851e-07
1988,1.2772659307991319e-07
1989,1.0756719159843442e-07
1990,1.351265380700184e-07
1991,1.0960940050042112e-07
1992,1.2452473896473748e-07
1993,1.0413710116452535e-07
1994,1.1341091910033185e-07
1995,1.2308963159846087e-07
1996,1.0516041193397996e-07
1997,1.00213291442941e-07
1998,1.0728291099937337e-07
1999,1.2248138925308183e-07
2000,1.1531062504843703e-07
2001,1.0996841393051682e-07
2002,1.1916922604271463e-07
2003,1.0292299545966443e-07
2004,1.272984675448896e-07
2005,1.3195985848479808e-07
2006,1.1283018208629869e-07
2007,1.4939353554233037e-07
2008,1.4390146291232142e-07
2009,1.697476570416967e-07
2010,1.941478908751293e-07
2011,2.168192041462902e-07
2012,2.3999981607625287e-07
2013,2.7138186997621716e-07
2014,3.1290683724649604e-07
2015,2.817267222843256e-07
2016,3.2022918494689634e-07
2017,2.7042822792200383e-07
2018,3.247485218516033e-07
2019,2.836698282937533e-07
