year,voudrais_VERB avoir_VERB,voudrais_VERB ravoir_VERB
1988,1.7689833953227208e-07,1.1993107618124554e-09
1989,2.7824779635921004e-07,0.0
1990,1.9015791963283846e-07,1.089730194969718e-09
1991,2.2859714476908266e-07,1.1722930404189924e-09
1992,1.6529833146705641e-07,0.0
1993,2.2101437480159802e-07,0.0
1994,3.02253283734899e-07,5.274926606624319e-10
1995,1.892435363970435e-07,0.0
1996,2.2099702334799076e-07,2.135236876199542e-09
1997,2.138522887662475e-07,9.58978896292706e-10
1998,2.0121505883707869e-07,1.43043876743576e-09
1999,1.8509314259063103e-07,0.0
2000,1.780466760692434e-07,0.0
2001,1.9759265512675483e-07,4.3812117822561447e-10
2002,1.9496435754717822e-07,4.38122149670761e-10
2003,1.754274592258298e-07,0.0
2004,1.9865608180680283e-07,0.0
2005,1.769973607679276e-07,0.0
2006,2.2030711477327714e-07,4.1178899179428186e-10
2007,2.0371845721456339e-07,1.1983438685803094e-09
2008,1.9158478892222774e-07,0.0
2009,2.1647593939633225e-07,4.76819250749827e-10
2010,2.4610960736026755e-07,0.0
2011,2.317326988077184e-07,0.0
2012,3.0468061140709324e-07,0.0
2013,3.4083109312632587e-07,0.0
2014,3.5491646599439264e-07,1.0827225782605865e-09
2015,4.424284441029158e-07,4.433150790905671e-10
2016,4.034970402244653e-07,4.1426800878596737e-10
2017,2.978483735205373e-07,0.0
2018,3.9806215568205516e-07,7.744400121190154e-10
2019,4.3979028419016686e-07,1.02039510174734e-09
