year,sans_ADP appeler_VERB,sans_ADP rappeler_VERB
1852,2.7474501029800535e-07,3.4636100920693025e-07
1853,2.5320989616162137e-07,4.5744997123620124e-07
1854,2.9511374322055417e-07,4.3695538920474064e-07
1855,2.5154882266065215e-07,4.6966393085767777e-07
1856,2.847453970389324e-07,3.582615022423852e-07
1857,2.7580526262838134e-07,4.2664389710012074e-07
1858,2.574073714178837e-07,3.195570528191638e-07
1859,2.230371889400118e-07,2.85161718238669e-07
1860,2.370981322386001e-07,3.7532906560500123e-07
1861,2.2778104558085488e-07,4.371698381078204e-07
1862,2.1550794573887977e-07,4.210763151490937e-07
1863,2.2875363114849279e-07,4.1055783128740586e-07
1864,2.1672170591457984e-07,4.2673078581856316e-07
1865,2.3910768742752e-07,4.480915904991889e-07
1866,2.0922135668399733e-07,3.741656442457497e-07
1867,2.1400898653212153e-07,3.751223260906045e-07
1868,2.2081236750182143e-07,4.342149182434696e-07
1869,2.02666049942124e-07,4.4147013511519617e-07
1870,2.3509599467175235e-07,4.1973236619696763e-07
1871,1.9542966200880585e-07,3.0376568105339175e-07
1872,2.2798469578866332e-07,4.299658229456327e-07
1873,2.131017646789246e-07,4.333867238415223e-07
1874,2.3061991782924451e-07,3.919343640745865e-07
1875,1.9853699484428944e-07,3.4443592511479437e-07
1876,2.091921089686366e-07,3.972231681359517e-07
1877,1.5338343284376776e-07,4.013945549274922e-07
1878,1.660749404663875e-07,3.708000413382706e-07
1879,1.7472669799900586e-07,4.337621035688244e-07
1880,1.8611754470931885e-07,3.9213040992081005e-07
1881,1.9313846166824078e-07,4.113779326075928e-07
1882,1.9300617593032143e-07,3.9133664131441037e-07
1883,1.744137563264303e-07,3.7916033335250177e-07
1884,2.0069159045732476e-07,4.0336367135296314e-07
1885,1.7209846886467872e-07,4.009185303743834e-07
1886,1.6456332374570337e-07,3.5816725585391396e-07
1887,1.81504102858554e-07,3.617024333379959e-07
1888,1.8260970091610318e-07,3.7092595306376097e-07
1889,1.7792989015497085e-07,3.1075078510411913e-07
1890,1.6582597961445344e-07,3.5918037610827014e-07
1891,1.7592847623149055e-07,3.843654781121586e-07
1892,1.241165497045671e-07,3.761107407740383e-07
1893,1.268633840201261e-07,3.9783370908708093e-07
1894,1.600590948669378e-07,3.8502405885765256e-07
1895,1.3060393899699818e-07,3.8639505817172903e-07
1896,1.3975958679246503e-07,3.726922273017408e-07
1897,1.4916386437135998e-07,3.379493804800404e-07
1898,1.3240550433835097e-07,3.474229828270836e-07
1899,1.5311392509431698e-07,3.4657915648494964e-07
1900,1.1056943005627318e-07,3.4260950343423247e-07
1901,9.668518452521369e-08,3.537671773301554e-07
1902,1.3257765729690618e-07,2.725207579601374e-07
1903,1.5120616136954368e-07,3.7747540204691177e-07
1904,1.30603389436601e-07,3.047412455714493e-07
1905,1.424369490132804e-07,3.767354108674681e-07
1906,1.3580647184596728e-07,3.889003394874635e-07
1907,1.2548537386969372e-07,4.047417618835425e-07
1908,1.1934675336888745e-07,3.41832688377508e-07
1909,9.901770314790781e-08,4.202751284765327e-07
1910,1.1489923845697803e-07,3.8638209787222877e-07
1911,1.0321525723000491e-07,3.527408019010636e-07
1912,1.146072676760923e-07,3.3757049777705106e-07
1913,1.2355966361177195e-07,3.749213703940768e-07
1914,1.2723812403692136e-07,3.5693645017431663e-07
1915,8.128725426104211e-08,4.276416518678161e-07
1916,1.1317085579776176e-07,2.8677276731059465e-07
1917,9.869782291449525e-08,3.366692205020172e-07
1918,9.189100946827011e-08,3.204698835190811e-07
1919,7.734592305519428e-08,3.379280322235445e-07
1920,7.723676409554514e-08,3.733110283121732e-07
1921,1.0980484121958511e-07,3.91511040476189e-07
1922,1.1288240986395692e-07,3.961951371422856e-07
1923,7.855801964495868e-08,3.0573930054345055e-07
1924,7.99280743812858e-08,3.390497091970701e-07
1925,9.788378285691124e-08,3.101486072409898e-07
1926,9.697140446185415e-08,3.834271495861685e-07
1927,8.138933926815639e-08,3.556602656829e-07
1928,7.541186874959749e-08,3.8048717243555075e-07
1929,1.247725447406367e-07,4.456162656651941e-07
1930,9.033099246380516e-08,3.781297337468459e-07
1931,7.413481739604322e-08,3.5812820797787026e-07
1932,7.342889862815838e-08,4.5043696417224055e-07
1933,6.538277275147664e-08,4.0720850336128933e-07
1934,5.870974284505337e-08,4.217516185178738e-07
1935,5.505410882733486e-08,4.320550637260112e-07
1936,7.396075574206407e-08,4.862010491990532e-07
1937,5.288269733227935e-08,3.903246668102156e-07
1938,9.853563065487236e-08,4.17479913750185e-07
1939,9.329370609378884e-08,5.490564305432599e-07
1940,7.60734906180005e-08,5.223712822299831e-07
1941,6.198155233505531e-08,3.895983446966511e-07
1942,8.192371581117186e-08,5.06713359271771e-07
1943,7.258088174921795e-08,4.2967880675703896e-07
1944,6.105053529381621e-08,5.076834170836264e-07
1945,9.585418148105873e-08,5.337334858523946e-07
1946,8.07424029858339e-08,4.788859904181209e-07
1947,7.390940259810463e-08,5.602809114435559e-07
1948,7.71904060670181e-08,5.772972642148488e-07
1949,3.337782827905755e-08,6.057093919764611e-07
1950,7.551106628866933e-08,6.211051228888209e-07
1951,8.635735637696484e-08,6.023692087353538e-07
1952,5.377849987553418e-08,6.601047521925807e-07
1953,6.464296220531907e-08,6.906023077846157e-07
1954,6.254423112750374e-08,7.378264541557655e-07
1955,8.91632723210023e-08,9.423150544307646e-07
1956,9.069987294552107e-08,7.744373800022686e-07
1957,6.537927754735051e-08,8.198914791535117e-07
1958,5.4596806187134916e-08,7.875175604965534e-07
1959,4.107896245386655e-08,9.099377944465914e-07
1960,4.982999968206059e-08,9.453858123009695e-07
1961,9.380015164595079e-08,9.880281996998974e-07
1962,6.849313161083614e-08,1.0058342780894236e-06
1963,6.401392838029096e-08,1.061079322184355e-06
1964,6.205647884449661e-08,1.0586104952636788e-06
1965,8.262785744506118e-08,1.0796341207708338e-06
1966,6.037591404606246e-08,1.118339213235231e-06
1967,8.03644697455752e-08,1.0782643684592585e-06
1968,7.321007844396377e-08,1.1484549826690227e-06
1969,7.266812551698365e-08,1.2171910768188354e-06
1970,6.576176692085767e-08,1.1795730205932387e-06
1971,7.553444225649741e-08,1.2501720831892271e-06
1972,6.412683717371692e-08,1.4200246667428473e-06
1973,6.395316165530573e-08,1.4720254011280076e-06
1974,6.188128698347839e-08,1.376577424494485e-06
1975,5.483021059404791e-08,1.4775599366245729e-06
1976,5.656391438568775e-08,1.5592214435145024e-06
1977,6.464459900712427e-08,1.6466743115728377e-06
1978,6.297026988733023e-08,1.814850699943804e-06
1979,5.793453539126858e-08,1.767881197878296e-06
1980,5.173487016563172e-08,1.867003456723637e-06
1981,6.262294194314677e-08,1.9077857791316433e-06
1982,5.2763767577346243e-08,2.0279910000198242e-06
1983,5.9363971072201593e-08,2.0587929494553237e-06
1984,5.103127370675864e-08,2.015735404370389e-06
1985,5.173379769018993e-08,1.979118549044756e-06
1986,6.234264682269952e-08,1.961995134358574e-06
1987,5.071977970949604e-08,2.04529032288292e-06
1988,5.396898550280582e-08,2.0778058864578952e-06
1989,5.2685974472055364e-08,1.9515762108568424e-06
1990,4.631353212047884e-08,2.270997637054961e-06
1991,4.982245482842984e-08,2.2121169855893186e-06
1992,5.785441303807204e-08,2.380295899051532e-06
1993,6.924009365860684e-08,2.349731714090808e-06
1994,5.0639297088928004e-08,2.4560058715650257e-06
1995,6.398491825265751e-08,2.6938734976056367e-06
1996,4.964425848186238e-08,2.7485836398000174e-06
1997,4.842843326358093e-08,2.7537079194672742e-06
1998,4.6727666069834584e-08,2.8952081780886374e-06
1999,5.4842412944289265e-08,2.904819862870056e-06
2000,5.036555794646347e-08,2.9530122596099773e-06
2001,5.520326906705009e-08,3.1514056324510875e-06
2002,5.651775714099472e-08,3.097085383707565e-06
2003,5.7503535044745036e-08,3.0218525761682713e-06
2004,5.065510011448282e-08,3.1784972875925632e-06
2005,6.125099272225043e-08,3.180998371377086e-06
2006,5.476793685232906e-08,3.124654769592894e-06
2007,5.91182947040636e-08,3.032608753450461e-06
2008,5.194076369008371e-08,2.919752035701606e-06
2009,4.911238149496455e-08,2.8442267563377754e-06
2010,5.857503193595903e-08,2.4129135680617253e-06
2011,5.391800650400569e-08,2.0140861156647816e-06
2012,5.991484686163062e-08,1.7736156845415962e-06
2013,7.725876027819822e-08,1.6982981887458948e-06
2014,7.622367115267537e-08,1.5530572898825312e-06
2015,8.289992114995925e-08,1.4897603266561532e-06
2016,8.057512967951652e-08,1.3708128818734622e-06
2017,7.270116508806268e-08,1.630116098105816e-06
2018,7.92510301828031e-08,1.5119650198514023e-06
2019,6.964196841430237e-08,1.5382455660351013e-06
