year,vous_PRON apportez_VERB,vous_PRON rapportez_VERB
1906,1.316911220072825e-07,1.9033482345776065e-08
1907,1.7948523378663594e-07,3.44570505461661e-08
1908,1.7189861978295085e-07,3.9782252381215244e-08
1909,1.991356040065284e-07,3.7956787379833656e-08
1910,1.7208165736803949e-07,2.9927243794247715e-08
1911,1.5907918893276474e-07,2.8730020584788463e-08
1912,1.8753916819491678e-07,3.6986891327472904e-08
1913,1.5325640845276212e-07,4.6136009235198117e-08
1914,2.1295644714314221e-07,5.49132970206756e-08
1915,1.0367070313321847e-07,9.424609537234119e-09
1916,1.2745456245966125e-07,2.7468654906215306e-08
1917,1.403702380997629e-07,3.3995915860174364e-08
1918,2.1938978633784245e-07,3.331049214239101e-08
1919,1.9981031584848097e-07,3.867296172188617e-08
1920,2.0899359753911995e-07,3.8618380937549546e-08
1921,1.6508589872898938e-07,3.5591914304689e-08
1922,1.5641222805840016e-07,3.7627470028667176e-08
1923,1.7834793020199413e-07,6.051090295500217e-08
1924,1.9466353329278263e-07,2.7072411645789884e-08
1925,1.7267139185150882e-07,3.739380449729879e-08
1926,1.7387976214422451e-07,4.012609711168125e-08
1927,1.7058314583096035e-07,2.229845030843336e-08
1928,1.4511073054279677e-07,4.570416489713125e-08
1929,1.6822013293449345e-07,3.119313785049371e-08
1930,1.649065701769814e-07,4.4115133435163045e-08
1931,1.3344267202342053e-07,4.219981786235394e-08
1932,1.808323553120772e-07,4.931791552920117e-08
1933,1.3191260972433838e-07,1.9500125736371388e-08
1934,1.102305411393445e-07,1.7972370258689807e-08
1935,1.1609235173182242e-07,3.11175387679441e-08
1936,1.3337185755801784e-07,3.03117859701274e-08
1937,1.4353875066319688e-07,2.14049007407624e-08
1938,1.6076866415914992e-07,2.074434313215079e-08
1939,1.422346702639743e-07,2.2941076593951948e-08
1940,1.2425336581856072e-07,2.5357829169792012e-08
1941,1.2396310644646746e-07,3.5418032950929046e-08
1942,1.2136846794241762e-07,4.5513175450651033e-08
1943,1.4516176527479274e-07,2.322588166236983e-08
1944,1.3816700672464322e-07,1.6065930807940276e-08
1945,1.1763921747842687e-07,2.832055256973831e-08
1946,1.238978253326195e-07,5.150808490839154e-08
1947,1.668921996156314e-07,4.649139517809431e-08
1948,1.54380803252252e-07,3.261566305923225e-08
1949,1.757244554312365e-07,1.276211036849162e-08
1950,1.8930943568307157e-07,3.828730199550989e-08
1951,1.5459031921238875e-07,4.797630648312179e-08
1952,1.2970108898002763e-07,4.428817801382934e-08
1953,1.249764007837939e-07,2.1547654771580937e-08
1954,1.309519817027649e-07,5.2771695902009697e-08
1955,1.4078412036155896e-07,2.5341141185464267e-08
1956,1.0988638621256541e-07,3.0523994887232675e-08
1957,1.2369052626581833e-07,3.0922631566454584e-08
1958,1.3566479495352723e-07,4.6324562852362305e-08
1959,1.356380847639116e-07,2.6352542370489118e-08
1960,1.045045818770518e-07,2.629916684426803e-08
1961,1.389631876236308e-07,2.640300600376122e-08
1962,1.4332821507423432e-07,1.0908165393175295e-07
1963,1.1638896069143811e-07,4.720218971243639e-08
1964,1.545327883434311e-07,9.977708348429815e-08
1965,1.5650043927450952e-07,5.2531618166540284e-08
1966,1.2518308878384232e-07,4.874385872710718e-08
1967,1.6368714739201096e-07,1.2917478997565013e-07
1968,1.2486136036216067e-07,3.638046663922978e-08
1969,1.4579043039475437e-07,3.63340615372465e-08
1970,1.549770374253967e-07,4.598724956395017e-08
1971,1.1458626048010956e-07,5.3953174372622925e-08
1972,1.0260293947794707e-07,3.693705608043274e-08
1973,9.207050233328573e-08,3.19765822709428e-08
1974,1.0801097438672969e-07,2.644018703978901e-08
1975,1.2451026698556689e-07,2.798625375888264e-08
1976,1.0684295048690728e-07,2.7424929660568864e-08
1977,1.1518492293305371e-07,3.4085334554845304e-08
1978,1.2059400145147947e-07,3.2079193523770755e-08
1979,1.1001709765423584e-07,3.101545820172191e-08
1980,1.3075846716503747e-07,3.4110905433593075e-08
1981,1.246133276566752e-07,3.352541222412242e-08
1982,1.1235579400192819e-07,2.9175260429781247e-08
1983,9.030902070605862e-08,2.7155859338989785e-08
1984,1.0322235510784594e-07,2.8995042811175153e-08
1985,8.96318130827467e-08,2.5265344039127058e-08
1986,9.591177008161367e-08,3.2969670105131854e-08
1987,1.0938362215995312e-07,4.888653482026939e-08
1988,1.0374038161842236e-07,3.1781735909675035e-08
1989,1.1031125346505632e-07,2.8538234886354985e-08
1990,7.846057492599812e-08,3.0512445459152104e-08
1991,1.1312627989923385e-07,3.399649761703927e-08
1992,9.862799910109743e-08,2.4794748920697884e-08
1993,9.915181564679187e-08,3.101956247419935e-08
1994,9.864112904267586e-08,3.850696428386868e-08
1995,8.730146028312902e-08,2.8738988966381385e-08
1996,1.0729565502742844e-07,2.6690460730449672e-08
1997,1.0932359018056559e-07,2.4933451303610354e-08
1998,8.868720424715093e-08,2.860877579280441e-08
1999,1.1334099170312584e-07,3.519055002954019e-08
2000,8.570981080424644e-08,3.755326805077175e-08
2001,9.331981321025751e-08,2.3658544234805845e-08
2002,1.0120621318776557e-07,2.3658595083020373e-08
2003,1.2000738180972803e-07,3.083522948088557e-08
2004,1.079173834739322e-07,3.0833538833263674e-08
2005,1.0673886663425947e-07,3.377812207716602e-08
2006,1.0994765808902685e-07,5.60033015517547e-08
2007,1.1544045985800722e-07,3.315417940186194e-08
2008,1.272974436972163e-07,2.000996590645343e-08
2009,1.6402582048158365e-07,3.4807805082692767e-08
2010,1.648603760173728e-07,2.7397998980660532e-08
2011,2.6194208047058964e-07,3.82397198350759e-08
2012,2.3455300990349315e-07,4.017018095936464e-08
2013,2.0890546004181942e-07,3.5700800982141345e-08
2014,2.3300189866404253e-07,7.622367093063076e-08
2015,2.28528929113736e-07,5.031626004736722e-08
2016,2.5332488462481706e-07,4.6812285159347766e-08
2017,2.1105978831315042e-07,3.597324083060016e-08
2018,2.4678821120005523e-07,4.930601527064482e-08
2019,2.624966448649957e-07,7.321335049326194e-08
