year,ses_DET aigles_NOUN,ses_DET règles_NOUN
1856,9.991974958545313e-08,1.2942972933416286e-06
1857,1.562082881934046e-07,1.1798607140178774e-06
1858,1.3702292567252528e-07,1.1558862667016001e-06
1859,1.604034569613333e-07,1.232815115770336e-06
1860,1.3548464714019381e-07,1.477057296028761e-06
1861,1.0941036032718898e-07,1.1356041094146008e-06
1862,1.0255828963856572e-07,1.284463536865843e-06
1863,1.0488703677813405e-07,1.2311740480441813e-06
1864,7.383880951117305e-08,1.2351218767747696e-06
1865,8.990072930536996e-08,1.200245263177635e-06
1866,1.1093597740430283e-07,1.1098463454928265e-06
1867,1.150116339942997e-07,9.841501835694544e-07
1868,6.52063402162284e-08,1.30165687117767e-06
1869,8.985675459260989e-08,1.1183259331914996e-06
1870,1.6628741805746472e-07,1.0705469426497416e-06
1871,1.1577083203206939e-07,8.51818418023953e-07
1872,8.345327984216055e-08,1.1737885285967309e-06
1873,8.500126291721699e-08,1.0732905861843278e-06
1874,1.1172519082114363e-07,1.373562646733717e-06
1875,7.151908976155141e-08,1.2764727514991137e-06
1876,9.915464005416652e-08,1.3131944420763375e-06
1877,5.751878751070194e-08,1.2419110833050695e-06
1878,5.797525115536217e-08,9.469290880304015e-07
1879,5.6816724547381625e-08,1.0782959183330831e-06
1880,5.904418465263461e-08,1.021079333085595e-06
1881,4.8807553554297556e-08,9.73362069833783e-07
1882,9.983077497999204e-08,1.1933105739103667e-06
1883,3.917990198942789e-08,1.0313161560304707e-06
1884,5.809493330843907e-08,1.1024833357353714e-06
1885,2.3204288490674685e-08,1.0164767361153793e-06
1886,3.613939625335405e-08,1.0886993209169304e-06
1887,4.83140425444617e-08,1.109917178609976e-06
1888,6.974676347581976e-08,1.0557123806265167e-06
1889,4.698852507090123e-08,9.447826387898317e-07
1890,5.177965489711056e-08,1.1181782868519008e-06
1891,4.780665108228277e-08,1.0772431586758557e-06
1892,4.5760141675899035e-08,1.053736913725345e-06
1893,5.604158942462689e-08,1.1035882652166151e-06
1894,8.444062915557993e-08,1.08071394855358e-06
1895,4.754705429377282e-08,9.744137052791757e-07
1896,7.548196812035002e-08,1.1051032196007782e-06
1897,7.108590349691468e-08,1.0697846057894367e-06
1898,4.922768870319061e-08,1.1039450757976965e-06
1899,3.3165470370022376e-08,1.0690336598173644e-06
1900,6.333085089682555e-08,1.1363215435267193e-06
1901,5.756401227907659e-08,1.0020608991467839e-06
1902,4.222844085521871e-08,8.322931286386392e-07
1903,7.884321817641649e-08,9.806799958766987e-07
1904,1.0373026793075724e-07,9.588331133514316e-07
1905,3.870569220687514e-08,1.046601910026368e-06
1906,3.035068818491027e-08,9.87683407061013e-07
1907,4.371416773008008e-08,8.686262216173191e-07
1908,4.518478124992953e-08,1.0230423921342435e-06
1909,6.05108188000969e-08,9.093125932224666e-07
1910,4.435645006850564e-08,8.395660877624778e-07
1911,3.7774656846956134e-08,1.0417292415354495e-06
1912,7.762037473879602e-08,1.0418842331105793e-06
1913,4.45451151520615e-08,9.799924853837183e-07
1914,4.687720489560121e-08,1.0446919986861758e-06
1915,7.657494904833584e-08,6.938868803985088e-07
1916,6.702352184362326e-08,6.812226498453811e-07
1917,5.702540750718299e-08,6.832082179997201e-07
1918,4.479686577241182e-08,7.236417154388164e-07
1919,4.69600275887494e-08,8.056867120131983e-07
1920,4.694783717340556e-08,1.149464761596164e-06
1921,4.165011052714718e-08,9.26904267117834e-07
1922,4.0578644444622114e-08,1.0498802174296884e-06
1923,2.9724655625784635e-08,1.15183037152633e-06
1924,3.867487297082306e-08,8.882329494142027e-07
1925,3.739380627365563e-08,8.87552946693404e-07
1926,4.235532691243549e-08,9.25129500117805e-07
1927,5.797596847045838e-08,1.0067750331188563e-06
1928,2.6279895481984283e-08,9.175111266301883e-07
1929,3.8991420758804907e-08,1.073935223416811e-06
1930,3.361153300129871e-08,1.1049790948902682e-06
1931,3.5356606531422585e-08,9.569094352457341e-07
1932,2.8494795967226594e-08,8.811467626657077e-07
1933,2.7529589052832648e-08,9.107705833955038e-07
1934,3.4746584276490466e-08,1.017236169076341e-06
1935,5.38572777486479e-08,9.837929546563373e-07
1936,1.4549657034734764e-08,1.0184760013132177e-06
1937,3.777335422228134e-08,1.0261761183016915e-06
1938,2.7226949583791793e-08,9.205302244907898e-07
1939,1.988226472349197e-08,9.925838888591443e-07
1940,1.0143131667916805e-08,7.15090804348506e-07
1941,1.1806010835613279e-08,7.408271582853843e-07
1942,4.551317722700787e-08,8.435108806992275e-07
1943,6.387117679196308e-08,1.019035611449226e-06
1944,3.855823393905666e-08,8.643470668090458e-07
1945,3.92130714566008e-08,8.910081601420927e-07
1946,2.3665876369705074e-08,1.0037116737748875e-06
1947,3.099426404418182e-08,9.775114211407754e-07
1948,3.044128593643336e-08,8.632278856168796e-07
1949,4.221313587571274e-08,1.019987142747425e-06
1950,3.616022903329963e-08,1.0114228956581428e-06
1951,2.238894425410365e-08,1.1183810464387989e-06
1952,2.425304945763429e-08,1.004919802483073e-06
1953,1.508335800703975e-08,1.0364422475817037e-06
1954,1.3681551003230652e-08,8.922325527294106e-07
1955,1.8771216581114913e-08,9.92997311044519e-07
1956,4.447782098182529e-08,9.18336185762314e-07
1957,2.47381048978923e-08,9.753881613505655e-07
1958,2.1507833736222892e-08,9.943236887188789e-07
1959,2.6352542592533723e-08,1.0207735297029785e-06
1960,2.6991249846286536e-08,9.170104213751529e-07
1961,1.8065214379969774e-08,9.331377839316701e-07
1962,2.0294260882902648e-08,9.33535984515288e-07
1963,1.681173777967615e-08,1.0261625948970732e-06
1964,2.494427053800763e-08,9.75868514885292e-07
1965,2.7907420374617686e-08,1.0008367326008738e-06
1966,2.1048484510899357e-08,1.0009108084574336e-06
1967,4.535908693092949e-08,1.054105773334868e-06
1968,3.9075316482506395e-08,9.966451486320693e-07
1969,3.542570969905512e-08,1.0178078806433177e-06
1970,2.2533753085696162e-08,1.050808647207191e-06
1971,2.3122789349905304e-08,1.0538852901476048e-06
1972,2.4111690755113102e-08,1.132736447750915e-06
1973,1.1577728109557484e-08,1.0717668592619134e-06
1974,1.2938814575313984e-08,1.1431161830444125e-06
1975,1.313640396460869e-08,1.110882867472185e-06
1976,2.3425460571324663e-08,1.1535610582313893e-06
1977,1.1753563899929986e-08,1.2159061899552626e-06
1978,2.0198009820227014e-08,1.2326726803735255e-06
1979,1.7555920828193905e-08,1.2534926625562548e-06
1980,1.3644361640530178e-08,1.219464782487023e-06
1981,1.581387387705746e-08,1.3353235264190744e-06
1982,2.607150972888661e-08,1.4004125130639977e-06
1983,1.7051352996233504e-08,1.3817911668212446e-06
1984,1.0438215625185876e-08,1.450332019814482e-06
1985,1.5640450601317468e-08,1.5153190382477533e-06
1986,1.3787316288649265e-08,1.3787316390789783e-06
1987,1.588812414965446e-08,1.5772018180371106e-06
1988,1.4391729530327524e-08,1.5195267710765847e-06
1989,1.4269117998289005e-08,1.5059406788253682e-06
1990,1.253189690908485e-08,1.6019033459713228e-06
1991,9.96449056600568e-09,1.77485166297231e-06
1992,1.597883825255053e-08,1.6568402330108256e-06
1993,1.3848018731721368e-08,1.7764238666728716e-06
1994,5.802419433820205e-09,1.6964164402111237e-06
1995,5.964695848348356e-09,1.7650077381858864e-06
1996,1.4412849136391515e-08,2.0017846829034625e-06
1997,1.5823152565985765e-08,1.8695293437787086e-06
1998,1.3350761607355821e-08,1.8714907064065756e-06
1999,1.5538684033922223e-08,1.924968717759157e-06
2000,9.719669513685858e-09,1.9050552211297145e-06
2001,1.0953029233595757e-08,2.049969008766084e-06
2002,1.5334274905409728e-08,2.0039707333552315e-06
2003,1.2917460712191797e-08,1.962620626017042e-06
2004,1.2773894303430566e-08,1.9240128281694524e-06
2005,1.3961623968050674e-08,1.8546440490041505e-06
2006,9.471146866779634e-09,1.8843463767126423e-06
2007,1.4779574009082808e-08,2.122266854698296e-06
2008,1.3623807304519175e-08,1.8281446116930056e-06
2009,1.7165492804949167e-08,1.840522256379984e-06
2010,1.322662024350052e-08,2.030758693649659e-06
2011,9.559929958768976e-09,1.887512580012185e-06
2012,1.8042539517981737e-08,1.712679583931731e-06
2013,1.4782363111365271e-08,1.8355232169753322e-06
2014,2.6634975447414888e-08,1.7726334542444988e-06
2015,3.103205639676254e-08,1.7351352497030348e-06
2016,4.92978944333089e-08,1.701812985643869e-06
2017,1.433898449976212e-08,1.9513597466769284e-06
2018,1.8070266949443692e-08,1.7892145551812177e-06
2019,2.142829802487256e-08,1.684162098669617e-06
