year,as_VERB acheté_VERB,as_VERB racheté_VERB
1845,2.0646844234306627e-08,9.48638767539478e-09
1846,7.610851504580296e-09,5.269050973311096e-09
1847,1.5640349459999925e-08,1.294373674909366e-08
1848,3.218088684420195e-09,5.63165514222419e-09
1849,1.4245005175439474e-08,8.379414495607307e-09
1850,8.146795238417326e-09,4.752297222410107e-09
1851,2.257303499675345e-08,1.2898877521649865e-09
1852,2.3437962681782665e-08,3.906327261660181e-09
1853,5.971931837933653e-10,8.957897534855874e-09
1854,1.6626126253527218e-08,1.506742641765868e-08
1855,5.837630823180007e-09,7.960405667972736e-09
1856,7.248064815001953e-09,9.836659486950339e-09
1857,1.8061584228235006e-08,6.345961978126979e-09
1858,1.9085335978274998e-08,1.5170396494568195e-08
1859,1.884104072757964e-08,3.5645213447565993e-09
1860,1.6477862629926676e-08,5.492620580582752e-09
1861,9.431927239234028e-09,2.0750240636857598e-08
1862,1.445755604123633e-08,6.776979422085105e-09
1863,9.489779628779615e-09,5.9935452156878455e-09
1864,1.1507347075223606e-08,1.5343129433631475e-08
1865,1.1767110841276462e-08,3.765475486972036e-09
1866,2.1408697037372804e-08,7.784980660119345e-09
1867,1.6984840200962026e-08,6.308654931785895e-09
1868,1.432563490055827e-08,4.939874287401835e-09
1869,1.1720445947105418e-08,1.6115613732381462e-08
1870,1.7202147262196377e-08,1.1468097582678638e-09
1871,1.6993883633631413e-08,5.3105884134652115e-09
1872,6.047339518033823e-09,6.652073114565837e-09
1873,7.781805422268917e-09,0.0
1874,5.974609251779839e-09,1.4339061493728877e-08
1875,4.577221712764867e-09,1.1443054281912168e-09
1876,6.04601479992084e-09,0.0
1877,1.8554447978047506e-09,3.0924081073635534e-09
1878,1.0870359723469392e-08,1.268208649207736e-08
1879,1.710611030603104e-08,1.0385853066452455e-08
1880,1.1552122813895949e-08,1.2835692508872398e-09
1881,1.8128519130300447e-08,2.7890030285249168e-09
1882,5.324308105514319e-09,2.6621540527571597e-09
1883,1.3270612164717477e-08,1.8958017378167824e-09
1884,1.5844072720483382e-08,2.6406787867472303e-09
1885,7.7347630522695e-09,1.2246707647989297e-08
1886,3.872078213618124e-09,7.744156427236248e-09
1887,3.264462256069578e-09,1.3057849246322917e-09
1888,5.07249175996094e-09,3.1703073499755874e-09
1889,1.6915869593958632e-08,6.265136853755848e-09
1890,7.865263995654459e-09,4.5880703680722945e-09
1891,1.0836173736095134e-08,6.3742202627281586e-09
1892,8.149066310636499e-09,3.1342561879199593e-09
1893,1.847525021858587e-09,3.079208221734575e-09
1894,8.192000855444803e-09,3.150769645188234e-09
1895,6.6204757231957956e-09,0.0
1896,4.1279202278587945e-09,1.1204354777305525e-08
1897,2.0393496669157685e-08,8.740070001067579e-09
1898,1.1316709347397591e-08,0.0
1899,1.492446166651007e-08,3.3165470370022376e-09
1900,1.349673794948103e-08,1.5573159428683425e-09
1901,7.824234593556412e-09,5.588738916095792e-10
1902,4.910283735171106e-09,0.0
1903,1.4040573148577096e-08,5.940242076007962e-09
1904,3.7622376325430196e-09,1.0749250378694342e-09
1905,8.773290538499623e-09,2.580379465655369e-09
1906,1.9547901075611662e-08,2.572092316910357e-09
1907,1.7485668024619372e-08,1.5428529565042481e-09
1908,1.3751889405000384e-08,4.911389073214423e-10
1909,1.0451868703853506e-08,3.300590023513905e-09
1910,1.068830179917768e-08,5.344150677544235e-10
1911,9.576673676292558e-09,4.788336838146279e-09
1912,1.510732161591477e-08,2.0837684910901544e-09
1913,1.0075680734189518e-08,2.6514948014977335e-09
1914,8.705766774141921e-09,6.696743715117748e-10
1915,2.3561523843085297e-09,0.0
1916,2.197492410260793e-09,5.493730803607377e-09
1917,9.869782324756216e-09,1.0966424435210342e-09
1918,1.4932290071101306e-08,1.1486376294556067e-09
1919,1.2890987832747669e-08,1.8415696745321952e-09
1920,8.329454459499175e-09,6.057785384427916e-09
1921,1.438822039290244e-08,7.572747429129834e-10
1922,2.2871599725249325e-08,0.0
1923,6.369568872344189e-09,1.0615948120573648e-09
1924,1.933743654092268e-08,1.0313299547703991e-08
1925,8.798542339150117e-09,4.399271169575059e-09
1926,1.2260752413340015e-08,0.0
1927,1.5608915049369898e-08,3.3447675740205796e-09
1928,1.82816659588525e-08,1.1426041224282812e-09
1929,6.684243825105796e-09,2.2280812750352652e-09
1930,2.2057568216382606e-08,1.0503603542488804e-09
1931,2.167017854048936e-08,0.0
1932,1.2055489939655217e-08,2.1919073223131136e-09
1933,1.261772819560747e-08,4.588264879146209e-09
1934,1.0783422155213884e-08,0.0
1935,9.574627313213568e-09,5.98414207075848e-09
1936,2.182448710641438e-08,1.2124714565686645e-09
1937,1.510934133364117e-08,1.2591118148108649e-09
1938,7.779128452511941e-09,1.4261735792331365e-08
1939,1.3764645423464117e-08,0.0
1940,2.028626333583361e-08,1.2678914806940611e-08
1941,2.3612020783048138e-08,5.9030051957620344e-09
1942,9.102635090130207e-09,3.034211770724937e-09
1943,1.1612940831184915e-08,8.709705845433291e-09
1944,3.2131861615880553e-09,9.639558484764166e-09
1945,2.832055301382752e-08,0.0
1946,1.5313215584455975e-08,1.3921104269343232e-09
1947,1.3112957830685446e-08,4.7683483828109274e-09
1948,1.522064252412747e-08,4.348755133776194e-09
1949,8.835307596655184e-09,7.853606653895895e-09
1950,1.914365022059883e-08,1.4889506516624351e-08
1951,2.7719645245838365e-08,5.330700769690111e-09
1952,2.003512733494972e-08,3.1634410646574906e-09
1953,2.3702419582605216e-08,1.0773827385790469e-09
1954,1.07497895029951e-08,3.9090144454689835e-09
1955,1.0324168187025862e-08,1.0324168187025862e-08
1956,1.5698054411927842e-08,5.232684952005684e-09
1957,1.4136060322300636e-08,8.835037590415595e-09
1958,2.6471179026543723e-08,7.445019267748876e-09
1959,2.015194411342236e-08,1.8601795659378695e-08
1960,1.1765417085030094e-08,1.6610000486139143e-08
1961,1.181187059273725e-08,5.55852741612739e-09
1962,1.331810839388936e-08,7.610347907416326e-09
1963,1.2932106940866106e-08,1.939815863494232e-09
1964,1.3384730657151067e-08,7.909158661334459e-09
1965,2.0793764932136583e-08,5.47204326295514e-09
1966,1.606331601067268e-08,7.200797291773142e-09
1967,2.070740912074598e-08,4.437302081328198e-09
1968,1.661823922916028e-08,2.6948494546985557e-09
1969,1.9075383050903838e-08,4.087581828571274e-09
1970,1.3336302728816918e-08,4.598724956395017e-09
1971,1.284599360218408e-08,7.193756701440179e-09
1972,1.4364410994005539e-08,4.104117490300041e-09
1973,9.923766697284009e-09,1.6539611902288698e-09
1974,2.193973003272731e-08,3.3753431161187564e-09
1975,1.2565256390928425e-08,5.711480177694739e-09
1976,2.6853577139718254e-08,6.2848797277581525e-09
1977,1.7630345183761165e-08,6.464460078348111e-09
1978,2.0792070287711795e-08,8.316828115084718e-09
1979,2.1652301285257636e-08,2.3407893401383717e-09
1980,2.0466542238750662e-08,6.822181042309694e-09
1981,2.5302197670384885e-08,5.060439622894819e-09
1982,1.8622506203769262e-08,4.966001831974154e-09
1983,2.3998200759933752e-08,3.78918940668882e-09
1984,3.885335786435462e-08,4.059305780401701e-09
1985,3.0679345286444004e-08,6.015557829641693e-09
1986,2.038125046510686e-08,8.991728250862252e-09
1987,1.711028652096047e-08,4.277571630240118e-09
1988,2.7584148298842592e-08,6.596209356501959e-09
1989,2.908704743731505e-08,5.488121956886971e-09
1990,3.705082818328265e-08,2.724325431913144e-09
1991,2.6962739596569918e-08,3.5168792322792797e-09
1992,2.975369817193041e-08,4.4079553340736766e-09
1993,3.268132431344384e-08,2.7696036575264316e-09
1994,2.5319646823618314e-08,5.274926717646622e-09
1995,2.7112253775385398e-08,5.4224509327127635e-09
1996,2.882569738460461e-08,4.804283193493575e-09
1997,2.7330898433319817e-08,3.3564262480467733e-09
1998,2.7178336026167926e-08,6.675381136744818e-09
1999,2.8792268125243936e-08,5.484241505371301e-09
2000,2.7391795498488136e-08,4.418031274155965e-09
2001,2.93541191354052e-08,9.638665865452367e-09
2002,3.50497728618393e-08,4.81934359086722e-09
2003,2.8335076507346457e-08,6.250384210204629e-09
2004,1.761916479381398e-08,7.047666006343434e-09
2005,3.1526248278623825e-08,4.053374524914943e-09
2006,3.87081655617294e-08,6.58862386870851e-09
2007,7.589510886418793e-08,4.393927444112933e-09
2008,7.365370890966005e-08,8.940623352771127e-09
2009,8.010563590232778e-08,1.5258216023994464e-08
2010,1.162053067105262e-07,1.322662068758973e-08
2011,1.1663114207749459e-07,1.606068167347985e-08
2012,1.3548925892337138e-07,1.4978711604385353e-08
2013,1.5061274893923837e-07,1.9244962956577183e-08
2014,1.63707653655365e-07,1.9705550968751595e-08
2015,1.6801641322672367e-07,2.6377247053233077e-08
2016,1.6239306432908052e-07,2.1749070100440804e-08
2017,1.866583545506728e-07,1.2276183269932517e-07
2018,1.884470748336753e-07,1.8070267060465994e-08
2019,1.7678344477189967e-07,2.5254779600913935e-08
