year,avons_VERB apporté_VERB,avons_VERB rapporté_VERB
1946,2.812062973589491e-07,3.2575383102084743e-07
1947,2.68219594090624e-07,3.3974481539189583e-07
1948,2.826690774782037e-07,3.718185723755596e-07
1949,2.3168139762219653e-07,3.524305896007718e-07
1950,2.2546966249592515e-07,3.6266581560084887e-07
1951,2.6440275746608677e-07,4.0086871422317927e-07
1952,2.741649041126948e-07,3.8172188965290843e-07
1953,2.1870869204576593e-07,4.5250075686453783e-07
1954,2.697219940728246e-07,5.941702170275676e-07
1955,2.5434997041884344e-07,4.0264256995214964e-07
1956,3.157053356517281e-07,3.680321754018223e-07
1957,2.411965169812902e-07,4.2231479824295093e-07
1958,1.9770661197071604e-07,3.821776601853344e-07
1959,2.3717288399893732e-07,4.022638222522801e-07
1960,2.4499749429196527e-07,3.162820974011993e-07
1961,2.098344111800543e-07,3.668628210107272e-07
1962,1.9279546847883466e-07,3.5451535040920135e-07
1963,1.920417815881592e-07,3.6985824181101634e-07
1964,2.1719766607475322e-07,3.181915531058621e-07
1965,1.658029162854291e-07,3.4638034662748396e-07
1966,2.0328404559677438e-07,3.1406554512614093e-07
1967,1.7157567810954788e-07,4.136551581268577e-07
1968,1.7561436038704414e-07,3.161956669828214e-07
1969,1.9892898706075357e-07,3.0566030773115926e-07
1970,1.8716811212016182e-07,2.970776336042036e-07
1971,1.7162247445412504e-07,3.036792861621507e-07
1972,1.9135447359985847e-07,2.739498370374349e-07
1973,1.5822894283701316e-07,2.751088743480068e-07
1974,1.8508130494865327e-07,3.4372243362668087e-07
1975,1.4906963485827873e-07,2.2788806575135823e-07
1976,1.7369121962929057e-07,2.2397024679321476e-07
1977,1.8041720295514097e-07,2.5564000338818005e-07
1978,1.6039597028338903e-07,2.162375238867753e-07
1979,1.8433715354149172e-07,2.5222004751412896e-07
1980,1.7112303396515927e-07,1.9670621043132996e-07
1981,1.385295291811417e-07,2.1064080613086844e-07
1982,1.4028955774847418e-07,2.0919283372222708e-07
1983,1.433576812814863e-07,1.5409371201258182e-07
1984,1.5251391971560224e-07,1.5599333380578173e-07
1985,1.3113915997564618e-07,1.2452204600776895e-07
1986,1.9781802507168322e-07,1.5345882786732545e-07
1987,1.6376989719901758e-07,1.429931160146225e-07
1988,1.505135003299074e-07,1.4031935791081196e-07
1989,1.948283312458443e-07,1.3830067757680808e-07
1990,1.4547897819738864e-07,1.1115248099713426e-07
1991,1.8815303803876304e-07,1.2777994129464787e-07
1992,1.1625981954921372e-07,1.0248496096210147e-07
1993,1.4069587450649124e-07,1.2850961184085463e-07
1994,1.6405022051912965e-07,1.1288342705029208e-07
1995,1.2092066015156888e-07,9.055492711240731e-08
1996,1.3612135774110357e-07,1.0516041726305048e-07
1997,1.323390819152337e-07,8.918503624499863e-08
1998,1.4781200263769279e-07,9.870027639635737e-08
1999,1.393911333025244e-07,1.3664902098753373e-07
2000,1.1928685239581682e-07,7.952456826387788e-08
2001,1.2267392435205693e-07,9.288169167120941e-08
2002,1.3494161521521164e-07,1.1873110139504206e-07
2003,1.4334214881728258e-07,1.025063056658837e-07
2004,1.3126278020081372e-07,9.778636922419537e-08
2005,1.2205161681322352e-07,1.0268549033298768e-07
2006,1.4042004181646917e-07,1.198306023297846e-07
2007,1.282227941601377e-07,9.746529627818745e-08
2008,1.1665384391790212e-07,9.153495028613179e-08
2009,1.5067487879605324e-07,9.297975367417166e-08
2010,1.4313093288365053e-07,8.786255278891986e-08
2011,1.5410607545618404e-07,9.292251945680619e-08
2012,1.450211613018837e-07,1.0042545284250082e-07
2013,1.706944487978035e-07,7.949006430862937e-08
2014,3.897801263974543e-07,8.055456390820837e-08
2015,2.4337998638657155e-07,1.0484401968824386e-07
2016,1.5369343486781872e-07,1.323586218404671e-07
2017,1.625084848910774e-07,1.1144157952003297e-07
2018,1.543717047525206e-07,9.086762986498798e-08
2019,4.943814246871625e-07,8.724378375291053e-08
