year,dois_VERB entrer_VERB,dois_VERB rentrer_VERB
1861,4.0557289082698844e-08,7.545541969022906e-09
1862,4.9246050792817186e-08,5.421583626485926e-09
1863,3.8958042125614156e-08,1.8480097452311384e-08
1864,3.835782536043553e-08,1.8699438442126848e-08
1865,5.977692296710302e-08,1.2708479601997169e-08
1866,5.1088935748566655e-08,5.838735717134114e-09
1867,2.6690463172940326e-08,1.0190904120577216e-08
1868,5.680855252876427e-08,7.409810987013543e-09
1869,6.006728625607138e-08,1.3185501579471293e-08
1870,5.8487298559839473e-08,9.17447806614291e-09
1871,6.691341525311145e-08,5.3105884134652115e-09
1872,4.777398032729252e-08,5.442605477412599e-09
1873,5.7465641134513135e-08,8.380406590902112e-09
1874,4.600449088343339e-08,8.364453130127458e-09
1875,6.40811066432434e-08,1.602027666081085e-08
1876,7.980739269441983e-08,9.069021977836655e-09
1877,2.4739264858908427e-08,7.421779191219002e-09
1878,3.200716847118201e-08,7.850815109122777e-09
1879,4.3987142817059066e-08,6.720257683667796e-09
1880,5.840239936105718e-08,7.701415505323439e-09
1881,4.9504802035471585e-08,6.9725074602899895e-09
1882,3.527354053289855e-08,7.320923423037584e-09
1883,3.159669503816076e-08,3.159669414998234e-09
1884,3.630933420595284e-08,1.4523733327109767e-08
1885,4.383032248256313e-08,6.445635580831777e-09
1886,5.420909587883216e-08,9.034849313138693e-09
1887,3.982643903555072e-08,1.1752064210668323e-08
1888,3.61415040117663e-08,6.974675947901687e-09
1889,3.3205225236088154e-08,6.265136853755848e-09
1890,1.7041404731799048e-08,1.3108772733971819e-08
1891,3.633305567518619e-08,8.286486163910922e-09
1892,2.7581453565517222e-08,1.7551833764173352e-08
1893,3.387129154930335e-08,1.1085149687062312e-08
1894,2.9617234886814003e-08,1.764431090123253e-08
1895,2.6481902892783182e-08,2.888934957923084e-08
1896,2.358811634906033e-08,2.240870955461105e-08
1897,2.0393496669157685e-08,2.2141511735185304e-08
1898,1.0185038590293516e-08,1.4711722506888236e-08
1899,2.4874102777516782e-08,1.1055156790007459e-08
1900,1.1939421895590385e-08,9.863001082521805e-09
1901,2.794369535763508e-08,9.500856101851696e-09
1902,2.258730624760119e-08,1.816805017540446e-08
1903,1.1880484152015924e-08,1.0800440541913758e-08
1904,2.9022976022474722e-08,1.827372564378038e-08
1905,2.4771644291377015e-08,1.0321517862621477e-08
1906,3.858138342138773e-08,1.9547901075611662e-08
1907,3.651418722938615e-08,2.7771354993433306e-08
1908,3.290630701258124e-08,1.080505640516094e-08
1909,2.53045246978445e-08,1.320236009405562e-08
1910,2.4583092894658876e-08,1.8170112525695004e-08
1911,9.576673676292558e-09,1.0108711201439746e-08
1912,1.6670147928721235e-08,3.5945006970905524e-08
1913,2.333315407554437e-08,3.606033160963307e-08
1914,2.0090231700464756e-08,2.343860217024485e-08
1915,1.0602685840410686e-08,1.295883844676382e-08
1916,1.9777431248257926e-08,2.0876177231343718e-08
1917,2.9609346086090227e-08,8.773139548168274e-09
1918,1.722956355365568e-08,3.675640414257941e-08
1919,2.762354434082681e-08,1.749491218561161e-08
1920,6.815008557481406e-09,3.407504323149624e-08
1921,1.3630945261411398e-08,1.817459427400081e-08
1922,1.475587119159627e-08,3.24629176873259e-08
1923,2.0170300985000722e-08,3.3971033985835675e-08
1924,1.2891624656674594e-08,1.675911143195208e-08
1925,1.8696901804560184e-08,2.3096173862313663e-08
1926,2.0063049888108253e-08,2.3406890647947876e-08
1927,2.1183527820767267e-08,2.5643217327342427e-08
1928,1.7139061725401916e-08,1.82816659588525e-08
1929,1.2254447234738564e-08,2.4508894469477127e-08
1930,2.7309368988426286e-08,1.6805765667982087e-08
1931,1.596749932275543e-08,2.9653927313688655e-08
1932,1.753525857850491e-08,2.301502632917618e-08
1933,5.735331320977366e-09,2.7529589274877253e-08
1934,1.1981580172459871e-08,1.5576054224197833e-08
1935,7.180970484910176e-09,4.787313656606784e-08
1936,1.2124714565686645e-08,2.182448710641438e-08
1937,1.6368453259474336e-08,1.888667711114067e-08
1938,1.9447821131279852e-08,2.5930429359277696e-08
1939,6.117620188206274e-09,3.5176316970364496e-08
1940,5.325144059042941e-08,2.7893612752905028e-08
1941,2.9515025978810172e-09,3.246652724442356e-08
1942,9.102635090130207e-09,3.034211815133858e-08
1943,5.806470415592457e-09,3.193558839598154e-08
1944,9.639558484764166e-09,4.4984606262232774e-08
1945,8.714016175304096e-09,7.189063211399116e-08
1946,1.5313215584455975e-08,5.0115975369635635e-08
1947,1.1920871401116528e-08,3.9338875268413176e-08
1948,1.4133454406817236e-08,3.4790041070209554e-08
1949,6.8719057111366055e-09,4.515823803785679e-08
1950,1.1698897850465073e-08,5.424034199563721e-08
1951,6.396841278899501e-09,5.330700858507953e-08
1952,1.370824520563474e-08,3.268889159357968e-08
1953,1.2928593307037772e-08,5.171437322815109e-08
1954,2.247683283940205e-08,4.397641362174909e-08
1955,1.1262729415761896e-08,3.566530892840092e-08
1956,3.0523995775411095e-08,5.407107650512444e-08
1957,1.236905244894615e-08,6.449577227840564e-08
1958,1.9853384713997002e-08,4.7979010986409776e-08
1959,2.0927018340444192e-08,3.797866554577922e-08
1960,2.145458388724819e-08,4.290916777449638e-08
1961,3.126671543896009e-08,5.002674541287888e-08
1962,2.2831043722248978e-08,4.122271590745186e-08
1963,1.8104948651398445e-08,6.142750663684637e-08
1964,2.068549243006146e-08,5.2322128851756133e-08
1965,2.681301225493371e-08,4.4323552828018364e-08
1966,1.273987226824147e-08,5.4836839069594134e-08
1967,1.873527466500491e-08,4.437302081328198e-08
1968,1.7067380397861598e-08,6.377810279900586e-08
1969,1.6350327314285096e-08,3.587988572917311e-08
1970,1.7015283404475667e-08,3.632992928714884e-08
1971,1.849823050292798e-08,3.7510300643361916e-08
1972,1.2825367434743384e-08,2.8728821988011077e-08
1973,1.598829157956061e-08,4.520827090459534e-08
1974,2.193973003272731e-08,3.600365872102884e-08
1975,1.599214449754527e-08,4.512069295969923e-08
1976,1.3712464053128315e-08,4.2280099421532213e-08
1977,1.5867311020656416e-08,3.526069036752233e-08
1978,1.7821774278559133e-08,4.81187889533885e-08
1979,2.0481905949054635e-08,4.9156575698816596e-08
1980,1.5349906234973787e-08,4.150160037852402e-08
1981,1.4548763971333756e-08,5.69299452024552e-08
1982,1.738100685599875e-08,5.5867520387664626e-08
1983,1.4525227243211702e-08,5.431171956615799e-08
1984,1.1598016769198694e-08,5.5090580985961424e-08
1985,1.5038894574104233e-08,6.015557829641693e-08
1986,1.7384007122700496e-08,5.994485263727256e-08
1987,1.649920555735207e-08,5.316410778277714e-08
1988,1.4391728697660255e-08,6.896036808257122e-08
1989,1.5366742545097622e-08,5.1039535264862934e-08
1990,1.9070277801347402e-08,5.5031375012504213e-08
1991,1.641210189973208e-08,6.388997064732393e-08
1992,1.1570882918476855e-08,5.234446831536843e-08
1993,1.550978012687665e-08,5.871559949355287e-08
1994,9.494868002946077e-09,7.754142217208937e-08
1995,2.277429267394382e-08,7.049185768437383e-08
1996,1.7081895009596337e-08,6.51247233918184e-08
1997,1.1987236092636522e-08,7.14439281068735e-08
1998,1.7642078020685403e-08,7.438281812710557e-08
1999,1.6452723627935484e-08,6.398281726660571e-08
2000,1.2812291672048559e-08,6.936309659977269e-08
2001,1.621048362210331e-08,7.27281133094948e-08
2002,2.1467984723244626e-08,7.710949745387552e-08
2003,1.8751153518792307e-08,8.458853528736654e-08
2004,1.6297727611913615e-08,9.206013373841415e-08
2005,2.34194974524371e-08,9.142611645529541e-08
2006,1.8530505130343045e-08,9.100536857431507e-08
2007,1.917350189728495e-08,1.9293335640213627e-07
2008,2.554463840453991e-08,2.0307987824708107e-07
2009,3.147006921722095e-08,2.8227699999661127e-07
2010,3.684558436134466e-08,3.4719877817224187e-07
2011,4.1298896746866376e-08,3.590709809486725e-07
2012,5.446804252073889e-08,4.612762438682694e-07
2013,6.19185769323849e-08,4.618790967469977e-07
2014,6.344754410747555e-08,5.186241196497576e-07
2015,5.364112354300232e-08,5.073741249361774e-07
2016,5.924032464577067e-08,5.138994652043039e-07
2017,7.52167821360672e-08,6.233684644030291e-07
2018,6.479481129417763e-08,6.580158355973253e-07
2019,6.556038556482235e-08,6.056044981050945e-07
