year,présentant_VERB en_ADP
1945,2.570634762832924e-07
1946,2.798141887083716e-07
1947,3.182872443385776e-07
1948,3.8269044622118997e-07
1949,3.465403908275988e-07
1950,3.5734815795329666e-07
1951,3.049160837154119e-07
1952,4.4182727432229285e-07
1953,3.5445890800289703e-07
1954,2.980623605708388e-07
1955,4.5050916286371034e-07
1956,4.0378886678738013e-07
1957,3.6665405289681985e-07
1958,3.7638706906761854e-07
1959,3.278566271802674e-07
1960,2.941354055874257e-07
1961,3.7936950914030376e-07
1962,3.234397696338931e-07
1963,3.3946780675364607e-07
1964,3.1271597888959946e-07
1965,3.13548082608861e-07
1966,2.7639981636795596e-07
1967,2.938479890524093e-07
1968,2.5062099862083187e-07
1969,2.8113480099456467e-07
1970,2.635069407119772e-07
1971,2.666828295971868e-07
1972,2.4983815749557436e-07
1973,2.3431116602523616e-07
1974,2.554009479460717e-07
1975,2.701530013027309e-07
1976,2.3368324431061183e-07
1977,2.40948055285628e-07
1978,2.465345358970694e-07
1979,2.6977596689903294e-07
1980,2.2740603089488332e-07
1981,2.890776240604964e-07
1982,2.340228357766705e-07
1983,2.797685083599788e-07
1984,2.3022063988520358e-07
1985,2.1956786211418944e-07
1986,2.259921036973367e-07
1987,2.1021210017124758e-07
1988,2.212728413830689e-07
1989,2.0251171140017732e-07
1990,2.24484415056736e-07
1991,2.0984046056327088e-07
1992,1.834811431677963e-07
1993,2.2378397801503525e-07
1994,1.8884237773519885e-07
1995,2.1256007265435528e-07
1996,1.7028514420758256e-07
1997,2.1337280919908608e-07
1998,1.964469191761964e-07
1999,1.5401578012941286e-07
2000,1.7407044472506072e-07
2001,1.866396210914445e-07
2002,2.0679365686504525e-07
2003,1.783443037695065e-07
2004,1.8984649630127137e-07
2005,2.1978298558877896e-07
2006,1.84893262256125e-07
2007,1.8094991682815476e-07
2008,1.630599326674087e-07
2009,1.625953682804493e-07
2010,1.3698999445921345e-07
2011,1.2695586337763132e-07
2012,1.2834032925290728e-07
2013,1.0263980482205781e-07
2014,1.0740608136217134e-07
2015,1.1348866024718518e-07
2016,9.859578575799333e-08
2017,9.685103963263941e-08
2018,1.0222608337606687e-07
2019,9.974362180642515e-08
