year,voudraient_VERB avoir_VERB,voudraient_VERB savoir_VERB
1985,3.428868211585723e-08,2.6468455871508922e-08
1986,4.615753823600244e-08,1.8582904104391673e-08
1987,5.6830597117141224e-08,1.9554613928107756e-08
1988,4.3175187869337606e-08,2.0987938498251424e-08
1989,4.006329135108899e-08,1.8659616074501173e-08
1990,3.868542108875772e-08,1.9070277801347402e-08
1991,6.62345556179389e-08,1.817054240405014e-08
1992,4.0773585396891576e-08,2.8651710337612712e-08
1993,4.5975422580113445e-08,1.883330469354405e-08
1994,4.2199413741172975e-08,2.637463225596548e-08
1995,4.2837360325620466e-08,1.626735190995987e-08
1996,3.4163790019192675e-08,1.7615704450690828e-08
1997,4.363354122460805e-08,2.109753616252874e-08
1998,4.148272481074855e-08,1.8118891276230897e-08
1999,4.067479153491149e-08,2.1479944933844308e-08
2000,3.666966108539782e-08,1.5463109903635086e-08
2001,3.461157405126869e-08,2.93541191354052e-08
2002,4.162160394116654e-08,1.3143664823189738e-08
2003,3.83356919542166e-08,1.3750845795357236e-08
2004,3.259545522382723e-08,1.6738207264666016e-08
2005,4.68389949048742e-08,2.1617998058331978e-08
2006,3.911995349881181e-08,1.976587071794711e-08
2007,4.7933752966855536e-08,2.1170741604237264e-08
2008,3.661398295662366e-08,2.171294255504108e-08
2009,4.720510560218827e-08,2.336414262060771e-08
2010,3.920748170571642e-08,2.739800031292816e-08
2011,3.6327733710095345e-08,3.556294103645996e-08
2012,3.880847998516401e-08,3.540422710557323e-08
2013,4.1000138395475005e-08,3.374841384129468e-08
2014,3.724565544871439e-08,3.724565544871439e-08
2015,3.657349267882637e-08,3.347028965094978e-08
2016,4.701941946905208e-08,3.127723502416302e-08
2017,3.421231298261773e-08,3.597324038651095e-08
2018,3.536609227694498e-08,3.5624239558273985e-08
2019,3.775461721033935e-08,3.163224704394452e-08
