year,fuyant_VERB en_ADP
1886,6.77613698485402e-08
1887,6.463635315867577e-08
1888,6.086990267384351e-08
1889,6.39043964412167e-08
1890,3.932631753578164e-08
1891,5.86428245963333e-08
1892,5.140180148188733e-08
1893,4.310891560388441e-08
1894,5.2932931593474564e-08
1895,6.379731587458082e-08
1896,4.599682629224944e-08
1897,6.409384667449558e-08
1898,4.9793523970720344e-08
1899,5.638130140539488e-08
1900,3.8413792369240696e-08
1901,5.532851693468288e-08
1902,5.057592389334786e-08
1903,3.294134276465854e-08
1904,5.96583396017536e-08
1905,3.560923644840841e-08
1906,6.121579304574354e-08
1907,3.548562038657721e-08
1908,5.451641738041246e-08
1909,3.6856590113210075e-08
1910,4.7028526739545384e-08
1911,6.065226187956796e-08
1912,5.4177979436076384e-08
1913,4.1363318104004065e-08
1914,5.357394883276356e-08
1915,3.887651445211304e-08
1916,5.273981784625903e-08
1917,5.3735480065597585e-08
1918,6.547234221443432e-08
1919,3.9593746947730324e-08
1920,3.63467123065675e-08
1921,4.695103289487079e-08
1922,4.5005406290599126e-08
1923,3.1847844805810155e-08
1924,4.2542360634278964e-08
1925,3.629398648286042e-08
1926,2.89799594321849e-08
1927,4.7941667635775786e-08
1928,3.884854038460617e-08
1929,4.3447585085232276e-08
1930,2.941009036305786e-08
1931,4.219981963871078e-08
1932,5.698959171240858e-08
1933,3.326492148403304e-08
1934,2.995395043114968e-08
1935,3.351119559624749e-08
1936,3.15242587589637e-08
1937,2.7700460369928237e-08
1938,3.241303758727554e-08
1939,5.199977337611017e-08
1940,4.057252667166722e-08
1941,7.67390702094417e-08
1942,7.282108072104165e-08
1943,9.580676163523094e-08
1944,3.213186161588055e-08
1945,6.317661815913311e-08
1946,4.1763311919851276e-08
1947,2.980217805870211e-08
1948,4.022598609765282e-08
1949,2.1597418520258316e-08
1950,4.4668517329427004e-08
1951,5.330700858507953e-08
1952,3.374337342876288e-08
1953,1.8315506888910704e-08
1954,5.472620312474419e-08
1955,3.941955162289901e-08
1956,4.1861480726268496e-08
1957,3.180613605824334e-08
1958,2.8125627715702706e-08
1959,2.4027318135111386e-08
1960,3.875666770847275e-08
1961,3.057190089972295e-08
1962,4.18569115478995e-08
1963,2.2631185814248056e-08
1964,3.346182525509889e-08
1965,3.9398712403659886e-08
1966,4.542041409649755e-08
1967,4.240088480322868e-08
1968,3.593132669177379e-08
1969,3.3154830408888e-08
1970,4.1848399245925094e-08
1971,2.3122789349905304e-08
1972,3.129389569700436e-08
1973,4.1900348302092993e-08
1974,2.5877629039605665e-08
1975,3.7695768728696066e-08
1976,4.3994157594706707e-08
1977,3.290997696581144e-08
1978,3.623760613802318e-08
1979,4.3889801348839796e-08
1980,3.4679419391725474e-08
1981,3.858585340132947e-08
1982,3.2279012573965815e-08
1983,2.6524327068067066e-08
1984,4.6392067076794774e-08
1985,2.8874677981960417e-08
1986,2.2779044539511517e-08
1987,3.666490044906823e-08
1988,3.8377943933909364e-08
1989,2.96358593221413e-08
1990,2.3974064622400704e-08
1991,3.106576684785978e-08
1992,4.022259197933309e-08
1993,2.1602909683338112e-08
1994,3.956195004928276e-08
1995,4.012613474824178e-08
1996,3.896807454495388e-08
1997,4.6510475470995516e-08
1998,3.719140950764199e-08
1999,4.34169125651529e-08
2000,2.8275402019772855e-08
2001,4.0307150145357795e-08
2002,2.6725451796050237e-08
2003,4.333599834538404e-08
2004,4.1845515164062874e-08
2005,3.017512173464354e-08
2006,3.9119955941302464e-08
2007,3.2355283563489934e-08
2008,3.7039724176679556e-08
2009,2.1933685756536647e-08
2010,3.164941331235127e-08
2011,4.7034854899763445e-08
2012,3.880848042925322e-08
2013,3.876883764020178e-08
2014,2.988314340424125e-08
2015,3.9676700147595056e-08
2016,5.986172757488362e-08
2017,2.8677968444412727e-08
2018,4.027088151836722e-08
2019,4.43871873700985e-08
