year,dont_PRON ont_VERB,dont_PRON sont_VERB
1912,5.490729790835758e-07,2.1613889202853898e-06
1913,5.117385057928914e-07,2.170513653254602e-06
1914,4.6676302645209944e-07,2.084026618831558e-06
1915,6.208461513779184e-07,2.0227569166308967e-06
1916,6.845189091109205e-07,2.229356141469907e-06
1917,6.185063625707699e-07,2.1899950297665782e-06
1918,4.904682668893656e-07,2.0399804725457216e-06
1919,5.460254328681913e-07,2.1877847302675946e-06
1920,5.414145789472968e-07,2.0588897768902825e-06
1921,5.051022640145675e-07,2.012836375797633e-06
1922,5.614608653559117e-07,2.0982847672712523e-06
1923,5.488445253831742e-07,2.1051425846962957e-06
1924,5.865688876838249e-07,2.0252741705917288e-06
1925,4.4542619548337825e-07,2.1633416054100962e-06
1926,4.781693405675469e-07,2.000731910811737e-06
1927,5.028300620324444e-07,1.9031726878893096e-06
1928,4.410451879266475e-07,1.9641365724965e-06
1929,4.812655447494762e-07,1.960711415449623e-06
1930,5.671946041729825e-07,1.909555066959001e-06
1931,5.18943750194012e-07,1.8134517176804366e-06
1932,5.501687496689556e-07,1.916823066494544e-06
1933,6.171216000439017e-07,1.9523067749105394e-06
1934,5.667287155119993e-07,1.8188038666266948e-06
1935,5.720839908462949e-07,1.8143919078283943e-06
1936,5.928985160608136e-07,1.950866590050282e-06
1937,5.880052071915998e-07,1.8773357624013443e-06
1938,6.132546559456387e-07,2.0549864530039486e-06
1939,6.194090360622795e-07,2.014226538449293e-06
1940,6.339457172543916e-07,1.8333710158913163e-06
1941,4.132103583742719e-07,1.8771556824503932e-06
1942,4.3996070075991156e-07,1.7264665075344965e-06
1943,4.993564743926981e-07,1.8203285208073794e-06
1944,4.434196796410106e-07,1.7576128357177367e-06
1945,6.600866981898434e-07,1.625164031793247e-06
1946,6.709972240059869e-07,1.7276090602535987e-06
1947,6.377666181833774e-07,1.8393903928881628e-06
1948,6.066513265068352e-07,1.8808366348821437e-06
1949,7.598364391014911e-07,2.1577784536930267e-06
1950,7.380940587609075e-07,2.155787797164521e-06
1951,6.023691980772128e-07,1.9115893792331917e-06
1952,5.957814437351772e-07,1.975041868718108e-06
1953,6.475070222222712e-07,2.08473556995159e-06
1954,6.528053972942871e-07,2.1108678538439563e-06
1955,6.354056267809938e-07,2.0057043457200052e-06
1956,6.348990950755251e-07,1.9613846689026104e-06
1957,6.308217166406394e-07,1.870377445811755e-06
1958,6.601250106541556e-07,1.8232024103781441e-06
1959,5.611541382677387e-07,2.0678994587797206e-06
1960,5.59895397600485e-07,1.911534127430059e-06
1961,6.475684699580597e-07,1.8919837430075859e-06
1962,6.335614557428926e-07,1.9488832094793906e-06
1963,6.097488380873983e-07,1.931409997268929e-06
1964,5.816273755954171e-07,2.0795002910745097e-06
1965,6.747029601683607e-07,2.023014531005174e-06
1966,5.75509886857617e-07,2.0012676031910814e-06
1967,6.177710361043864e-07,1.977557531063212e-06
1968,6.036462991687586e-07,1.9519693523761816e-06
1969,6.394794809239102e-07,2.2209196686162613e-06
1970,6.566979209310375e-07,2.111274625349324e-06
1971,6.160938710308983e-07,2.0877309907518793e-06
1972,6.766663886992319e-07,2.1921116513112793e-06
1973,7.029335051811358e-07,2.2311935481411638e-06
1974,7.183854791037447e-07,2.233914528915193e-06
1975,6.710989168823289e-07,2.2086294393375283e-06
1976,7.193330588961544e-07,2.3733989564789226e-06
1977,6.78180640534265e-07,2.3871486973803258e-06
1978,6.879204761389701e-07,2.3245534066518303e-06
1979,7.666085366508923e-07,2.207364332207362e-06
1980,7.23719665529643e-07,2.3564948605780955e-06
1981,7.799402510499931e-07,2.3784066343068844e-06
1982,7.120004852367856e-07,2.3284342205442954e-06
1983,8.033081826397392e-07,2.2615147372562205e-06
1984,7.202368692560412e-07,2.3207630874821916e-06
1985,7.561556571999972e-07,2.3984030121937394e-06
1986,7.726891908532707e-07,2.3540344500361243e-06
1987,7.222985800581228e-07,2.3709969809715403e-06
1988,7.525675300712464e-07,2.2852866550238105e-06
1989,7.606537337778718e-07,2.317085090908222e-06
1990,7.431959829773405e-07,2.3919578779896256e-06
1991,8.024346129786863e-07,2.3961670194694307e-06
1992,7.317206041079771e-07,2.3086665805749362e-06
1993,7.760429525660584e-07,2.4034620764723513e-06
1994,8.603405490248406e-07,2.4417636268481147e-06
1995,8.122831332002534e-07,2.4715529889363097e-06
1996,7.793614713591523e-07,2.561216660978971e-06
1997,7.949935252327123e-07,2.4818373276502825e-06
1998,8.477733786094177e-07,2.612934849821613e-06
1999,8.093826409094618e-07,2.5935892153938767e-06
2000,7.921530595922377e-07,2.7625951588561293e-06
2001,9.340743645225302e-07,2.685682829906e-06
2002,8.157834372468642e-07,2.6865650397667196e-06
2003,8.325512226292631e-07,2.687248525035102e-06
2004,8.783154044067487e-07,2.7063038032792974e-06
2005,7.989651749085169e-07,2.697745912882965e-06
2006,7.725161594862584e-07,2.8104598186473595e-06
2007,7.134140105335973e-07,2.539690058256383e-06
2008,7.569727813461213e-07,2.5182755507557886e-06
2009,6.532423526550701e-07,2.458480139466701e-06
2010,5.904741442464001e-07,2.1951466351310955e-06
2011,4.783788654094678e-07,1.8833061403711326e-06
2012,4.5276561877471977e-07,1.679317847447237e-06
2013,4.1920549165297416e-07,1.7069445448214537e-06
2014,3.802521746365528e-07,1.5465609521925217e-06
2015,3.58420237489554e-07,1.5015082226454979e-06
2016,3.2540751249143796e-07,1.387383576911816e-06
2017,3.6652457424679596e-07,1.4638342236139579e-06
2018,3.312021874535276e-07,1.450784338885569e-06
2019,3.2218974865827477e-07,1.4474304634859436e-06
