year,préparant_VERB en_ADP
1893,2.5249507373814595e-08
1894,1.071261657159539e-08
1895,2.347259631108045e-08
1896,1.1204355165883584e-08
1897,1.514945524583311e-08
1898,1.1316709347397591e-08
1899,2.984892333302014e-08
1900,2.5955265159360863e-08
1901,1.3971846901661422e-08
1902,1.9641134940684424e-08
1903,2.430099055317214e-08
1904,2.364835083312755e-08
1905,1.651442893546573e-08
1906,1.4403716219746343e-08
1907,1.7999951196223662e-08
1908,1.4243028312321826e-08
1909,3.355599886845084e-08
1910,1.1222716089775986e-08
1911,2.3409646554561903e-08
1912,2.969370055394549e-08
1913,2.121195802340381e-08
1914,2.7456649620560825e-08
1915,2.0027295377644805e-08
1916,1.977743147030253e-08
1917,1.7546279096336548e-08
1918,5.398596947259193e-08
1919,2.025726569820918e-08
1920,2.1959472462640406e-08
1921,1.5145495524393482e-08
1922,2.5822775029382683e-08
1923,4.564857647437748e-08
1924,3.480738541838946e-08
1925,3.409435223034052e-08
1926,3.232380019202452e-08
1927,1.6723836537835268e-08
1928,2.6279895593006586e-08
1929,1.7824650200282122e-08
1930,2.520864939015155e-08
1931,3.079446209142134e-08
1932,1.9727165678773417e-08
1933,2.982372260262878e-08
1934,2.2765002327673756e-08
1935,8.377798899061872e-09
1936,2.7886843945168494e-08
1937,1.3850230073941816e-08
1938,2.852347158466273e-08
1939,1.2235240376412548e-08
1940,1.5214697057785997e-08
1941,1.1806010391524069e-08
1942,2.730790527039062e-08
1943,1.4516175816936538e-08
1944,2.2492303131116387e-08
1945,1.9606536838523425e-08
1946,2.3665878146061914e-08
1947,1.907339353124371e-08
1948,1.6307831529616124e-08
1949,3.7304632716228525e-08
1950,1.914365022059883e-08
1951,1.4925962688039363e-08
1952,1.2653764258629963e-08
1953,1.939288907237824e-08
1954,2.14995790059902e-08
1955,1.220129064449793e-08
1956,2.7907653077363648e-08
1957,2.2971097746182778e-08
1958,3.060730113801924e-08
1959,3.022791672524505e-08
1960,1.7994166379153853e-08
1961,1.945484617849047e-08
1962,2.980719460143888e-08
1963,1.875155397623729e-08
1964,2.190228609588729e-08
1965,2.2435377999840966e-08
1966,2.603365056863538e-08
1967,2.6623812876547248e-08
1968,3.413476201696852e-08
1969,2.270878815546773e-08
1970,1.7475155905666284e-08
1971,2.8775026805760717e-08
1972,2.052058717394445e-08
1973,3.583582458555057e-08
1974,2.700274448486084e-08
1975,2.1703623787061588e-08
1976,1.942599137105816e-08
1977,3.0559265784546596e-08
1978,3.029701511891858e-08
1979,1.8726314388040066e-08
1980,2.1603573374662233e-08
1981,2.150686878588104e-08
1982,2.6071509173775098e-08
1983,3.599730113990063e-08
1984,2.667543874679268e-08
1985,2.3460676956688076e-08
1986,3.0571876807883314e-08
1987,2.1998940669121225e-08
1988,3.17817344663851e-08
1989,2.3598924814294264e-08
1990,2.3429199136337786e-08
1991,2.6962739596569918e-08
1992,2.0937787115204998e-08
1993,2.7696036852820072e-08
1994,3.2704544739026176e-08
1995,2.7654498857554444e-08
1996,2.4021414635200244e-08
1997,2.3494982959171296e-08
1998,2.145658195562561e-08
1999,2.330802639782803e-08
2000,2.164835433138279e-08
2001,2.5411028836686e-08
2002,2.2782350894701153e-08
2003,2.8335076063257247e-08
2004,2.0702519532012076e-08
2005,3.467887310648621e-08
2006,3.170775142447013e-08
2007,2.4765772377310924e-08
2008,2.9802077583518383e-08
2009,2.1933685090402832e-08
2010,2.6925620510986903e-08
2011,2.0649448262410885e-08
2012,2.2468067212289e-08
2013,2.0918437371175713e-08
2014,1.9272461293518006e-08
2015,1.8397575199391447e-08
2016,1.988486381110377e-08
2017,1.5345229364971402e-08
2018,1.8844707683207673e-08
2019,2.168339613417558e-08
