year,défendant_VERB en_ADP
1919,1.012863304339362e-08
1920,4.543339038320937e-09
1921,2.8019165654313838e-08
1922,1.9182632371439468e-08
1923,6.369568872344189e-09
1924,2.062659898438568e-08
1925,1.2097995494286806e-08
1926,8.916910765321973e-09
1927,2.5643217549387032e-08
1928,2.170947865920425e-08
1929,2.116677166874581e-08
1930,1.2604324695075775e-08
1931,1.9389105432310316e-08
1932,1.6439305028370654e-08
1933,1.3764794637438627e-08
1934,1.7972370258689807e-08
1935,9.574627313213568e-09
1936,2.0612015205756506e-08
1937,1.1332006444320086e-08
1938,5.186085783037697e-09
1939,3.058810094103137e-08
1940,1.7750480196809804e-08
1941,2.6563522936839945e-08
1942,2.1239483061208375e-08
1943,5.806470415592457e-09
1944,0.0
1945,0.0
1946,1.6705325123211878e-08
1947,1.549713246618012e-08
1948,2.174377611297018e-08
1949,9.817008539414473e-09
1950,1.0635361036293034e-08
1951,7.462981344019681e-09
1952,6.326882129314981e-09
1953,2.0470271810957286e-08
1954,2.34540866728139e-08
1955,1.0324168631115072e-08
1956,2.0930739808022736e-08
1957,7.951533653738352e-09
1958,9.099467845885556e-09
1959,7.750747599288843e-09
1960,1.3841666479663672e-08
1961,1.945484662257968e-08
1962,1.712328256964213e-08
1963,2.0044765847160306e-08
1964,1.886030154274465e-08
1965,1.5321720781003023e-08
1966,1.2185964348709888e-08
1967,1.331190557785078e-08
1968,2.155879605392208e-08
1969,1.9529557859776503e-08
1970,2.2533751975473137e-08
1971,1.6442872285971077e-08
1972,1.1286323320369718e-08
1973,1.7090931336838366e-08
1974,2.1939729200060043e-08
1975,1.9419033492340532e-08
1976,2.285410793945175e-08
1977,1.4104276857551667e-08
1978,1.247524139547096e-08
1979,3.043026208793265e-08
1980,1.876099742226245e-08
1981,8.855769062510177e-09
1982,1.4898005495922462e-08
1983,1.4525227243211702e-08
1984,1.91367283131072e-08
1985,1.02264483547998e-08
1986,1.1988970760601347e-08
1987,1.772136820621384e-08
1988,2.5785181989590455e-08
1989,2.1952488271637094e-08
1990,1.6890817855497176e-08
1991,2.05151273746651e-08
1992,1.5978838308061682e-08
1993,1.717154241021035e-08
1994,2.162719947573777e-08
1995,2.0605312733845693e-08
1996,1.8149513891785318e-08
1997,2.0138556933169127e-08
1998,1.6688452286750532e-08
1999,2.1936965050040058e-08
2000,1.6788519352495257e-08
2001,2.1029816110740285e-08
2002,2.453483965991765e-08
2003,2.8335075619168038e-08
2004,1.8500123571962845e-08
2005,2.1617998280376582e-08
2006,2.5119127666783925e-08
2007,2.716246005896039e-08
2008,1.9158479414027596e-08
2009,2.0980047477081598e-08
2010,1.795041404406561e-08
2011,2.02670511206815e-08
2012,1.497871193745226e-08
2013,1.1156500334674746e-08
2014,1.3858849179371191e-08
2015,1.3964425352175347e-08
2016,1.4292246497404903e-08
2017,1.2829617646037406e-08
2018,1.3939919996097672e-08
2019,1.454063036643305e-08
