year,tremblant_VERB en_ADP
1898,5.092519295146758e-09
1899,4.9748205555033564e-09
1900,1.453494924419374e-08
1901,1.1177477832191585e-09
1902,7.365425880312415e-09
1903,2.1600881083827517e-09
1904,4.837162670412454e-09
1905,4.1286072338664326e-09
1906,5.144184522798412e-10
1907,3.5999904168804164e-09
1908,5.893666887857307e-09
1909,7.151278680339601e-09
1910,2.137660271017694e-09
1911,5.3203741412488625e-09
1912,4.688479049441696e-09
1913,1.1666577037772186e-08
1914,1.0045115794721227e-08
1915,1.1780761921542648e-09
1916,1.6481193076955947e-08
1917,0.0
1918,0.0
1919,4.603924186330488e-09
1920,1.4387239843927091e-08
1921,3.0290989716519334e-09
1922,1.623145884366295e-08
1923,4.246379248229459e-09
1924,5.156649773851996e-09
1925,8.798542339150117e-09
1926,3.343841648018042e-09
1927,7.804457524684949e-09
1928,6.8556245125250825e-09
1929,7.798284684668033e-09
1930,3.1510811737689437e-09
1931,1.0264820993199919e-08
1932,3.287861094491973e-09
1933,3.4411986593596566e-09
1934,3.5944740517379614e-09
1935,2.393656828303392e-08
1936,2.424942913137329e-09
1937,8.813782592653752e-09
1938,3.8895642262559704e-09
1939,1.5294050470515685e-09
1940,0.0
1941,1.4757513433494296e-08
1942,0.0
1943,0.0
1944,0.0
1945,8.714016175304096e-09
1946,4.1763312808029696e-09
1947,7.152522574216391e-09
1948,8.697510267552389e-09
1949,1.9634016634739737e-09
1950,8.508289184305795e-09
1951,6.396841056854896e-09
1952,5.272401959466322e-09
1953,1.1851210013347213e-08
1954,2.9317608341017376e-09
1955,4.6928039232341234e-09
1956,6.976913491385517e-09
1957,2.6505113659425206e-09
1958,3.3088973783179654e-09
1959,4.650448692800069e-09
1960,4.152500121534786e-09
1961,2.779263708063695e-09
1962,5.7077609305622445e-09
1963,1.4225317590543796e-08
1964,6.692365273064382e-09
1965,8.755269065297e-09
1966,5.539074865446025e-09
1967,9.86067127950463e-09
1968,8.084548530629121e-09
1969,4.995933389206897e-09
1970,5.058597540852361e-09
1971,5.138397485282553e-09
1972,2.5650734314375256e-09
1973,3.307922269435437e-09
1974,2.2502286700643026e-09
1975,5.140332159925265e-09
1976,7.998937734399192e-09
1977,4.11374712072643e-09
1978,9.504946274496717e-09
1979,7.60756546647201e-09
1980,7.390696055153967e-09
1981,8.855769451088236e-09
1982,6.2075020679230875e-09
1983,5.683784332077835e-09
1984,9.278413870550395e-09
1985,3.6093347199894765e-09
1986,7.792831324682226e-09
1987,7.944062296871834e-09
1988,1.1993107618124554e-09
1989,5.488122178931576e-09
1990,1.6345953479657283e-09
1991,2.6376593798005388e-08
1992,4.958949695321735e-09
1993,5.539207592608619e-09
1994,3.692448513614721e-09
1995,4.337960657352369e-09
1996,1.6014276571496566e-09
1997,3.835915585170824e-09
1998,2.86087753487152e-09
1999,6.8553018817141265e-09
2000,4.8598346458206265e-09
2001,5.257454027685071e-09
2002,3.943099347036849e-09
2003,6.667076779542924e-09
2004,7.928623979580607e-09
2005,8.557124120400772e-09
2006,5.765045940631097e-09
2007,6.790615014740098e-09
2008,9.792111205220166e-09
2009,1.0966842989290626e-08
2010,1.558851697724961e-08
2011,2.064944912283373e-08
2012,1.599998813994752e-08
2013,2.5102125211784454e-08
2014,1.7756650108613492e-08
2015,2.15007805448586e-08
2016,2.402754506469762e-08
2017,2.2388941062212453e-08
2018,2.4523933661591002e-08
2019,2.499967943769832e-08
