year,entendant_VERB en_ADP,entendant_VERB sans_ADP
1900,7.786579381274805e-09,5.19105292084987e-09
1901,4.470991132876634e-09,7.265360757457984e-09
1902,3.928227076954727e-09,7.856454153909453e-09
1903,2.1600881083827517e-09,1.1880484152015924e-08
1904,2.6873125946735854e-09,2.6873125946735854e-09
1905,1.3934049469810361e-08,9.28936660926638e-09
1906,6.6874399351490865e-09,8.745113411201544e-09
1907,6.171411992550446e-09,6.685696440911215e-09
1908,3.929111258571538e-09,3.437972351250096e-09
1909,8.251475058784763e-09,1.2102163715610459e-08
1910,4.809735609789811e-09,3.740905363258662e-09
1911,7.980561100850991e-09,8.51259862599818e-09
1912,6.772247373998397e-09,7.293189607793238e-09
1913,5.302989602995467e-09,6.893886850267705e-09
1914,9.37544086809794e-09,1.0045115850232378e-08
1915,1.4136913861761968e-08,2.3561523843085297e-09
1916,2.197492410260793e-09,2.0876177231343718e-08
1917,2.1932848870420685e-09,6.57985488317081e-09
1918,4.594550517822427e-09,1.4932290071101306e-08
1919,8.287063479883727e-09,9.207848372660976e-10
1920,1.665890891899835e-08,1.665890891899835e-08
1921,1.1359120755116692e-08,2.0446417892117097e-08
1922,8.115729421831475e-09,6.640141769764796e-09
1923,8.492758496458919e-09,6.369568872344189e-09
1924,1.4180787211159895e-08,3.867487219366694e-09
1925,8.798542339150117e-09,9.898360353588487e-09
1926,1.89484357093761e-08,7.802296586589819e-09
1927,1.1149224654616319e-08,1.1149224876660924e-09
1928,1.0283437212876834e-08,3.4278122562625413e-09
1929,1.0026365515614089e-08,1.4482528065684619e-08
1930,5.2518016602221e-09,1.05036033204442e-08
1931,7.983749661377715e-09,2.2810713318222042e-09
1932,1.0959536389520963e-08,2.1919073223131136e-09
1933,4.588264879146209e-09,8.029463538505865e-09
1934,3.5944740517379614e-09,4.7926320689839486e-09
1935,5.98414207075848e-09,2.393656828303392e-09
1936,1.091224355320719e-08,6.0623572828433225e-09
1937,1.0072894518486919e-08,5.0364472592434595e-09
1938,5.186085672015395e-09,5.186085783037697e-09
1939,1.2235240376412548e-08,4.588215141154706e-09
1940,1.0143131667916805e-08,1.7750480196809804e-08
1941,1.4757512545315876e-08,1.4757512545315876e-08
1942,2.1239483061208375e-08,0.0
1943,8.709705845433291e-09,5.806470415592457e-09
1944,6.4263723231761105e-09,1.927911696952833e-08
1945,2.178504043826024e-09,2.178504043826024e-09
1946,5.568441707737293e-09,1.1136883415474585e-08
1947,5.960435700558264e-09,8.344609447874518e-09
1948,5.435944139264848e-09,4.348755133776194e-09
1949,1.2762110479513922e-08,4.908504269707237e-09
1950,1.0635361480382244e-09,1.4889506516624351e-08
1951,7.462981344019681e-09,4.264560704569931e-09
1952,1.2653764258629963e-08,8.435843135146115e-09
1953,1.0773827163745864e-08,8.619061908632375e-09
1954,2.443134050622575e-08,9.772536557761669e-09
1955,4.6928039232341234e-09,1.407841132561316e-08
1956,3.488456634670456e-09,3.488456634670456e-09
1957,4.417518795207798e-09,7.068030161150318e-09
1958,4.1361216673863055e-09,9.099467845885556e-09
1959,6.200598257066758e-09,6.200598368089061e-09
1960,2.7683333403416555e-09,1.245750003153745e-08
1961,6.94815938118154e-09,9.03260666262895e-09
1962,1.8391673961559718e-08,8.878739188311613e-09
1963,9.69907976156037e-09,3.2330267352165265e-09
1964,1.034274621503073e-08,4.867174663303331e-09
1965,1.532172105855878e-08,2.73602163147757e-09
1966,4.985167390003653e-09,4.985167167959048e-09
1967,1.0846738618397467e-08,1.1832805346667641e-08
1968,7.186265249536916e-09,1.5270813474854705e-08
1969,9.991866889436096e-09,4.9959334169624725e-09
1970,9.657322774803134e-09,7.817832603507213e-09
1971,8.221436087474387e-09,3.0830383801472294e-09
1972,5.643161660184859e-09,4.6171320100540925e-09
1973,1.1577728109557484e-08,5.513203671370093e-09
1974,1.1813700351304135e-08,5.06301445213353e-09
1975,1.028066476393974e-08,3.998036124386317e-09
1976,1.0284348428424295e-08,6.8562320265641574e-09
1977,7.639816779203557e-09,9.402850942308305e-09
1978,4.752473081737207e-09,8.316827893040113e-09
1979,3.5111840102075575e-09,8.192762912528906e-09
1980,9.664756106531058e-09,7.390696055153967e-09
1981,7.590659267808775e-09,6.958104314946922e-09
1982,6.828252629986764e-09,5.586751949948621e-09
1983,3.78918940668882e-09,3.157658134966823e-09
1984,8.69851302098823e-09,5.219107590548333e-09
1985,9.023337077529447e-09,3.609334831011779e-09
1986,7.1933827783254856e-09,5.395036861699509e-09
1987,1.3443797186596385e-08,3.0554083707556856e-09
1988,7.195864737408186e-09,3.597932174415064e-09
1989,6.036934174780129e-09,6.036934507847036e-09
1990,2.724325487424295e-09,9.262707045820662e-09
1991,9.378343990285032e-09,7.033758298025106e-09
1992,7.162927639914329e-09,6.611932890088212e-09
1993,9.416652346772025e-09,1.0524494165053966e-08
1994,7.384897138251745e-09,2.1099706426497278e-09
1995,5.9646960148818096e-09,3.795715741716776e-09
1996,1.0676184380997711e-08,3.2028553142993132e-09
1997,1.3905194440333446e-08,6.233362714880286e-09
1998,6.6753808036779105e-09,5.72175506974304e-09
1999,1.4167623435534793e-08,7.312321859131998e-09
2000,7.510653432518666e-09,6.627047355323157e-09
2001,9.200544853760206e-09,5.257454110951798e-09
2002,7.009954394732176e-09,1.0076809331405201e-08
2003,5.8336921959778465e-09,4.583615265119079e-09
2004,8.80958239690699e-09,3.9643119897903034e-09
2005,4.954124332989807e-09,4.503749484463526e-09
2006,1.1530091548195287e-08,7.823991232669414e-09
2007,9.586750782109021e-09,1.1583990877639394e-08
2008,1.1495086743584793e-08,2.9802078582719105e-09
2009,1.0490023072406984e-08,6.198650037703146e-09
2010,1.0392344984566648e-08,7.558068837454357e-09
2011,6.500752380844688e-09,5.7359579308524644e-09
2012,1.191488419038933e-08,6.468080293586809e-09
2013,9.204112250138508e-09,7.809550006676602e-09
2014,1.147685946278898e-08,8.878325144512367e-09
2015,1.0639562120218216e-08,8.866301651200281e-09
2016,1.1806638333666797e-08,9.528163813499191e-09
2017,6.540589680970044e-09,6.289028187111967e-09
2018,9.035133530232997e-09,9.293280145428184e-09
2019,1.0459049626376782e-08,8.16316081397872e-09
