year,veulent_VERB aider_VERB,veulent_VERB céder_VERB
1844,3.2931368743049916e-09,1.3172547497219966e-08
1845,3.348136878855712e-09,1.3392547515422848e-08
1846,1.1123552745573306e-08,5.269050973311096e-09
1847,2.1572894581822766e-09,1.6179670936367074e-09
1848,1.528592186161859e-08,8.045221711050488e-10
1849,1.6758829879393033e-09,8.379414495607307e-09
1850,6.788996032014438e-09,8.146795238417326e-09
1851,1.2898877521649865e-08,2.579775504329973e-09
1852,8.463708844885787e-09,5.859490670445666e-09
1853,1.1346670270029335e-08,8.360704129017904e-09
1854,1.506742641765868e-08,7.79349651480743e-09
1855,7.960405667972736e-09,8.491099379170919e-09
1856,2.2779632402603056e-08,1.1907535402144731e-08
1857,6.345961978126979e-09,2.782460128969433e-08
1858,9.297984604472731e-09,1.1744822003834088e-08
1859,9.675129142294736e-09,2.9025388315062628e-08
1860,3.204028820036342e-09,1.327383358784573e-08
1861,6.6023493339173456e-09,9.903524222920623e-09
1862,4.517986262886353e-10,3.6143890103090826e-09
1863,8.990317823531768e-09,7.491931519609807e-09
1864,9.109982990196386e-09,3.2604148714199255e-08
1865,1.553258677233771e-08,2.118079933666195e-08
1866,1.6056523222118813e-08,2.8220554781910323e-08
1867,1.4073153309368536e-08,1.2132028714972876e-08
1868,1.0373735648272486e-08,5.9278488784286765e-09
1869,1.1720445947105418e-08,5.860222973552709e-09
1870,6.307453670473251e-09,1.0321287824410774e-08
1871,0.0,1.6993883633631413e-08
1872,1.8746751706544273e-08,3.628403577593531e-09
1873,1.7958012854535355e-09,4.788803575905831e-09
1874,1.9716210886144836e-08,2.3898436563030145e-09
1875,1.4875970677508121e-08,1.716458086775674e-09
1876,8.464420275799966e-09,4.232210137899983e-09
1877,1.1132669008873108e-08,9.895705588292003e-09
1878,1.7513357875031943e-08,6.6429977074733415e-09
1879,1.221865097988939e-08,7.331190321480108e-09
1880,1.4119262203848848e-08,5.134277003548959e-09
1881,1.6036766581351003e-08,8.367009307619355e-09
1882,5.324308105514319e-09,1.9966155395678697e-09
1883,1.64302811356265e-08,1.3270612164717477e-08
1884,2.6406787867472303e-09,3.9610181801208455e-09
1885,1.5469526104539e-08,8.379326565943757e-09
1886,7.744156427236248e-09,1.0325542199041138e-08
1887,2.3504128421336645e-08,2.6115698492645834e-09
1888,2.53624587998047e-09,7.60873763994141e-09
1889,4.385595886446936e-09,8.771191772893872e-09
1890,7.209825181320184e-09,9.831579994568074e-09
1891,1.211101796627645e-08,1.211101796627645e-08
1892,6.268512375839919e-10,9.402768341715273e-09
1893,1.970693297437265e-08,6.15841644346915e-09
1894,7.561847148451761e-09,1.8904617871129403e-09
1895,1.0833506536300774e-08,1.023164486468886e-08
1896,4.009979548413867e-08,5.897029087265082e-09
1897,1.2236098356765979e-08,4.078699600285063e-09
1898,1.9804241802034994e-08,9.619203211741478e-09
1899,8.291367592505594e-09,3.3165470370022376e-09
1900,4.671947717582725e-09,1.0901211489056095e-08
1901,1.0059729937950124e-08,7.265360757457984e-09
1902,1.178468167495339e-08,2.455141867585553e-09
1903,1.83607493653426e-08,1.5660639007819555e-08
1904,4.299700151477737e-09,4.837162670412454e-09
1905,9.805441791854719e-09,7.741138396966107e-09
1906,1.0802787109298606e-08,6.6874399351490865e-09
1907,1.337139288182243e-08,7.199980611716228e-09
1908,2.6030361865991836e-08,5.893666887857307e-09
1909,9.351672325408344e-09,1.0451868703853506e-08
1910,1.1757131268552712e-08,6.947395991829808e-09
1911,6.916486494645824e-09,3.1922244847493175e-09
1912,1.614920641657136e-08,9.376957876838787e-09
1913,1.2727175757731857e-08,7.42418571064718e-09
1914,1.4063162190325329e-08,1.2723813114234872e-08
1915,1.6493066468115103e-08,7.068456930880984e-09
1916,2.5271162940043723e-08,1.0987462051303964e-09
1917,3.947912929902486e-08,6.57985488317081e-09
1918,3.675640414257941e-08,6.89182577673364e-09
1919,3.4069039145379065e-08,1.5653341733923298e-08
1920,1.2872794385998532e-08,1.0601124422748853e-08
1921,8.330022005509363e-09,5.300923255902035e-09
1922,2.7298360905092522e-08,1.3280283539529592e-08
1923,1.8047112249064412e-08,2.1231896241147297e-09
1924,1.933743654092268e-08,3.867487219366694e-09
1925,1.7597084678300234e-08,1.7597084678300234e-08
1926,1.0031524944054127e-08,8.916910765321973e-09
1927,1.7838759802657478e-08,8.919379901328739e-09
1928,1.9424270192303084e-08,7.998228745975666e-09
1929,1.1140405931087116e-08,1.2254447234738564e-08
1930,9.453243521306831e-09,4.201441416995522e-09
1931,1.710803587684495e-08,1.0264820993199919e-08
1932,2.9590749406338546e-08,3.287861094491973e-09
1933,8.02946331646126e-09,8.02946331646126e-09
1934,1.3179738189705859e-08,2.3963160344919743e-09
1935,2.0346082152400413e-08,7.180970484910176e-09
1936,9.699771652549316e-09,2.0612015205756506e-08
1937,7.554670666820584e-09,6.295559185076627e-09
1938,1.8151300906765755e-08,2.5930428915188486e-09
1939,9.176430282309411e-09,6.117620188206274e-09
1940,1.7750480196809804e-08,2.5357829169792012e-09
1941,1.4757512545315876e-08,0.0
1942,6.068423541449874e-09,1.8205270180260413e-08
1943,1.1612940831184915e-08,8.709705845433291e-09
1944,1.927911696952833e-08,3.2131861615880553e-09
1945,2.832055301382752e-08,6.535512131478072e-09
1946,2.3665876369705074e-08,5.568441707737293e-09
1947,2.622591566137089e-08,8.344609447874518e-09
1948,2.717971980814582e-08,8.697510267552389e-09
1949,2.4542520904446974e-08,4.908504269707237e-09
1950,7.444753258312176e-09,4.2541445921528975e-09
1951,3.0918066329377325e-08,5.330700769690111e-09
1952,1.4762725264461096e-08,5.272402070488624e-09
1953,1.508335856215126e-08,3.232148326759443e-09
1954,3.224936762080688e-08,2.9317608341017376e-09
1955,1.1262729415761896e-08,1.1262729415761896e-08
1956,2.8779767902165077e-08,2.616342476002842e-09
1957,2.1204090927540165e-08,4.417518795207798e-09
1958,3.1434524316864554e-08,4.9633461784992505e-09
1959,3.100299039715537e-08,3.100299128533379e-09
1960,2.7683332959327345e-08,0.0
1961,2.223410966450956e-08,0.0
1962,3.868593267952747e-08,5.0735651235811474e-09
1963,3.620989730279689e-08,3.879631726988464e-09
1964,3.285342842218597e-08,3.6503808864551957e-09
1965,2.2982582947861374e-08,4.377634699181954e-09
1966,2.326411419062424e-08,3.8773522170743036e-09
1967,3.69775179365206e-08,6.902469706915326e-09
1968,3.817703486674873e-08,4.042274071025531e-09
1969,2.4071315607443466e-08,5.904285060864822e-09
1970,2.6672605457633836e-08,5.518470125309705e-09
1971,3.1858064630796434e-08,1.0790635052160269e-08
1972,2.8728821988011077e-08,2.565073486948677e-09
1973,3.583582497412863e-08,4.410563025913916e-09
1974,3.600365872102884e-08,5.625571564138454e-09
1975,3.998036035568475e-08,3.998036124386317e-09
1976,2.856763359204706e-08,3.9994687561772935e-09
1977,3.584836960612847e-08,5.289103821581875e-09
1978,2.4356424432880885e-08,3.5643548113029055e-09
1979,3.3941446986318624e-08,8.777959692451986e-09
1980,2.1603572264439208e-08,5.6851505725319385e-09
1981,3.415796712147312e-08,1.8976649140967083e-09
1982,2.855450986771757e-08,3.7245013739806154e-09
1983,3.8523428003145455e-08,4.4207211225000265e-09
1984,3.189454744756404e-08,6.378909400694965e-09
1985,3.9101127669027846e-08,6.015557829641693e-09
1986,4.615753823600244e-08,2.3977941854269602e-09
1987,4.3386798154188e-08,2.4443267410134695e-09
1988,3.537966719591168e-08,5.99655392008458e-09
1989,3.786804469996241e-08,7.134558721588746e-09
1990,3.378163526690514e-08,4.358920779878872e-09
1991,3.9271817797725816e-08,4.68917216167597e-09
1992,2.6998726809779328e-08,7.162927584403178e-09
1993,4.763718308709031e-08,2.2156829704300662e-09
1994,4.589186275438806e-08,4.747434001473039e-09
1995,2.8196744494835002e-08,1.626735190995987e-09
1996,4.163711864180186e-08,4.270473752399084e-09
1997,3.4523239378358994e-08,4.794894259418925e-09
1998,4.815810683567179e-08,2.86087753487152e-09
1999,4.433094957789763e-08,5.484241505371301e-09
2000,4.7272937564457607e-08,3.092622158362701e-09
2001,4.162151157061089e-08,5.695575122643959e-09
2002,3.50497728618393e-08,5.257465574004527e-09
2003,4.3752692135967663e-08,5.416999737661854e-09
2004,4.492887129003975e-08,5.726228824443069e-09
2005,4.1434496722558833e-08,3.602999676388663e-09
2006,3.706101026068609e-08,2.8825228870488218e-09
2007,3.7947554432093966e-08,5.192823504529542e-09
2008,4.0871420026178384e-08,3.8316958494988285e-09
2009,4.005281795116389e-08,2.384096253749135e-09
2010,3.4011311100812236e-08,2.3618964561933353e-09
2011,4.397567821001758e-08,3.823971805871906e-09
2012,3.4042528795907856e-08,3.744677901096338e-09
2013,4.1000138395475005e-08,5.29933741333366e-09
2014,3.702911399727782e-08,4.114345752981308e-09
2015,2.7263876489769245e-08,4.211493376260478e-09
2016,3.769838841094497e-08,4.142679976837371e-09
2017,4.226227190429199e-08,3.018733707449428e-09
2018,4.595010594243831e-08,4.904786798931582e-09
2019,3.010165627870265e-08,4.08158040698936e-09
