year,pourront_VERB avoir_VERB,pourront_VERB savoir_VERB
1986,3.087160109771503e-07,9.591176741707841e-09
1987,3.6420468063624867e-07,9.777306964053878e-09
1988,3.0582424415115383e-07,2.398621523624911e-09
1989,3.216039488052047e-07,5.488121956886971e-09
1990,2.8332985380075115e-07,4.358920779878872e-09
1991,2.8545335339913436e-07,4.68917216167597e-09
1992,2.743952336459188e-07,2.2039776670368383e-09
1993,2.9745544338766194e-07,3.323524566667402e-09
1994,2.8537351681734435e-07,3.6924485691258724e-09
1995,2.82509688531718e-07,4.337960657352369e-09
1996,2.4875510007404955e-07,3.736664311304594e-09
1997,2.6419868959237647e-07,5.274384040632185e-09
1998,2.493731585673231e-07,2.3840645013706308e-09
1999,2.408496015959827e-07,9.140402212892695e-09
2000,2.717089273573947e-07,4.859834756842929e-09
2001,2.2782300845847203e-07,7.0099388516098315e-09
2002,2.6900698912868393e-07,5.257465574004527e-09
2003,2.354311448016233e-07,3.333538334260311e-09
2004,2.6957323484566587e-07,7.488145215006625e-09
2005,2.589655991869222e-07,4.5037495954858286e-10
2006,2.450144620524952e-07,6.58862386870851e-09
2007,2.145035438161358e-07,1.997239706952314e-09
2008,2.2351558470745658e-07,1.7029758714315335e-09
2009,2.488996528882126e-07,3.337734755248789e-09
2010,2.2438017310832947e-07,9.447585824773341e-09
2011,2.068768907292906e-07,2.6767803529281764e-09
2012,2.066381341592205e-07,3.4042526575461807e-09
2013,1.609325153140162e-07,3.904775169871755e-09
2014,1.6544001368856698e-07,2.815078836704288e-09
2015,1.7909928828885313e-07,4.654808538617772e-09
2016,2.0361272845548228e-07,4.142679976837371e-09
2017,1.4414453630706703e-07,2.7671724911471074e-09
2018,1.4765988964882126e-07,2.8396134332808742e-09
2019,1.3188606828862248e-07,3.826481798085979e-09
