year,devait_VERB aider_VERB,devait_VERB céder_VERB
1911,4.309503154331651e-08,1.1013174372465073e-07
1912,6.615965020273507e-08,9.793711797101423e-08
1913,4.454511426388308e-08,9.015082724772583e-08
1914,4.218948390644073e-08,9.509376042160511e-08
1915,8.599955947374838e-08,1.6610874808975495e-07
1916,4.8344833913915863e-08,1.2965205087311915e-07
1917,3.180263163926611e-08,8.882803825827068e-08
1918,5.054005569604669e-08,1.1371512442792664e-07
1919,3.867296172188617e-08,1.7955304087990953e-07
1920,6.057785384427916e-08,1.0828291152620295e-07
1921,4.998013380941302e-08,8.784387262039672e-08
1922,5.2383342108441866e-08,7.156597092716765e-08
1923,4.777176698667063e-08,1.0191310195750702e-07
1924,5.801231139912488e-08,1.1344629768927916e-07
1925,5.609070896639423e-08,9.238469544925465e-08
1926,6.13037585139864e-08,1.1703445323973938e-07
1927,6.578042643923254e-08,9.476841000832792e-08
1928,5.141718517620575e-08,1.1426040913420366e-07
1929,5.3473950600846365e-08,8.021092412491271e-08
1930,6.19712636762415e-08,1.1448928205481934e-07
1931,4.334035708097872e-08,1.3230213369297417e-07
1932,5.589363638591749e-08,1.3041848490047414e-07
1933,7.685343916818965e-08,1.6403046743107552e-07
1934,5.152079296522061e-08,1.317973783443449e-07
1935,9.095896302824258e-08,1.029272453934027e-07
1936,6.66859278908305e-08,1.2488456491155375e-07
1937,6.547381303789734e-08,1.120609525173677e-07
1938,3.241303758727554e-08,1.1668692678767911e-07
1939,3.8235125288110794e-08,1.2082300315796601e-07
1940,6.085878823114399e-08,8.875240098404902e-08
1941,3.5418032950929046e-08,1.0920559390115159e-07
1942,4.8547388331598995e-08,1.0923162108156248e-07
1943,7.548411673496958e-08,1.335488235554294e-07
1944,5.7837350908584995e-08,1.4780655988033686e-07
1945,6.753362669087437e-08,1.1110370934375169e-07
1946,7.65660743695662e-08,1.3921103914071864e-07
1947,5.602809238780537e-08,1.3947419574833475e-07
1948,7.719040695519652e-08,1.1850357850562432e-07
1949,5.3993545634511975e-08,1.0798709126902395e-07
1950,4.679559140186029e-08,1.1805251176610909e-07
1951,6.290227361205325e-08,1.162092786444191e-07
1952,6.959570697517847e-08,1.0228459501604448e-07
1953,7.864893802889128e-08,1.0666089167443715e-07
1954,7.231676590890856e-08,9.577085080536563e-08
1955,6.945349895204345e-08,8.634759041115103e-08
1956,4.7966278060584955e-08,8.459507228053553e-08
1957,5.6544241289202546e-08,7.068030072332476e-08
1958,4.880623549752272e-08,7.941353885598801e-08
1959,7.363210130506559e-08,9.688434943200264e-08
1960,7.33608302994071e-08,9.965999936412118e-08
1961,4.863711566827078e-08,1.0630683533463525e-07
1962,7.29325009274362e-08,9.956871593885808e-08
1963,7.500621990175205e-08,9.246456045275409e-08
1964,6.327326929067567e-08,1.0890303059341022e-07
1965,5.1984411442163037e-08,9.90439872339266e-08
1966,7.034624616153451e-08,8.917910321315503e-08
1967,5.867099517331553e-08,9.564850955712245e-08
1968,6.602381574793981e-08,8.174377086334061e-08
1969,6.540130925714038e-08,7.948076330421827e-08
1970,4.1388524607555155e-08,1.0761016255855793e-07
1971,5.3953172596266086e-08,7.450676520193156e-08
1972,5.950970205503836e-08,9.285565738537116e-08
1973,6.615844228008427e-08,8.876258306145246e-08
1974,4.894247496167736e-08,8.550868813017587e-08
1975,4.9118728639996334e-08,8.452990840623897e-08
1976,6.113473460800378e-08,8.398884432381237e-08
1977,5.5241748952994385e-08,8.580101251709493e-08
1978,4.514849294423584e-08,9.029698588847168e-08
1979,5.559374827157626e-08,8.543881335754122e-08
1980,6.65162644963857e-08,6.82218086467401e-08
1981,7.906936616564053e-08,6.57857128771866e-08
1982,7.759378206628753e-08,7.883527786134437e-08
1983,6.189009837953563e-08,1.0609731049271431e-07
1984,8.292582265312376e-08,6.900820181954259e-08
1985,6.677269226429416e-08,6.857736423171445e-08
1986,8.032610310237942e-08,7.433161641756669e-08
1987,7.210763897091965e-08,8.61625153447676e-08
1988,6.65617463369017e-08,9.414589641210114e-08
1989,7.079677288857056e-08,9.659095212555258e-08
1990,8.281949703814462e-08,8.009516960783003e-08
1991,5.8028504668072856e-08,8.440510157470271e-08
1992,6.722132184222573e-08,7.493524378787697e-08
1993,6.093128490647359e-08,6.20391205075066e-08
1994,6.751906056479129e-08,6.277162611922904e-08
1995,6.506940763983948e-08,7.537206414554021e-08
1996,9.875470396991659e-08,6.939519892057433e-08
1997,7.288239345371039e-08,6.569005250867122e-08
1998,6.055524437442728e-08,7.342919161601458e-08
1999,5.7127515162846976e-08,6.398281726660571e-08
2000,7.245571964631381e-08,6.671227481547248e-08
2001,6.177508282689814e-08,6.177508282689814e-08
2002,6.440395594609072e-08,7.31663973851937e-08
2003,6.625407422689022e-08,7.29211535599461e-08
2004,7.047665917525592e-08,6.166708033106261e-08
2005,7.611336627633136e-08,7.566299586869718e-08
2006,7.28866496046976e-08,7.618096020678422e-08
2007,8.308517607247268e-08,6.471056934742592e-08
2008,7.961412507029308e-08,6.811903574543976e-08
2009,8.296655096273753e-08,6.723151102505653e-08
2010,9.589300020707014e-08,5.763027388638875e-08
2011,8.1450600930566e-08,4.8182048573153224e-08
2012,8.953184504889578e-08,6.672335217672298e-08
2013,9.594590011374748e-08,6.721791123709409e-08
2014,9.809466661181432e-08,7.124315004602977e-08
2015,9.619937202387518e-08,7.9575059430681e-08
2016,9.921718913119548e-08,9.113896481949268e-08
2017,9.408386603126928e-08,6.565745280795454e-08
2018,1.1151936263331663e-07,7.976731808412296e-08
2019,1.0152930940421356e-07,6.964196330727646e-08
