year,écoutant_VERB en_ADP
1934,1.7972370258689807e-08
1935,1.9149254626427137e-08
1936,1.4549657478823974e-08
1937,8.813782592653752e-09
1938,1.1668692678767911e-08
1939,6.117620188206274e-09
1940,5.0715658339584024e-09
1941,8.854508237732261e-09
1942,1.8205270180260413e-08
1943,8.709705845433291e-09
1944,6.4263723231761105e-09
1945,1.3071024262956144e-08
1946,1.9489545977080525e-08
1947,1.907339353124371e-08
1948,1.4133454406817236e-08
1949,8.835307596655184e-09
1950,7.444753258312176e-09
1951,1.919052317056469e-08
1952,1.687168627029223e-08
1953,1.0773827385790469e-08
1954,7.818028890937967e-09
1955,8.447047505910632e-09
1956,5.232684729961079e-09
1957,9.718541527092839e-09
1958,2.1507833403155985e-08
1959,6.975672928177801e-09
1960,1.038124963770315e-08
1961,9.03260666262895e-09
1962,1.3318108227355907e-08
1963,1.2932106829843804e-08
1964,1.4601523545820783e-08
1965,1.3680108601477059e-08
1966,1.5509408868297214e-08
1967,1.1832805346667641e-08
1968,1.2126823101255013e-08
1969,1.3171097934527864e-08
1970,9.657322941336588e-09
1971,1.2845993713206383e-08
1972,3.0780880067027283e-09
1973,8.269805285010534e-09
1974,1.1251143128276908e-08
1975,1.5420996479775795e-08
1976,8.570290255249802e-09
1977,9.990529292736028e-09
1978,1.0099005187669263e-08
1979,1.053355236368958e-08
1980,6.253665585376211e-09
1981,6.3255494731073725e-09
1982,1.179425412889401e-08
1983,6.315316269933646e-09
1984,1.1598016769198694e-08
1985,9.02333674446254e-09
1986,1.0790073723399018e-08
1987,1.2832715334809564e-08
1988,8.395175166153734e-09
1989,1.0976243913773942e-08
1990,8.172976073694826e-09
1991,8.7921980806982e-09
1992,1.0468894195980738e-08
1993,4.985286850001103e-09
1994,5.274926717646622e-09
1995,1.5725107771480396e-08
1996,1.1209993600047596e-08
1997,1.4384683777457496e-08
1998,1.859570453177639e-08
1999,1.1882523409667556e-08
2000,1.9439339027371716e-08
2001,1.8839211080035057e-08
2002,1.2267420579359367e-08
2003,1.1667384391955693e-08
2004,1.6297727084557678e-08
2005,1.7114248795913056e-08
2006,2.0177660764453265e-08
2007,9.586750948642475e-09
2008,2.639612536881053e-08
2009,1.2874119548200724e-08
2010,2.7398000146394708e-08
2011,2.3708627033824925e-08
2012,3.165955103634488e-08
2013,3.625862515788114e-08
2014,3.9411100966058044e-08
2015,2.9037137694309934e-08
2016,3.314143995347685e-08
2017,2.8929530770938072e-08
2018,3.872200027288386e-08
2019,3.061185355202056e-08
