year,durent_VERB avoir_VERB,durent_VERB savoir_VERB
1869,8.83916939642404e-08,4.883519144627257e-10
1870,1.0493309332559875e-07,1.1468097582678638e-09
1871,8.921789174110017e-08,2.1242354542039266e-09
1872,1.4634561296134052e-07,1.0280476914203973e-08
1873,1.0595228161491832e-07,3.591602570907071e-09
1874,1.7625096404572105e-07,0.0
1875,1.1443054148685405e-07,2.2886108563824337e-09
1876,9.37132327294421e-08,1.209202959984168e-09
1877,1.2184086983779707e-07,1.8554447978047506e-09
1878,1.2802867388472805e-07,6.039088673581716e-10
1879,1.1485531814514616e-07,2.443730107160036e-09
1880,1.1038695646448105e-07,6.417846254436199e-10
1881,1.1225737495124122e-07,2.091752326904839e-09
1882,1.0648616211028639e-07,3.3276925659464496e-09
1883,8.594300737740923e-08,0.0
1884,1.241119065298335e-07,0.0
1885,1.0570842334800545e-07,3.86738152613475e-09
1886,7.098810073102868e-08,0.0
1887,6.202478175509896e-08,0.0
1888,1.0081577528353591e-07,1.268122939990235e-09
1889,8.833842457534047e-08,3.132568426877924e-09
1890,9.897123476321212e-08,0.0
1891,6.884157954800685e-08,6.374220040683554e-10
1892,9.152027757863834e-08,0.0
1893,6.404753349897874e-08,6.158416554491453e-10
1894,9.326278416210698e-08,1.2603078580752936e-09
1895,9.027921521465032e-08,0.0
1896,1.2678611938099493e-07,2.948514543632541e-09
1897,6.5259193604561e-08,0.0
1898,8.544115814856923e-08,4.52668391659472e-09
1899,6.909473171390346e-08,4.4220627160029835e-09
1900,9.499627395825883e-08,0.0
1901,8.327221223680681e-08,1.676621730339889e-09
1902,7.070809004972034e-08,0.0
1903,9.126372191303744e-08,1.6200660812870638e-09
1904,1.0265534200470938e-07,5.374625189347171e-10
1905,1.001187257543279e-07,2.580379465655369e-09
1906,7.716276684277545e-08,5.144184522798412e-10
1907,7.045695582519329e-08,1.5428529565042481e-09
1908,1.0019233798175264e-07,3.929111258571538e-09
1909,7.536347368386487e-08,2.7504918342913243e-09
1910,8.497199388557419e-08,7.481810726517324e-09
1911,5.7460042057755345e-08,5.320374141248863e-10
1912,5.365703970028335e-08,0.0
1913,5.3560196278112926e-08,0.0
1914,7.165515825136026e-08,2.0090231700464756e-09
1915,5.654765544704787e-08,0.0
1916,6.812226160946011e-08,4.394984820521586e-09
1917,5.483212106582869e-08,0.0
1918,8.844509835626013e-08,0.0
1919,6.997964874244644e-08,0.0
1920,6.587841738792122e-08,3.786115865267448e-09
1921,8.405749696294151e-08,3.0290989716519334e-09
1922,8.337067214370109e-08,1.4755870969551665e-09
1923,6.475728042687479e-08,0.0
1924,8.121723737986031e-08,0.0
1925,6.928851803422731e-08,0.0
1926,6.576221522891501e-08,0.0
1927,7.358488574027433e-08,3.3447675740205796e-09
1928,7.198406137831626e-08,0.0
1929,8.466708578680482e-08,2.2280812750352652e-09
1930,7.142450186847782e-08,3.1510811737689437e-09
1931,7.299428261831054e-08,0.0
1932,8.76762911161677e-08,0.0
1933,9.061822936473618e-08,0.0
1934,8.147474517272713e-08,0.0
1935,7.4203363453762e-08,0.0
1936,1.0548501450102776e-07,0.0
1937,8.058315614789535e-08,0.0
1938,7.779128452511941e-08,0.0
1939,9.482311469355409e-08,4.588215141154706e-09
1940,5.325144059042941e-08,2.5357829169792012e-09
1941,1.151085982087352e-07,2.9515025978810172e-09
1942,4.5513175450651033e-08,6.068423541449874e-09
1943,1.1612940653549231e-07,2.9032352077962287e-09
1944,6.105053529381621e-08,0.0
1945,7.84261473540937e-08,2.178504043826024e-09
1946,6.40370814153357e-08,0.0
1947,4.4107220986688844e-08,5.960435700558264e-09
1948,6.631851334759631e-08,1.0871887834440486e-09
1949,4.908504180889395e-08,1.9634016634739737e-09
1950,6.274863295629984e-08,7.444753258312176e-09
1951,6.183613265875465e-08,2.1322803522849654e-09
1952,6.221434034614504e-08,4.2179215675730575e-09
1953,5.4946518446286063e-08,2.1547654771580937e-09
1954,4.202190595492539e-08,2.9317608341017376e-09
1955,4.598947711542678e-08,0.0
1956,4.098936656760088e-08,8.72114158667614e-10
1957,4.59421976017893e-08,0.0
1958,6.783239570040678e-08,1.6544486891589827e-09
1959,3.8753739772801055e-08,7.750747821333448e-10
1960,3.8064584373387333e-08,0.0
1961,6.531269747256374e-08,6.948159270159238e-10
1962,4.058852098864918e-08,6.341956404476434e-10
1963,3.9442923593924206e-08,1.939815863494232e-09
1964,4.806334885643082e-08,0.0
1965,6.292849974443016e-08,0.0
1966,7.034624616153451e-08,0.0
1967,5.4233691315630495e-08,9.860671168482327e-10
1968,5.61426993783698e-08,4.042274071025531e-09
1969,5.94970259726324e-08,4.5417578031781147e-10
1970,3.9089162129357646e-08,4.5987250119061684e-10
1971,5.087013477123037e-08,1.0276794970565106e-09
1972,5.899669019981957e-08,1.0260293725750103e-09
1973,4.9067512719602746e-08,2.205281512956958e-09
1974,4.219178606490459e-08,0.0
1975,3.5982324675387645e-08,0.0
1976,4.8564977817022736e-08,1.142705374768127e-09
1977,3.761140376923322e-08,0.0
1978,4.7524729041015235e-08,0.0
1979,4.506019379846293e-08,0.0
1980,4.946081233470068e-08,0.0
1981,3.6055631369436014e-08,6.325549528618524e-10
1982,3.47620137119975e-08,1.2415004579935385e-09
1983,3.220811350956865e-08,1.89459470334441e-09
1984,3.3054348591576854e-08,5.799008495621649e-10
1985,3.0679345286444004e-08,0.0
1986,3.057187569766029e-08,0.0
1987,3.666490044906823e-08,0.0
1988,3.657897806874644e-08,1.1993107618124554e-09
1989,3.2928731741321826e-08,0.0
1990,4.90378582185258e-08,5.44865097484859e-10
1991,3.106576684785978e-08,5.861465202094962e-10
1992,2.4794749364787094e-08,5.509944167592096e-10
1993,3.212740296021366e-08,0.0
1994,3.797947201178431e-08,0.0
1995,4.0668382439434936e-08,0.0
1996,3.84342655479486e-08,1.6014276571496566e-09
1997,2.8289877107567918e-08,0.0
1998,2.9085589048349902e-08,9.536258449571733e-10
1999,3.153438754566196e-08,0.0
2000,3.49024489310068e-08,0.0
2001,2.4096664219541708e-08,0.0
2002,2.6725450297249154e-08,4.38122149670761e-10
2003,2.0417921575699438e-08,8.333845835650777e-10
2004,2.5107310008820605e-08,0.0
2005,2.2518747755384538e-08,4.5037495954858286e-10
2006,2.3471972809829822e-08,4.1178899179428186e-10
2007,1.8774054311165855e-08,0.0
2008,1.702975893635994e-08,4.257439678578834e-10
2009,2.6701878041990312e-08,0.0
2010,1.369900015646408e-08,4.723793023408973e-10
2011,1.873746313663105e-08,0.0
2012,1.7021264397953928e-08,6.808505426114664e-10
2013,1.840822605458925e-08,2.789125042035323e-10
2014,3.724565544871439e-08,0.0
2015,2.7042219130635203e-08,0.0
2016,3.04486995617026e-08,1.0356699942093428e-09
2017,2.0124890198758294e-08,5.031222660711876e-10
2018,1.755397427416483e-08,7.744400121190154e-10
2019,3.3673039467885246e-08,2.55098775436835e-10
