year,tout_DET an_NOUN,tout_DET sang_NOUN
1959,4.1854038901334434e-08,3.255313996142206e-08
1960,3.668041603788197e-08,4.498541628095154e-08
1961,3.7520061002549454e-08,3.682524463144432e-08
1962,3.9320131595133034e-08,4.4393695497468855e-08
1963,3.233026713012066e-08,3.556329186693574e-08
1964,4.3804573079953e-08,2.7986255035639118e-08
1965,3.5021076982832966e-08,2.8454625877749606e-08
1966,2.6587559043278475e-08,3.046491081626357e-08
1967,4.7824256055317704e-08,3.254021407883556e-08
1968,3.27873352912178e-08,5.120214185971861e-08
1969,3.179230539940292e-08,3.542571158643426e-08
1970,2.3913370506001286e-08,2.7132476931868155e-08
1971,3.5454943092538826e-08,2.4664308040378558e-08
1972,3.385896840679692e-08,2.770279222685801e-08
1973,2.3155456718715328e-08,2.425809619843733e-08
1974,2.5315072926801463e-08,2.644018609609944e-08
1975,2.341706872854843e-08,2.4559365208176587e-08
1976,3.713792601223176e-08,2.7424929771591167e-08
1977,2.9971587101051966e-08,2.7033195959536016e-08
1978,2.5544542925359792e-08,1.9603952239322098e-08
1979,2.5163484851375983e-08,3.160065631391262e-08
1980,2.2172088387506506e-08,3.524793368292478e-08
1981,2.150686922997025e-08,3.858585051474961e-08
1982,1.6760255627801257e-08,2.358850825778802e-08
1983,1.957747897129991e-08,2.5261264635645375e-08
1984,1.3337719650952096e-08,2.145633182237816e-08
1985,1.02264483547998e-08,2.8874678426049627e-08
1986,1.7983456945813714e-08,4.13619489769701e-08
1987,2.13878585952898e-08,3.727598363312268e-08
1988,1.3792073927376691e-08,3.298104522819756e-08
1989,1.0427432250992297e-08,2.2501301488730974e-08
1990,7.628111586832631e-09,2.7788120249283565e-08
1991,8.20605094986604e-09,3.223805933316726e-08
1992,6.060938473329003e-09,2.0937787115204998e-08
1993,1.1632335650268999e-08,1.7725464318552042e-08
1994,1.8989735950381004e-08,3.4814515492698206e-08
1995,1.0844901865425527e-08,2.4401029197207436e-08
1996,1.0676184603042316e-08,2.455522474242855e-08
1997,6.233362936924891e-09,2.1097535385372623e-08
1998,1.144350969539687e-08,1.6211639364271946e-08
1999,1.416762326900134e-08,2.559312717309581e-08
2000,1.1045078296412214e-08,2.120655184789655e-08
2001,7.448060113102173e-09,2.1906058966791875e-08
2002,7.448076710936391e-09,2.190610659535963e-08
2003,5.833692029444393e-09,2.2084691408963408e-08
2004,1.1452457482352685e-08,2.4226351813538827e-08
2005,8.557124120400772e-09,3.3778121077965295e-08
2006,1.1118302611912156e-08,1.523619230781037e-08
2007,1.0385646564969875e-08,2.4765772987933588e-08
2008,9.792111205220166e-09,1.8306989868488444e-08
2009,1.0966842323156811e-08,2.5271420067696226e-08
2010,4.2514138876015295e-09,3.117703339938771e-08
2011,7.64794394481072e-09,3.556293881601391e-08
2012,3.744677928851914e-09,3.1319124182971336e-08
2013,3.904775169871755e-09,4.602056180580405e-08
2014,4.7639794331644225e-09,4.720670654378978e-08
2015,6.649726325136385e-10,4.965128863609891e-08
2016,4.349813981230355e-09,5.364770849780598e-08
2017,1.0062445598979508e-09,3.5973240941622464e-08
2018,5.421080029321956e-09,3.975458851002145e-08
2019,5.101975730781305e-09,4.387698870900181e-08
