year,voulaient_VERB avoir_VERB,voulaient_VERB savoir_VERB
1885,1.637191502368296e-07,7.7347630522695e-09
1886,1.503657074408693e-07,2.5168509054651622e-08
1887,1.0903303859777225e-07,2.8727267675776602e-08
1888,1.3188478931169811e-07,2.4728397107764977e-08
1889,1.196641079559413e-07,6.202485280937253e-08
1890,1.2584422393047134e-07,2.0974036729626278e-08
1891,8.796423855983448e-08,3.569563133964948e-08
1892,9.4654538429495e-08,1.0656471260972467e-08
1893,7.944357349742859e-08,3.4487133149241345e-08
1894,1.2035940244459198e-07,3.0877544077156927e-08
1895,8.546432894718237e-08,5.055636265183239e-08
1896,1.3445226443309366e-07,3.066455178668548e-08
1897,1.3692776690277242e-07,3.379494017963225e-08
1898,6.507108452069588e-08,2.998928039232851e-08
1899,1.210539721796522e-07,2.819064981451902e-08
1900,1.1108853925634321e-07,3.322274011452464e-08
1901,1.1401027677493403e-07,2.4031576728589243e-08
1902,8.789407957010553e-08,2.1605249145295602e-08
1903,1.0206416334312962e-07,1.7280704867062013e-08
1904,1.1071728067690856e-07,3.7622378101787035e-08
1905,8.618467717269596e-08,2.580379465655369e-08
1906,9.002322798323803e-08,1.9547901075611662e-08
1907,1.0285686613542566e-07,2.4171363577352167e-08
1908,9.577208714972585e-08,3.830883343880487e-08
1909,8.471514689745163e-08,2.8055016088046614e-08
1910,7.428369741546703e-08,3.4202564336283103e-08
1911,9.949099677442064e-08,2.926205766584644e-08
1912,9.481146889811498e-08,2.2921453179947093e-08
1913,9.969620862193551e-08,2.5454351515463713e-08
1914,7.701255100300841e-08,2.74566485103378e-08
1915,9.071186468645465e-08,5.0657277483878715e-08
1916,9.119593613604593e-08,3.735737053034427e-08
1917,9.102132025873289e-08,4.386569685266295e-08
1918,1.0222874635701373e-07,3.101321510712296e-08
1919,1.0036554698444888e-07,3.222746869369075e-08
1920,1.1888403861348706e-07,3.33178178379967e-08
1921,9.238751630391562e-08,2.9533714140939082e-08
1922,9.00108148016443e-08,5.2383342108441866e-08
1923,7.961961046021315e-08,4.140219900250486e-08
1924,8.895220560134476e-08,4.512068585427187e-08
1925,8.248633776020142e-08,3.079489729884699e-08
1926,9.697140512798796e-08,3.6782257240020044e-08
1927,8.807887752482202e-08,4.7941668412931904e-08
1928,8.569531217972326e-08,1.9424270192303084e-08
1929,9.469345485513259e-08,3.4535258208734376e-08
1930,7.877702756786675e-08,2.7309368988426286e-08
1931,6.957267828511249e-08,4.219981875053236e-08
1932,9.096415709564099e-08,3.507051715700982e-08
1933,8.25887696009886e-08,2.2941325283909464e-08
1934,6.470052937856963e-08,4.4331848414458364e-08
1935,6.462873614054843e-08,2.752705441366743e-08
1936,6.183604739362636e-08,4.7286388138445545e-08
1937,7.680581859403901e-08,3.399602022113868e-08
1938,6.871563584809337e-08,3.8895642262559704e-08
1939,4.129393715857077e-08,5.352917753498332e-08
1940,7.353770570261986e-08,5.0715659227762444e-08
1941,6.198155233505531e-08,4.7224041566096275e-08
1942,8.799214157306778e-08,2.4273694165799498e-08
1943,7.83873517207212e-08,4.645176332473966e-08
1944,4.4984606262232774e-08,3.855823393905666e-08
1945,6.753362669087437e-08,6.535512397931598e-08
1946,8.213451252458981e-08,6.26449718765798e-08
1947,7.510148947176276e-08,4.52993091926146e-08
1948,7.827759418432834e-08,5.218506160531433e-08
1949,5.890204946013e-08,4.908504180889395e-08
1950,4.998619829166273e-08,4.4668517773516214e-08
1951,6.290227361205325e-08,4.691016641800161e-08
1952,5.483298082253896e-08,6.326882129314981e-08
1953,6.572035005092403e-08,3.016671712430252e-08
1954,5.765796373680132e-08,4.29991580119804e-08
1955,5.7252208307545516e-08,5.162084448784299e-08
1956,5.6687419203171885e-08,3.662879421995058e-08
1957,5.566073824070372e-08,4.59421976017893e-08
1958,7.52774127477096e-08,2.9780077070995503e-08
1959,5.735553543217975e-08,3.642851353902188e-08
1960,7.820541725322983e-08,4.221708493901133e-08
1961,5.489045662443459e-08,3.960450811746341e-08
1962,8.751899827075249e-08,5.136984526643573e-08
1963,8.599850787049945e-08,4.78487933719407e-08
1964,5.962289151284494e-08,4.076258619534201e-08
1965,5.362602450986742e-08,4.377634610364112e-08
1966,7.311578542612551e-08,5.428293192721867e-08
1967,9.170424419835399e-08,5.4233691315630495e-08
1968,7.859977557700404e-08,5.7939264053175066e-08
1969,7.948076330421827e-08,4.9050985495568966e-08
1970,5.840380623567398e-08,4.828661204214768e-08
1971,7.656212375195537e-08,5.292549332125418e-08
1972,6.617889170001945e-08,4.001514497531389e-08
1973,6.229920046507686e-08,6.174788325097325e-08
1974,5.62557183059198e-08,5.6818272753389465e-08
1975,7.424924319821002e-08,4.0551508817543436e-08
1976,5.999203267492703e-08,4.285145038807059e-08
1977,5.9355496517810025e-08,5.9355496517810025e-08
1978,5.8217796805593025e-08,5.168314487491443e-08
1979,7.139407642853257e-08,5.442335293537326e-08
1980,8.072913715295726e-08,4.832378053265529e-08
1981,8.223214109648325e-08,6.199038438126081e-08
1982,7.324852902002021e-08,5.524676893742253e-08
1983,6.504775740268087e-08,6.69423485533116e-08
1984,6.494889248642721e-08,5.625038212997424e-08
1985,5.7147801157952927e-08,5.474157660501078e-08
1986,5.7547062226603884e-08,7.553051517561471e-08
1987,5.499735067360234e-08,5.6830597117141224e-08
1988,6.596209090048433e-08,7.015967895540598e-08
1989,8.616351721002502e-08,6.421102938247714e-08
1990,6.102489180648263e-08,4.90378582185258e-08
1991,5.8614652687083435e-08,7.385445854879436e-08
1992,6.942529751086113e-08,7.052728534517883e-08
1993,8.364203551991523e-08,6.75783340398084e-08
1994,9.336620365729686e-08,8.228885661765162e-08
1995,8.350573921234172e-08,7.103410837316915e-08
1996,8.113899951922576e-08,7.259805556714127e-08
1997,7.815678060296705e-08,6.329261026394306e-08
1998,6.532336982445486e-08,7.390600131884639e-08
1999,7.266619661550067e-08,8.363468140260011e-08
2000,5.920162138295382e-08,6.052702872239024e-08
2001,9.200545036947005e-08,8.49955057447005e-08
2002,6.440395594609072e-08,7.623325615213616e-08
2003,7.917153510561548e-08,8.958884478715845e-08
2004,6.783378836416887e-08,1.0175067899353962e-07
2005,8.422011887887493e-08,1.1439524172374149e-07
2006,9.26525203226447e-08,9.347610330223688e-08
2007,8.468296641694906e-08,1.1424211265875783e-07
2008,6.85447787418525e-08,1.204855379910441e-07
2009,8.201291024079183e-08,1.2206572819195571e-07
2010,9.447585824773341e-08,1.7336320468075428e-07
2011,8.068580825693061e-08,1.820210684400081e-07
2012,1.0042545284250082e-07,2.120849416087367e-07
2013,1.0180306730944721e-07,2.432117014450341e-07
2014,1.0155937957279093e-07,2.464276747105032e-07
2015,9.198787864761471e-08,2.223225123998418e-07
2016,1.1185236559185796e-07,2.1894064161642746e-07
2017,9.031044356788698e-08,2.2816594480445929e-07
2018,1.1978005431956262e-07,2.558233518357156e-07
2019,9.719263260876687e-08,2.3520107106378418e-07
