year,ouvrant_VERB en_ADP
1951,2.9851925376078725e-08
1952,1.6977134664752924e-07
1953,7.97263197682696e-08
1954,3.811289217559022e-08
1955,7.977766358635563e-08
1956,3.226822342661251e-08
1957,2.4738105619537265e-08
1958,5.376958256420039e-08
1959,3.952881399982289e-08
1960,4.08329181578182e-08
1961,3.404598203360365e-08
1962,2.156265105357491e-08
1963,5.3021638413142114e-08
1964,3.589541464066315e-08
1965,4.487075599968193e-08
1966,3.655789337919657e-08
1967,3.7963584276212714e-08
1968,4.446501833399452e-08
1969,3.406318238585726e-08
1970,2.851209490728479e-08
1971,3.699646144994517e-08
1972,3.642404422521395e-08
1973,5.292675697710081e-08
1974,3.8816444336564615e-08
1975,3.655347269315712e-08
1976,5.1421741309454205e-08
1977,4.113747459344452e-08
1978,4.0990079108738087e-08
1979,3.6282234106010947e-08
1980,4.320714369621115e-08
1981,5.186950580160499e-08
1982,3.910726309452883e-08
1983,4.925946583966834e-08
1984,4.871167202935567e-08
1985,4.872602166194895e-08
1986,4.495864219800083e-08
1987,5.560843163721074e-08
1988,4.497415395654514e-08
1989,5.103953781837589e-08
1990,6.320435297357818e-08
1991,6.799299612225695e-08
1992,5.3997454119159016e-08
1993,4.7083263510216966e-08
1994,5.802419145162219e-08
1995,5.4224507994860005e-08
1996,5.978663430994402e-08
1997,4.890792482115103e-08
1998,6.675380925802443e-08
1999,5.89555966268307e-08
2000,5.213277343152356e-08
2001,6.133696484056372e-08
2002,6.440395639017993e-08
2003,4.291930688626877e-08
2004,4.933366359871627e-08
2005,5.719761975164772e-08
2006,5.682688231090083e-08
2007,5.672160696690298e-08
2008,7.450519268203948e-08
2009,5.435739369730186e-08
2010,4.95998282445953e-08
2011,6.347793746197539e-08
2012,6.229782334443712e-08
2013,5.8013802428646954e-08
2014,5.716775186570544e-08
2015,6.051250700522814e-08
2016,5.28191703708103e-08
2017,6.917931116845466e-08
2018,6.685999087707728e-08
2019,6.071350888703364e-08
