year,riant_VERB en_ADP
1876,1.6324239737741664e-08
1877,1.6699003069220453e-08
1878,3.8650167510922984e-08
1879,2.6881031511827302e-08
1880,3.529815595371133e-08
1881,1.7431269150325335e-08
1882,2.9949232205339626e-08
1883,2.3381554747903266e-08
1884,2.6406787867472303e-08
1885,1.0313017106966527e-08
1886,1.5488313631628614e-08
1887,2.2198344495905076e-08
1888,1.0144983297877275e-08
1889,1.9421923624918236e-08
1890,1.769684337959987e-08
1891,1.0198752065093686e-08
1892,2.193979398157353e-08
1893,1.6011883374744684e-08
1894,2.142523314319078e-08
1895,2.2268872967856623e-08
1896,1.2973464080801023e-08
1897,1.8062811357744124e-08
1898,9.619203211741478e-09
1899,1.326618814800895e-08
1900,2.18024234222014e-08
1901,1.900171220370339e-08
1902,5.892340837476695e-09
1903,1.5120615870500842e-08
1904,8.061937784020756e-09
1905,9.289366165177171e-09
1906,1.8519063615940468e-08
1907,6.685696440911215e-09
1908,6.875944702500192e-09
1909,1.2102163438054703e-08
1910,2.2979847247306395e-08
1911,1.276889838308648e-08
1912,1.2502610502451716e-08
1913,1.2727175369153798e-08
1914,9.375441423209452e-09
1915,1.1780762143587253e-08
1916,5.493731025651982e-09
1917,1.096642476827725e-08
1918,1.72295644418341e-08
1919,6.445493971884986e-09
1920,1.514446346106979e-08
1921,1.2873671018098776e-08
1922,1.1066903615741808e-08
1923,2.229349149729387e-08
1924,2.707241142374528e-08
1925,1.539744931555731e-08
1926,2.340688998181406e-08
1927,3.9022286735246325e-08
1928,3.085031252680892e-08
1929,2.0052731031228177e-08
1930,2.6259008523155103e-08
1931,2.0529641986399838e-08
1932,1.0959536833610173e-08
1933,1.261772819560747e-08
1934,3.474658250013363e-08
1935,8.377798899061872e-09
1936,9.699771652549316e-09
1937,7.55467088886519e-09
1938,5.186085783037697e-09
1939,6.117620188206274e-09
1940,7.607348528892999e-09
1941,2.9515025978810172e-09
1942,1.2136846860855144e-08
1943,2.0322646676618206e-08
1944,6.4263723231761105e-09
1945,1.742803235060819e-08
1946,2.3665877257883494e-08
1947,1.0728784083369192e-08
1948,3.044128593643336e-08
1949,1.570721330779179e-08
1950,1.595304155443955e-08
1951,1.919052239340857e-08
1952,1.4762725042416491e-08
1953,5.386913692895234e-09
1954,1.5636057781875934e-08
1955,7.508486277174597e-09
1956,1.4825940697349438e-08
1957,1.3252556385623393e-08
1958,1.5717262880077243e-08
1959,1.3951345856355601e-08
1960,2.5607082898559952e-08
1961,2.2234108942864594e-08
1962,2.4733629588880035e-08
1963,8.405868889838075e-09
1964,1.9468698597702172e-08
1965,1.6963334570352373e-08
1966,2.0494576702390077e-08
1967,2.5144710535940362e-08
1968,1.3474247911871018e-08
1969,1.544197653080559e-08
1970,1.7935028046034418e-08
1971,2.7233506338930624e-08
1972,1.7442498556619057e-08
1973,1.5988290968937946e-08
1974,1.8564387360697765e-08
1975,7.996072248772634e-09
1976,8.570290255249802e-09
1977,1.2928919657095861e-08
1978,1.663365645221404e-08
1979,1.9311512056141567e-08
1980,9.664756106531058e-09
1981,1.2651099334792804e-08
1982,1.1794254017871708e-08
1983,1.4525227021167098e-08
1984,1.1598016769198694e-08
1985,1.4437338990980209e-08
1986,1.0190625565620337e-08
1987,1.2221633483022742e-08
1988,8.994830658082265e-09
1989,1.1525056464734007e-08
1990,1.3621627381610324e-08
1991,7.6199047072123e-09
1992,8.264916417921597e-09
1993,1.3294098155647305e-08
1994,8.967375231261343e-09
1995,1.2471636778865758e-08
1996,5.871901409548741e-09
1997,1.3905194440333446e-08
1998,1.6688452286750532e-08
1999,6.8553016596695215e-09
2000,8.83606254831193e-09
2001,1.095302959441824e-08
2002,1.8839251658686607e-08
2003,1.12506919336397e-08
2004,1.2333415538856585e-08
2005,1.1709749281330062e-08
2006,1.4412614379732958e-08
2007,1.877405364503204e-08
2008,2.171294288810799e-08
2009,2.002640786535892e-08
2010,3.259417158396616e-08
2011,3.6710131767758725e-08
2012,4.3234010732584593e-08
2013,5.3551200474011296e-08
2014,5.1104506432197994e-08
2015,5.6079357602101254e-08
2016,5.1990634020171456e-08
2017,5.433720368097639e-08
2018,5.756670901080341e-08
2019,5.2040150799737006e-08
