year,pourrait_VERB avoir_VERB,pourrait_VERB savoir_VERB
1839,3.976052084908588e-06,6.012668762878093e-08
1840,4.278520009393105e-06,5.6690229399691816e-08
1841,4.678011464420706e-06,8.603534951134861e-08
1842,4.267798431101255e-06,1.0800306426972384e-07
1843,4.007248662674101e-06,5.7887728388550386e-08
1844,4.247048764227657e-06,5.43367555394525e-08
1845,4.162292043474736e-06,6.361459981008011e-08
1846,4.322963832237292e-06,7.552306868774394e-08
1847,4.428376087162178e-06,6.579733025091627e-08
1848,4.333156539360061e-06,5.068489628001771e-08
1849,4.598623036145e-06,6.200767188602185e-08
1850,3.988535354437772e-06,5.4311968256115506e-08
1851,4.215998160361778e-06,5.482023013314574e-08
1852,3.893957000400405e-06,5.1433307390880145e-08
1853,3.6064495816390263e-06,6.151089593231518e-08
1854,3.6946369164070347e-06,7.845453353638732e-08
1855,3.4495092222641688e-06,4.2986190607052777e-08
1856,3.385881655049161e-06,6.62680221807932e-08
1857,3.212032879673643e-06,3.172980811427806e-08
1858,3.5611280964076286e-06,5.1872966366772744e-08
1859,3.974441369791748e-06,7.994712092340706e-08
1860,3.5880543691746425e-06,3.7990627532735743e-08
1861,3.852942427329253e-06,4.6688040100661965e-08
1862,3.5565587950259214e-06,3.7499287230957634e-08
1863,3.4218146538478322e-06,2.8968800691586694e-08
1864,3.480972509350977e-06,5.753673448793961e-08
1865,3.4289362247363897e-06,5.7894187222018445e-08
1866,3.493510121188592e-06,6.811858099808887e-08
1867,3.535758423822699e-06,6.405711161505678e-08
1868,3.551769395926385e-06,7.854399797224687e-08
1869,3.5522718917491147e-06,5.616047005219116e-08
1870,3.7380264075181913e-06,5.103303379883073e-08
1871,3.704666596604511e-06,9.877695106297324e-08
1872,3.667711325761047e-06,8.889588798410841e-08
1873,3.6490682759904303e-06,3.112722168907567e-08
1874,3.609858822528622e-06,5.197910013521323e-08
1875,3.4283391414646758e-06,6.923048090357042e-08
1876,3.289032065367792e-06,4.353130833578689e-08
1877,3.2872296742425533e-06,3.5253449937044934e-08
1878,3.2158147860172903e-06,4.287753085918666e-08
1879,3.2275565899908543e-06,6.231511662235789e-08
1880,3.8038574530219194e-06,4.8775632421893533e-08
1881,3.3593541957088746e-06,3.486253774553916e-08
1882,3.596570195441018e-06,3.660461800336634e-08
1883,3.4825877719413256e-06,2.9700892412165558e-08
1884,3.247374706916162e-06,5.3473744543452995e-08
1885,3.418120513742906e-06,3.0294486919046903e-08
1886,3.24028428622114e-06,3.484870347847391e-08
1887,3.5536936593416613e-06,3.4603299781110763e-08
1888,3.3148733109555906e-06,4.5018364147608736e-08
1889,3.1363274501927663e-06,4.385595886446936e-08
1890,3.3768199045880465e-06,5.505684796958121e-08
1891,3.621194309744169e-06,5.16311828846483e-08
1892,3.2201348858507117e-06,4.0745330665004076e-08
1893,3.2411746815341758e-06,5.6041589147071136e-08
1894,3.1904694424156332e-06,4.7891699495039575e-08
1895,3.254264811403118e-06,5.5973114143625935e-08
1896,3.441506123635918e-06,4.3048309805726603e-08
1897,3.2518887564947363e-06,2.855089675790623e-08
1898,3.324283397887484e-06,3.677930848766664e-08
1899,3.225341970392037e-06,3.6482017407024614e-08
1900,3.2688062674424145e-06,2.6474371139784125e-08
1901,3.1447834771825e-06,3.63268028991115e-08
1902,3.2167270092031686e-06,3.4863013809172116e-08
1903,3.266053226980148e-06,4.644189388613995e-08
1904,3.152217686874792e-06,6.825774079288749e-08
1905,3.2631478461553343e-06,3.9221767167418875e-08
1906,3.154928435833426e-06,3.137952475640304e-08
1907,3.4354193303443026e-06,2.6228502036929058e-08
1908,3.3024180083884858e-06,3.094175227147389e-08
1909,3.0717492336407304e-06,5.115914802900079e-08
1910,3.2102313980431063e-06,3.6874638453809894e-08
1911,3.0906053325452376e-06,2.8730021028877673e-08
1912,3.270474735472817e-06,4.0112542620818203e-08
1913,3.1224003578245174e-06,3.2878535449754054e-08
1914,3.1930073873809306e-06,3.0135346662518714e-08
1915,3.3162843919853913e-06,3.062998032987707e-08
1916,3.381940814506379e-06,4.0653610255958483e-08
1917,2.929132051576744e-06,3.728584374584898e-08
1918,2.985309265568503e-06,2.5270027848023346e-08
1919,3.099361720160232e-06,1.8415697411455767e-08
1920,3.1992678941605845e-06,4.770506123463747e-08
1921,3.06393371829472e-06,3.0290991048786964e-08
1922,3.3628630262683146e-06,4.352981974875547e-08
1923,2.799425601551775e-06,4.352538596208433e-08
1924,2.8387357815518044e-06,3.867487308184536e-08
1925,3.121282816209714e-06,2.859526304632709e-08
1926,2.865672286134213e-06,2.3406890647947876e-08
1927,2.8430522434064187e-06,2.7873062080630007e-08
1928,2.959344783448614e-06,3.427812345080383e-08
1929,3.3922538023034576e-06,2.785101571589621e-08
1930,2.932606093963841e-06,2.8359728787563654e-08
1931,3.239121269871248e-06,3.877821086462063e-08
1932,3.5859604849974858e-06,2.7398842306070037e-08
1933,3.4136689919250784e-06,2.2941325283909464e-08
1934,3.037330543520511e-06,2.6359476379411717e-08
1935,2.8328929602139397e-06,3.8298509252854274e-08
1936,2.908719125116477e-06,2.3036957230715416e-08
1937,2.9551354145951336e-06,2.2664012888640173e-08
1938,2.8834635941166198e-06,3.630260181353151e-08
1939,2.832458221746492e-06,4.129393715857077e-08
1940,2.51042501986376e-06,2.5357829613881222e-08
1941,2.6858674573304597e-06,1.7709016475464523e-08
1942,2.4759167445154162e-06,3.944475324146879e-08
1943,2.493879037501756e-06,3.193558839598154e-08
1944,2.676584017535788e-06,8.996921252446555e-08
1945,2.88216074295633e-06,7.189063211399116e-08
1946,2.9011580409132876e-06,4.5939643200654245e-08
1947,2.9826019272150006e-06,2.8610090296865565e-08
1948,2.88974774775852e-06,3.696441908118686e-08
1949,2.963754923257511e-06,3.141442661558358e-08
1950,3.0980806968727848e-06,4.0414374069541736e-08
1951,2.7708983907359652e-06,4.691016641800161e-08
1952,2.76484752248507e-06,2.319856839960721e-08
1953,2.879844032577239e-06,2.2625037843226892e-08
1954,3.1369841053674463e-06,3.420387528763058e-08
1955,2.9968246053613257e-06,3.566530892840092e-08
1956,2.82216137748037e-06,4.534993536253751e-08
1957,2.9243974495329894e-06,4.4175187952077977e-08
1958,2.8712956918752752e-06,2.6471179026543723e-08
1959,3.094873591180658e-06,2.4802393028267034e-08
1960,2.8769904929504264e-06,3.391208380776334e-08
1961,2.7035287075705128e-06,2.640300600376122e-08
1962,3.1468787256017094e-06,4.312530421657357e-08
1963,3.1399154067912605e-06,5.560805860227447e-08
1964,3.001830009452533e-06,3.8937397306426647e-08
1965,2.9379400530160638e-06,3.447387442179206e-08
1966,2.958973709610291e-06,3.4342264143560897e-08
1967,2.9399591312539997e-06,3.5498416650625586e-08
1968,2.998918262164807e-06,4.4015873612579526e-08
1969,3.7578504361590603e-06,4.042164292172856e-08
1970,3.6008016195410164e-06,5.472482911272891e-08
1971,2.9777013423881726e-06,2.6719666479380066e-08
1972,3.2094199013954494e-06,4.001514497531389e-08
1973,3.2213649774348596e-06,3.914374602231874e-08
1974,3.225140289941919e-06,3.600365872102884e-08
1975,3.0390785923373187e-06,3.940921189382607e-08
1976,3.211002194802859e-06,2.856763359204706e-08
1977,3.1264478366210824e-06,4.2900506258547466e-08
1978,3.1075232982402667e-06,2.9108898402796513e-08
1979,3.45324951922521e-06,3.5697038214266286e-08
1980,3.467373289822717e-06,3.240536017301565e-08
1981,3.3417877602914814e-06,4.554395616196416e-08
1982,3.476822030279436e-06,3.972801465579323e-08
1983,3.257440084780683e-06,4.104955309003344e-08
1984,3.5304362882015994e-06,3.653375202361531e-08
1985,3.4589459119160892e-06,3.308556983938615e-08
1986,3.638053158283583e-06,4.375974427262008e-08
1987,3.2973966881399974e-06,3.910922785621551e-08
1988,3.455214255154715e-06,3.418035632307692e-08
1989,3.7072265968163265e-06,5.1039535264862934e-08
1990,3.460438165348023e-06,3.9775152060883556e-08
1991,3.6979984088247875e-06,2.8135033858234237e-08
1992,3.417267407712643e-06,2.5345743281945943e-08
1993,3.6320582239568466e-06,4.043621260052532e-08
1994,3.927710167772602e-06,3.0594573985354145e-08
1995,3.5180860322725493e-06,2.76544991351102e-08
1996,3.740934971574461e-06,4.4839975288368805e-08
1997,3.8742746255593374e-06,4.4592518122499314e-08
1998,3.7248626085784053e-06,3.099284029417504e-08
1999,3.8636480894638225e-06,3.0163327835452947e-08
2000,3.6744768294738606e-06,3.180982588446568e-08
2001,3.95886308979243e-06,3.461157405126869e-08
2002,3.895343979820609e-06,3.8992872930521116e-08
2003,3.988578555436106e-06,3.041853702256958e-08
2004,3.9400856621796265e-06,4.184551727348662e-08
2005,3.842148998955963e-06,3.467887310648621e-08
2006,3.863404344883747e-06,3.5413854959642777e-08
2007,3.7252516449370887e-06,2.9559148018165615e-08
2008,3.735051905096043e-06,4.342588511008216e-08
2009,3.6448063838179223e-06,4.720510560218827e-08
2010,3.5763837331614923e-06,6.329882751288096e-08
2011,3.280203145550331e-06,5.7359578420346224e-08
2012,3.293274176030536e-06,6.774462946168569e-08
2013,3.362290271979873e-06,8.200027679095001e-08
2014,3.1214892715070164e-06,8.726743772058398e-08
2015,3.0752767088415567e-06,8.112665739190561e-08
2016,3.2118198305397527e-06,9.818151625040628e-08
2017,3.3072742553486023e-06,7.974487914452766e-08
2018,3.3574556255189236e-06,8.467210932394664e-08
2019,3.3137330319732428e-06,8.418259511699944e-08
