year,plongeant_VERB en_ADP
1911,3.8838732119295116e-08
1912,3.2298409891051705e-08
1913,2.0151361079800978e-08
1914,3.415339178136634e-08
1915,9.424609537234119e-09
1916,2.8567401555434913e-08
1917,6.57985488317081e-09
1918,1.2635013924011673e-08
1919,1.6574126959767455e-08
1920,2.1959472462640406e-08
1921,3.180553775905537e-08
1922,3.024953487695825e-08
1923,2.3355085421172816e-08
1924,3.480738541838946e-08
1925,3.849362140151413e-08
1926,2.1177663400706592e-08
1927,4.236705486437842e-08
1928,3.085031252680892e-08
1929,2.0052731031228177e-08
1930,1.1553964007759987e-08
1931,2.9653927313688655e-08
1932,1.753525857850491e-08
1933,6.53827711971644e-08
1934,2.3963160344919743e-08
1935,3.8298509252854274e-08
1936,5.334874364493203e-08
1937,1.76275650742852e-08
1938,1.9447821797413667e-08
1939,2.7529290846928234e-08
1940,2.5357829613881222e-08
1941,2.6563522936839945e-08
1942,5.158160121254696e-08
1943,5.516146828199453e-08
1944,2.2492303131116387e-08
1945,2.832055301382752e-08
1946,3.897909284233947e-08
1947,2.7418003867296648e-08
1948,2.391815279167986e-08
1949,2.3560819073509265e-08
1950,1.4889505850490536e-08
1951,2.132280330080505e-08
1952,4.007025411478793e-08
1953,2.2625038065271497e-08
1954,3.0294863506696856e-08
1955,4.411235821066839e-08
1956,4.186147961604547e-08
1957,3.26896383850972e-08
1958,2.6471179914722143e-08
1959,3.100299039715537e-08
1960,3.114374941270981e-08
1961,2.431855783413539e-08
1962,3.0441391629665304e-08
1963,3.750310795247458e-08
1964,2.981144553437787e-08
1965,1.8057743744748223e-08
1966,2.2156299128717194e-08
1967,1.8735275053582967e-08
1968,2.3355362505084187e-08
1969,1.8167030546578644e-08
1970,2.3453497283165703e-08
1971,1.849823050292798e-08
1972,1.539044092169206e-08
1973,1.268036875501366e-08
1974,2.1377172976233538e-08
1975,2.1703624675240007e-08
1976,1.3712464885795583e-08
1977,2.7033196681180982e-08
1978,1.900989232694883e-08
1979,1.5215131043966323e-08
1980,2.2740603233817325e-08
1981,2.6567307243041682e-08
1982,1.862250609274696e-08
1983,1.894594836571173e-08
1984,1.3917620222958504e-08
1985,2.346067662362117e-08
1986,1.4386765556650971e-08
1987,1.3443797020062931e-08
1988,1.7390005768724848e-08
1989,2.798942233539492e-08
1990,3.0512445015062895e-08
1991,2.05151273746651e-08
1992,2.2039777225479895e-08
1993,1.7725463097306715e-08
1994,1.687976503017552e-08
1995,2.4943273224664608e-08
1996,1.9217132107840484e-08
1997,2.3494982404059783e-08
1998,2.1933394878104195e-08
1999,2.010888425219015e-08
2000,1.590491294223284e-08
2001,1.9715453047908227e-08
2002,1.7963007747923143e-08
2003,1.7084383518994883e-08
2004,1.7178685862706544e-08
2005,1.3961624190095279e-08
2006,2.5119129165585008e-08
2007,2.1570189551178842e-08
2008,3.363377326648376e-08
2009,3.4807805082692767e-08
2010,3.495606937242712e-08
2011,4.168129619230854e-08
2012,5.004251513174296e-08
2013,6.052401246847694e-08
2014,6.193173174295907e-08
2015,7.226035836360722e-08
2016,6.110453254493109e-08
2017,7.244960631425101e-08
2018,6.479481484689131e-08
2019,6.122370566075119e-08
