year,veulent_VERB avoir_VERB,veulent_VERB savoir_VERB
1859,3.406663893201767e-07,1.8841041082851007e-07
1860,3.5702035461326886e-07,1.0069804545764782e-07
1861,4.02743296490371e-07,1.2591623033131327e-07
1862,3.347827828292793e-07,1.436719685443677e-07
1863,4.1105730019808107e-07,1.803058182758832e-07
1864,3.0830099717604753e-07,1.428828966254514e-07
1865,4.1467299638497934e-07,1.623861294319795e-07
1866,3.970340003434103e-07,1.756486227577625e-07
1867,3.7318119439078146e-07,1.8246571187319205e-07
1868,3.6703264072457387e-07,1.0423134000348e-07
1869,3.8140285596455215e-07,1.098791813092248e-07
1870,3.7787381756970717e-07,1.422044135779288e-07
1871,3.4306401630601613e-07,1.4975860551658116e-07
1872,4.239184931975615e-07,1.1550417866601492e-07
1873,3.860972981328814e-07,9.338167217265436e-08
1874,2.969380830109003e-07,6.990292433783907e-08
1875,3.776207790906483e-07,9.955456903298909e-08
1876,3.198341858023923e-07,1.2031568985548802e-07
1877,3.0800384820395266e-07,8.535045736834945e-08
1878,3.267146837515611e-07,9.843714821045069e-08
1879,3.70225109236344e-07,1.1118972054191545e-07
1880,3.4142942695325473e-07,8.792449079919606e-08
1881,2.823865656864655e-07,1.2480788313951052e-07
1882,2.928369440269307e-07,1.1314154590991166e-07
1883,2.7741899089051003e-07,8.02556030521373e-08
1884,2.9245518362586154e-07,1.0100596625761682e-07
1885,3.377513166924473e-07,8.314869859304963e-08
1886,3.271906052759732e-07,9.938334244452562e-08
1887,3.355867193022277e-07,9.728097438710392e-08
1888,3.6204909292791854e-07,1.204716824076968e-07
1889,3.1513638987235026e-07,1.0838686392844465e-07
1890,2.5889826815728156e-07,7.865263995654459e-08
1891,2.613430183373566e-07,7.64906431527379e-08
1892,2.444719768845971e-07,1.3602671344870032e-07
1893,2.795921147935587e-07,6.035248389935077e-08
1894,3.06254804627315e-07,8.948185836743505e-08
1895,2.732450923303986e-07,1.1194622828725187e-07
1896,3.019278835836303e-07,6.191880430606034e-08
1897,2.831782808243588e-07,9.672344702948976e-08
1898,2.925369528838928e-07,9.902120723381813e-08
1899,3.5265949804852426e-07,7.738609753005221e-08
1900,3.135396013931313e-07,1.0330195721053315e-07
1901,3.073806453812722e-07,6.371162442064815e-08
1902,2.921619000062492e-07,8.003762985708818e-08
1903,2.7487121201374975e-07,7.074288532749051e-08
1904,2.82705286736018e-07,7.846952598811185e-08
1905,3.4061008591379505e-07,1.295350529062489e-07
1906,2.932185054760339e-07,1.0597020150271419e-07
1907,2.7154212034474767e-07,9.411403567582965e-08
1908,3.118732081475173e-07,9.822777968793162e-08
1909,3.031042012935359e-07,8.086446001698278e-08
1910,3.0996073974165483e-07,9.459146355084158e-08
1911,3.2560689078309224e-07,9.151043656174807e-08
1912,3.370495562649012e-07,9.220675423193825e-08
1913,3.0120980909487116e-07,1.2621114819921786e-07
1914,2.852812883702427e-07,1.098265940413512e-07
1915,3.6402553860170883e-07,7.657494904833584e-08
1916,3.4171006291217054e-07,1.582194499860634e-07
1917,3.1473638273382676e-07,1.601097920911343e-07
1918,2.4236254603238194e-07,1.1945832056881045e-07
1919,3.0938369377508934e-07,9.852397653276057e-08
1920,2.6957144427797175e-07,1.0752569323813077e-07
1921,2.7564800575419213e-07,9.844571735584395e-08
1922,2.1543571904203418e-07,8.484625624305409e-08
1923,2.6964508492710593e-07,1.1465223792583856e-07
1924,2.720132670219755e-07,8.895220560134476e-08
1925,2.573573567588028e-07,1.1328123150633473e-07
1926,2.2961044976455014e-07,1.0031524766418443e-07
1927,2.686963114229002e-07,1.0257286930936971e-07
1928,2.4223206196438696e-07,7.998228568339982e-08
1929,2.8296631171542685e-07,1.1029002422446865e-07
1930,2.6048937229461444e-07,8.087774716614149e-08
1931,2.554799891640869e-07,7.52753521737759e-08
1932,2.016554674355575e-07,9.096415709564099e-08
1933,2.4547216526116244e-07,9.176530113563786e-08
1934,1.941016023465636e-07,8.267290496632995e-08
1935,1.9747669455227879e-07,7.77938495843955e-08
1936,2.0369520825624932e-07,9.699771652549316e-08
1937,1.7879388281016872e-07,1.0954272511298768e-07
1938,2.087399479933083e-07,5.963998717106733e-08
1939,1.942344454164413e-07,7.341144225847529e-08
1940,1.9779106708028849e-07,9.128818589942966e-08
1941,1.8594465700516594e-07,1.0625409174735978e-07
1942,1.9722376976005762e-07,6.978687139280737e-08
1943,2.29355578085233e-07,9.580676163523094e-08
1944,2.3134940363433998e-07,8.675602458652065e-08
1945,2.1567190344740084e-07,1.5903079031431844e-07
1946,2.2552188738700352e-07,1.1554516277101357e-07
1947,2.4914621121752134e-07,1.5258714824994968e-07
1948,2.1200180810865277e-07,1.4677048909561563e-07
1949,2.3757159794968175e-07,9.81700836177879e-08
1950,2.2440612212903943e-07,8.401935502888591e-08
1951,2.0150049806488823e-07,9.595261474260042e-08
1952,2.182774352377237e-07,9.173979265142407e-08
1953,1.6053002127591753e-07,8.619061730996691e-08
1954,2.1988206810874544e-07,9.577085080536563e-08
1955,1.9334352430178114e-07,1.0793448979029563e-07
1956,2.0407470913141879e-07,1.011652415172648e-07
1957,1.802347640023072e-07,7.156380377182359e-08
1958,2.043244080596196e-07,7.941353885598801e-08
1959,1.7439182897760475e-07,8.758345160231329e-08
1960,1.9793583305727225e-07,1.1142541467279443e-07
1961,2.5013372351168073e-07,1.1950834277740796e-07
1962,2.69533160235369e-07,1.0400808747590418e-07
1963,2.3536433957360714e-07,1.1121611720454894e-07
1964,2.4031675138758146e-07,1.295885283525422e-07
1965,2.446003293243848e-07,1.2147935990469705e-07
1966,2.4981227397802286e-07,1.1521275666837028e-07
1967,2.5687049287625996e-07,1.0649524995187676e-07
1968,2.627478181693732e-07,1.3204763149587961e-07
1969,2.7023457960240194e-07,1.4124866254405788e-07
1970,2.924789157532359e-07,1.3934136688931176e-07
1971,2.774734753074881e-07,1.2743225852318574e-07
1972,2.549683131292113e-07,1.2517558900526637e-07
1973,2.326572001720706e-07,1.1743124161966989e-07
1974,2.413370339127141e-07,1.2038722729812434e-07
1975,2.1189590881931508e-07,1.1879878769605057e-07
1976,2.4853841296135215e-07,1.4055275698865444e-07
1977,2.3330824205913814e-07,1.52208656345465e-07
1978,2.5128701963694766e-07,1.2831677054236934e-07
1979,2.5222004751412896e-07,1.3225459838395182e-07
1980,2.5355771526847093e-07,1.3871768089757097e-07
1981,2.3784066627285938e-07,1.3283654709539405e-07
1982,2.439548438815109e-07,1.4711780238485517e-07
1983,2.2419372669446602e-07,1.5346218162903824e-07
1984,2.4703777512513625e-07,1.7223055692738853e-07
1985,2.388176483236748e-07,1.6663095436797448e-07
1986,2.421772080651863e-07,1.642489024789029e-07
1987,2.609318698887364e-07,1.448263589054477e-07
1988,2.6564734412204416e-07,1.5950833187616809e-07
1989,2.738572959515295e-07,2.3159876150202763e-07
1990,2.6861849278247973e-07,1.8743359930795123e-07
1991,2.631797997310059e-07,1.6939634406298865e-07
1992,2.479474972005846e-07,1.3444264368445147e-07
1993,2.370780833871322e-07,1.5731349378711457e-07
1994,2.8537351681734435e-07,1.840949437337258e-07
1995,2.456370111758588e-07,1.8544781710261304e-07
1996,2.3060557907683688e-07,1.580075235096956e-07
1997,2.440601178932411e-07,1.893983352374562e-07
1998,2.784587422866025e-07,1.67361335456917e-07
1999,2.3719344710571022e-07,1.7321062273367716e-07
2000,2.580130455953622e-07,1.7981388111820706e-07
2001,2.751401098066708e-07,1.918970724545943e-07
2002,2.6681638587433554e-07,1.634195569977237e-07
2003,2.4876530346773507e-07,1.6584353090820514e-07
2004,2.53275487693827e-07,2.0394183763983165e-07
2005,2.7788135525952384e-07,1.9591310262967454e-07
2006,2.569563264387398e-07,1.7006885855153087e-07
2007,2.616384051634668e-07,2.1130796312718303e-07
2008,2.571493666891911e-07,2.2692152867875848e-07
2009,2.3030369789012184e-07,2.1218455970029027e-07
2010,2.2012875433574663e-07,2.725628576172312e-07
2011,2.3135029891818704e-07,2.890922701226373e-07
2012,2.3625513279057486e-07,3.029784920727252e-07
2013,2.18388493067323e-07,2.789124948776589e-07
2014,2.2845446778774203e-07,2.9493364195332106e-07
2015,2.2564736923413875e-07,2.713088349537429e-07
2016,2.464894635068049e-07,2.68859935204091e-07
2017,1.9143801921472914e-07,2.945780863683467e-07
2018,2.106476841845506e-07,2.9480349894583924e-07
2019,2.2015024114807602e-07,2.6912920247923466e-07
