year,avaient_VERB eu_VERB,avaient_VERB su_VERB
1865,6.6182938098791055e-06,7.498002787542646e-07
1866,6.695083357044496e-06,6.889707719892613e-07
1867,6.007295269228052e-06,6.920109285601939e-07
1868,5.975271506031277e-06,6.772567076041014e-07
1869,6.207441401784308e-06,7.442483251907106e-07
1870,6.12683106737677e-06,7.775370249873959e-07
1871,6.588316409761319e-06,7.06308298958902e-07
1872,6.364824457705254e-06,6.845588131909608e-07
1873,5.823185347253457e-06,6.123682396719232e-07
1874,5.764302841271274e-06,7.229277230180742e-07
1875,6.088277132221265e-06,8.370594173356949e-07
1876,5.623398465104401e-06,6.989193366280233e-07
1877,5.498301561601693e-06,7.582584657939151e-07
1878,5.818661975354189e-06,6.292730176937766e-07
1879,5.583923211816e-06,6.701930033159442e-07
1880,5.172142209630692e-06,6.193221793182602e-07
1881,5.508280992216896e-06,7.021315013844287e-07
1882,5.437449544842821e-06,7.167849958022998e-07
1883,4.900015483144671e-06,6.230868052625738e-07
1884,5.626626261800993e-06,6.370637493091635e-07
1885,5.25125960848527e-06,7.135318469408958e-07
1886,5.198265171202365e-06,6.098523499531439e-07
1887,4.997891664970666e-06,5.033800789533416e-07
1888,5.008451353205601e-06,6.359636586239503e-07
1889,5.039676125306869e-06,6.37164419003966e-07
1890,4.854834060097346e-06,6.279101967265888e-07
1891,4.836120751861017e-06,5.64118465717911e-07
1892,4.9138866415887605e-06,6.042845939191466e-07
1893,4.7610719775548205e-06,6.361644295793667e-07
1894,4.8691995289118495e-06,5.702893304260215e-07
1895,4.772761258209357e-06,6.313526341727993e-07
1896,4.928147063765209e-06,6.586981271539116e-07
1897,4.625245310307946e-06,5.803406679660839e-07
1898,4.683986389864003e-06,5.669671736541204e-07
1899,4.6730147005291656e-06,5.759736723121023e-07
1900,4.508429810812231e-06,5.658247914652748e-07
1901,4.6302702685352415e-06,5.952006745246763e-07
1902,3.8668486013193615e-06,4.5027303485767334e-07
1903,4.3342170101823285e-06,5.432621605905297e-07
1904,4.449114840099355e-06,6.60003991015401e-07
1905,4.433607955434127e-06,6.765754960724735e-07
1906,4.335518497100566e-06,6.178165676828939e-07
1907,4.187303147773491e-06,5.621128025268263e-07
1908,4.1511061681376304e-06,5.613717917185568e-07
1909,4.176896709395805e-06,5.836543550685747e-07
1910,4.059951152157737e-06,5.707552759304235e-07
1911,4.146699666307541e-06,6.512137815661845e-07
1912,3.952908627979923e-06,5.886645908503851e-07
1913,3.933227617380908e-06,5.44617023479077e-07
1914,4.140596502111293e-06,5.156492761670961e-07
1915,4.807729055755772e-06,7.798864203323319e-07
1916,4.5597967073263135e-06,9.273417731492373e-07
1917,4.3098048081446905e-06,8.169986358552705e-07
1918,4.540564532362623e-06,8.120867960315081e-07
1919,4.156422619416844e-06,7.92795731285878e-07
1920,3.920144536095904e-06,7.390498240056331e-07
1921,4.064293534611352e-06,6.474699034697551e-07
1922,4.133119546168018e-06,7.149219527491368e-07
1923,3.78777031073696e-06,5.37166954472923e-07
1924,3.742438593690167e-06,5.16954116847046e-07
1925,3.8064692944317358e-06,5.763045010098722e-07
1926,3.739529347512871e-06,5.595361471932847e-07
1927,4.0605477806821e-06,5.708403136850393e-07
1928,3.94541211790056e-06,5.610186235571746e-07
1929,4.057335900142789e-06,5.414237307377334e-07
1930,3.7886497921135742e-06,5.430363216873957e-07
1931,3.816232492681593e-06,5.143816110830812e-07
1932,3.830357854894828e-06,5.775675617769593e-07
1933,3.8094069623184623e-06,5.666507263413223e-07
1934,3.692723112180829e-06,5.403692853178654e-07
1935,3.454046691331314e-06,4.859123237110907e-07
1936,3.5464790926198475e-06,5.153003712621285e-07
1937,3.5783957628154894e-06,5.728958853978838e-07
1938,3.4915321975859115e-06,5.224981691753783e-07
1939,3.1979859613784356e-06,5.23056542078848e-07
1940,3.2990535601129523e-06,6.212667926774884e-07
1941,3.5919786114391172e-06,6.02106524638657e-07
1942,3.601609478209866e-06,6.311160518635006e-07
1943,3.809044528679806e-06,6.445181952585699e-07
1944,4.080746293766424e-06,6.972613846301101e-07
1945,4.258975422999356e-06,7.014783136582992e-07
1946,3.956377895519836e-06,7.016236622803262e-07
1947,3.870706677844282e-06,5.626650931844779e-07
1948,3.5833743368129944e-06,5.95779454215517e-07
1949,3.3564351724635344e-06,5.183380267226312e-07
1950,3.345884806549293e-06,6.072791620681528e-07
1951,3.412714704609243e-06,5.501283339981455e-07
1952,3.1634410788683454e-06,4.734616823043325e-07
1953,3.376517497599707e-06,5.300723273649055e-07
1954,3.38129757437855e-06,4.729907345790707e-07
1955,3.083172259721323e-06,4.702189642102894e-07
1956,3.1465879146708176e-06,5.049540732215974e-07
1957,3.382936029083794e-06,5.186167300053057e-07
1958,3.123599071841454e-06,4.582823009968706e-07
1959,3.0762719234189717e-06,4.782211249221291e-07
1960,3.084615400439361e-06,5.156020961294416e-07
1961,3.1766983283887384e-06,5.044363433626131e-07
1962,3.319380084576551e-06,5.365295123738179e-07
1963,3.463218035903992e-06,5.224571282269608e-07
1964,3.3376650208083447e-06,4.441296823642915e-07
1965,3.0802132187091047e-06,4.3229141510892077e-07
1966,3.443642754064058e-06,4.702674516465777e-07
1967,3.219509153495892e-06,4.999360498914029e-07
1968,3.7085619624122046e-06,5.591812737293367e-07
1969,3.3949638691410655e-06,4.4690895606436243e-07
1970,3.098620936725638e-06,4.6998968628031434e-07
1971,3.0866353881719988e-06,4.454990687463578e-07
1972,2.9113582513673464e-06,4.653043106372934e-07
1973,3.0642386263934895e-06,4.840592850996472e-07
1974,2.8482270408858312e-06,4.556713122383371e-07
1975,2.85802457256068e-06,4.42639702669112e-07
1976,2.9338959848246304e-06,4.787935381500574e-07
1977,2.823793693096377e-06,4.4781077690458915e-07
1978,2.9399986942735268e-06,4.7643541734032624e-07
1979,3.0125959256110946e-06,4.3480162048581406e-07
1980,2.6458690172148636e-06,4.5253798930389166e-07
1981,2.664321527845459e-06,4.491140259688109e-07
1982,2.8250342438695952e-06,4.730116813789209e-07
1983,2.8279985144763486e-06,4.793324706042768e-07
1984,2.795701902869041e-06,4.859568889514776e-07
1985,2.777984718704829e-06,4.956820021106978e-07
1986,2.9115215056663146e-06,5.059345653535274e-07
1987,2.716869175856118e-06,4.888653393209097e-07
1988,2.7032465368392877e-06,4.83322253330698e-07
1989,2.9103512133588083e-06,5.274085310702503e-07
1990,2.652948069226113e-06,4.996413167646097e-07
1991,2.6716559204942314e-06,4.870877319262945e-07
1992,2.8249482966202777e-06,5.383215579968237e-07
1993,2.8421673050615937e-06,5.694305400538724e-07
1994,2.792018676700536e-06,5.417349484559963e-07
1995,2.7692456114891684e-06,5.373648832573963e-07
1996,2.6759855700220214e-06,4.889692490905873e-07
1997,2.7690516617440153e-06,4.92915148697648e-07
1998,2.7521641641214956e-06,5.321232379174035e-07
1999,2.7672567739500664e-06,5.237450295680901e-07
2000,2.6883722057391424e-06,5.182350832910743e-07
2001,2.6975121727446094e-06,4.968294433638221e-07
2002,2.80003860098077e-06,4.547707987967442e-07
2003,2.8643428322538966e-06,4.5919489366497146e-07
2004,2.9186146548454417e-06,5.012652195546252e-07
2005,2.856277887985925e-06,5.409003165368631e-07
2006,2.887052687583491e-06,5.295606229083205e-07
2007,3.11849021272792e-06,5.384558221521729e-07
2008,3.158594608976273e-06,5.045066018283251e-07
2009,3.41784038937476e-06,5.459580165734224e-07
2010,3.870676209771773e-06,5.909465130571334e-07
2011,3.857240699289832e-06,5.816261250402022e-07
2012,4.562719823297812e-06,6.447654641306144e-07
2013,4.952649305778323e-06,6.788730502194085e-07
2014,5.433102160168346e-06,7.494605824831524e-07
2015,5.042930752097163e-06,6.536681098623376e-07
2016,5.262860668153735e-06,7.019771146588027e-07
2017,4.765322501043556e-06,6.206013267728849e-07
2018,5.0787775762728415e-06,6.417526492441539e-07
2019,5.122383299749345e-06,6.46165176476643e-07
