year,rêvant_VERB en_ADP,rêvant_VERB sans_ADP
1864,3.835782358407869e-09,1.582260222843246e-08
1865,3.2947911621228343e-09,9.88437293125699e-09
1866,4.865612801552288e-09,1.8002767276925624e-08
1867,7.76449837758264e-09,3.0572714138088486e-08
1868,8.397785578040384e-09,8.89177353968762e-09
1869,4.395167341186834e-09,1.70923168951731e-08
1870,4.013834153937523e-09,1.2614907340946502e-08
1871,1.0621177271019633e-09,1.0621177271019633e-09
1872,2.4189357183956872e-09,3.628403577593531e-09
1873,5.387403856360606e-09,1.1972009161809183e-08
1874,2.9873046258899194e-09,1.4339061493728877e-08
1875,2.2886108563824337e-09,1.5448122780981066e-08
1876,6.650616057868319e-09,9.673623679873344e-09
1877,1.2369631874342701e-08,9.895705588292003e-09
1878,4.831270938865373e-09,3.0195443923020093e-09
1879,5.498392852132383e-09,1.649517855639715e-08
1880,6.417846254436199e-09,1.4119261759759638e-08
1881,7.669758161910067e-09,1.324776466304911e-08
1882,7.320923423037584e-09,4.6587693702804245e-09
1883,3.791603475633565e-09,9.479008689083912e-09
1884,7.2618666635548834e-09,1.5844072720483382e-08
1885,4.511945039809007e-09,9.66845359329227e-09
1886,6.453463874400711e-10,1.1616235084943582e-08
1887,4.570247291724172e-09,9.140494583448344e-09
1888,5.706553452000662e-09,1.2047168373996442e-08
1889,2.5060546970934183e-09,8.771191772893872e-09
1890,9.176140958189194e-09,1.1142456735058204e-08
1891,7.649063604731055e-09,1.4660705871527568e-08
1892,6.268512375839919e-10,1.002961980134387e-08
1893,3.0792083327568776e-09,1.1085149687062312e-08
1894,1.1342770722677642e-08,2.6466465463670374e-08
1895,1.444467478961542e-08,7.824199066419624e-09
1896,8.255840455717589e-09,9.435246361988447e-09
1897,8.157399200570126e-09,1.3401440845939305e-08
1898,4.52668391659472e-09,7.355861253444118e-09
1899,6.080336234504102e-09,1.6582735185011188e-08
1900,3.633737311048435e-09,1.557315876254961e-08
1901,3.912117296778206e-09,1.1736351446245408e-08
1902,2.455141867585553e-09,1.4239823542538943e-08
1903,3.7801539676252105e-09,1.1340462791054051e-08
1904,6.987012746151322e-09,2.0961039126632386e-08
1905,1.0321518084666081e-09,7.2250627702885595e-09
1906,1.1831624291414045e-08,1.0802787109298606e-08
1907,2.5714217422034835e-09,4.114274698707732e-09
1908,9.822778146428846e-10,8.349361202419914e-09
1909,3.3005901345362076e-09,1.870334465081669e-08
1910,7.481811059584231e-09,6.412980813053082e-09
1911,2.128149656499545e-09,6.916486494645824e-09
1912,2.0837684910901544e-09,1.719108988496032e-08
1913,3.71209285532359e-09,1.4318072061314524e-08
1914,4.018046340092951e-09,4.68772043404897e-09
1915,0.0,1.8849219074468238e-08
1916,0.0,1.2086208478478966e-08
1917,4.386569774084137e-09,1.2063066989753679e-08
1918,0.0,9.189101035644853e-09
1919,4.603924352863942e-09,1.5653341733923298e-08
1920,6.815008557481406e-09,9.086677632552664e-09
1921,1.8931868517313433e-08,1.438822039290244e-08
1922,2.2133805899215986e-09,1.1804696775641332e-08
1923,1.0615948120573648e-09,1.0615948120573648e-08
1924,6.445812328337297e-09,1.5469948877466777e-08
1925,1.0998177923937646e-09,1.6497267552040284e-08
1926,1.114613823460786e-08,1.3375366259005261e-08
1927,1.7838759802657478e-08,2.1183528042811872e-08
1928,9.14083297942625e-09,1.9424270192303084e-08
1929,3.342121912552898e-09,1.3368487650211591e-08
1930,3.1510811737689437e-09,1.7856125467119455e-08
1931,3.4216069977333063e-09,4.5621426636444085e-09
1932,0.0,1.4247398039124448e-08
1933,3.4411986593596566e-09,1.3764794859483231e-08
1934,1.1981580172459871e-09,8.38710612072191e-09
1935,7.180970484910176e-09,7.180970484910176e-09
1936,6.0623572828433225e-09,6.0623572828433225e-09
1937,6.295559185076627e-09,1.1332006444320086e-08
1938,5.186085783037697e-09,1.2965214457594243e-08
1939,3.058810094103137e-09,3.058810094103137e-09
1940,2.5357829169792012e-09,1.5214697057785997e-08
1941,0.0,5.9030051957620344e-09
1942,9.102635090130207e-09,1.2136847082899749e-08
1943,5.806470415592457e-09,1.161294105322952e-08
1944,0.0,6.4263723231761105e-09
1945,2.178504043826024e-09,8.714016175304096e-09
1946,2.7842208538686464e-09,1.1136883415474585e-08
1947,1.90733930871545e-08,1.4305044926388177e-08
1948,7.610321262063735e-09,1.7395020313060172e-08
1949,7.853606653895895e-09,5.890204768377316e-09
1950,6.381216888229346e-09,9.571825110299415e-09
1951,7.462981344019681e-09,1.4925962799061665e-08
1952,8.435843135146115e-09,1.0544804140977249e-08
1953,2.1547654771580937e-09,6.464296653518886e-09
1954,1.9545072227344917e-09,1.07497895029951e-08
1955,1.3139850985055546e-08,1.0324168187025862e-08
1956,7.849027428008526e-09,9.593255301254544e-09
1957,0.0,1.236905244894615e-08
1958,6.617794756635931e-09,2.3162280982091943e-08
1959,7.750747821333448e-10,1.2401196736178122e-08
1960,5.536666680683311e-09,1.6609999820005328e-08
1961,2.779263708063695e-09,1.3201502280235644e-08
1962,1.2049717501572133e-08,1.6489086374082973e-08
1963,5.819448034571906e-09,1.2932106496776896e-08
1964,8.517555494247375e-09,1.0342746104008427e-08
1965,4.924839203113152e-09,6.0192477668863376e-09
1966,4.985167390003653e-09,1.6617224929404983e-08
1967,4.437302081328198e-09,1.3311906243984595e-08
1968,8.08454847511797e-09,1.0779398235127857e-08
1969,4.5417577476669635e-09,1.4533624748125362e-08
1970,1.0577067222072856e-08,1.5635665040480973e-08
1971,1.284599360218408e-08,1.6956711812454728e-08
1972,1.3851396640784941e-08,1.0260293947794707e-08
1973,2.7566018356850464e-09,6.064523994098181e-09
1974,6.750686010192908e-09,1.0688586238316589e-08
1975,3.4268881066168433e-09,6.8537762132336866e-09
1976,4.570821499072508e-09,1.0284348372913144e-08
1977,5.289103821581875e-09,8.227494796564372e-09
1978,5.346532327976661e-09,1.128712368014817e-08
1979,8.192762912528906e-09,1.345953837272873e-08
1980,7.390696055153967e-09,1.2507331614841632e-08
1981,8.223214109648325e-09,1.0753433921095734e-08
1982,6.828252629986764e-09,1.738100596782033e-08
1983,8.841442245000053e-09,1.263063198475578e-08
1984,5.799008662155103e-09,9.858314165001048e-09
1985,7.820225356169885e-09,1.6843561989610123e-08
1986,2.3977941854269602e-09,6.593933843390687e-09
1987,1.2832715334809564e-08,8.555143260480236e-09
1988,5.396898372644898e-09,7.795519785247507e-09
1989,3.841685525252103e-09,9.329808037250586e-09
1990,9.80757214330552e-09,8.172976573295188e-09
1991,7.033758298025106e-09,5.861465368628416e-09
1992,7.162927251336271e-09,6.0609386398624565e-09
1993,7.20096987594232e-09,1.2186256004298457e-08
1994,8.967375286772494e-09,1.6352272202979634e-08
1995,9.21816623034033e-09,1.0302656838767632e-08
1996,8.540947504798169e-09,1.2277612038147367e-08
1997,5.27438381858758e-09,9.58978851883785e-09
1998,1.0489884516573511e-08,1.3350761940422728e-08
1999,7.312321859131998e-09,1.0054442611817649e-08
2000,9.277865919976591e-09,1.0161472552283612e-08
2001,1.0076786849388952e-08,1.3143635152479405e-08
2002,1.0076809608960957e-08,1.1829297541510186e-08
2003,1.0417307017007715e-08,1.2500769142054224e-08
2004,1.0571499231559756e-08,1.2773894497719596e-08
2005,7.205999463799628e-09,1.170974872621855e-08
2006,1.029472451730129e-08,9.882935803062765e-09
2007,1.0385647009059085e-08,1.7176262190332636e-08
2008,1.1069342858993636e-08,1.4475294823901308e-08
2009,8.105927484791664e-09,7.1522885392028e-09
2010,1.5116137674908714e-08,1.1809483002611643e-08
2011,1.1089518636708817e-08,1.4913490831158782e-08
2012,8.510632198976964e-09,1.361701096325163e-08
2013,1.3666712816995386e-08,1.9523875460780715e-08
2014,1.1693403981216655e-08,1.9055916761212544e-08
2015,7.979671326485693e-09,2.3495699968956174e-08
2016,1.5120782986821624e-08,2.092053477675826e-08
2017,1.4590545355241957e-08,1.7357717596588884e-08
2018,1.058401366549333e-08,2.3233200197037007e-08
2019,1.1734544003161318e-08,2.5764976596676092e-08
