year,présentant_VERB en_ADP,présentant_VERB sans_ADP
2002,2.0679365686504525e-07,1.270554239596322e-08
2003,1.783443037695065e-07,1.2500768420409258e-08
2004,1.8984649630127137e-07,1.7178685141061578e-08
2005,2.1978298558877896e-07,1.8465373230469595e-08
2006,1.84893262256125e-07,2.2648395159308166e-08
2007,1.8094991682815476e-07,1.3581230362547103e-08
2008,1.630599326674087e-07,1.4049550856043425e-08
2009,1.625953682804493e-07,1.2397300963584712e-08
2010,1.3698999445921345e-07,1.4643758206034363e-08
2011,1.2695586337763132e-07,1.5678285336662157e-08
2012,1.2834032925290728e-07,1.05531832161887e-08
2013,1.0263980482205781e-07,1.059867482666732e-08
2014,1.0740608136217134e-07,1.407539329534302e-08
2015,1.1348866024718518e-07,1.1526192444932803e-08
2016,9.859578575799333e-08,1.2013772199281902e-08
2017,9.685103963263941e-08,1.3835862233690932e-08
2018,1.0222608337606687e-07,9.809573597863164e-09
2019,9.974362180642515e-08,1.224474122096808e-08
