year,quand_CONJ en_PRON
1907,7.5599796645065e-08
1908,8.447589405768952e-08
1909,9.131632872083628e-08
1910,1.0581418197208592e-07
1911,8.406191098764282e-08
1912,9.58533508121917e-08
1913,8.431753745208326e-08
1914,1.0915692377766462e-07
1915,9.306802084552146e-08
1916,9.00971883766033e-08
1917,7.018511571921238e-08
1918,1.1601240146319469e-07
1919,1.2338517052512543e-07
1920,7.117897915520643e-08
1921,6.209652803068622e-08
1922,8.115728977742265e-08
1923,7.855801698042342e-08
1924,7.992807293799586e-08
1925,7.478761077095442e-08
1926,6.241837624543223e-08
1927,5.463120267279464e-08
1928,4.113374962866345e-08
1929,7.909688548579652e-08
1930,9.243171383843674e-08
1931,6.957267562057723e-08
1932,6.466126700743757e-08
1933,5.735331143341682e-08
1934,4.4331846638101524e-08
1935,5.744776476745983e-08
1936,6.789840156784521e-08
1937,3.1477795481293924e-08
1938,6.223302884134085e-08
1939,4.435274547631707e-08
1940,6.593035783986068e-08
1941,2.066051862925633e-08
1942,1.0619741308559583e-07
1943,4.3548528338988035e-08
1944,3.534504777746861e-08
1945,5.010559256390934e-08
1946,8.074240653854758e-08
1947,6.556478981956104e-08
1948,5.435943961629164e-08
1949,5.3993546078601184e-08
1950,7.019338710279044e-08
1951,4.9042446770286574e-08
1952,6.221434034614504e-08
1953,4.9559605419524644e-08
1954,5.961247140362502e-08
1955,5.631364752289869e-08
1956,4.447782231409292e-08
1957,5.0359713954506446e-08
1958,7.693186532264917e-08
1959,4.107896334204497e-08
1960,5.467458358277e-08
1961,4.8637114946625815e-08
1962,5.45408259111646e-08
1963,4.849539947393566e-08
1964,6.935723972922858e-08
1965,5.7456456481475016e-08
1966,5.539074665605881e-08
1967,4.683818882744717e-08
1968,5.749012288447375e-08
1969,5.0413512420188766e-08
1970,7.219998288121587e-08
1971,6.320228962408692e-08
1972,5.232749877848164e-08
1973,6.836372673513225e-08
1974,4.837991790518359e-08
1975,6.511087491389844e-08
1976,6.399150004332554e-08
1977,4.8189611634441576e-08
1978,4.990096613699535e-08
1979,4.506019557481977e-08
1980,7.220141395869462e-08
1981,4.7441622186283894e-08
1982,5.400526781329518e-08
1983,4.547027288026584e-08
1984,4.871167114117725e-08
1985,4.8726021995015856e-08
1986,4.435919120915344e-08
1987,5.1330861339238254e-08
1988,3.95772560835006e-08
1989,5.982053075115346e-08
1990,4.9582725480945555e-08
1991,5.392547974825135e-08
1992,5.895640292630233e-08
1993,5.982343909138876e-08
1994,6.593658419262738e-08
1995,5.9104714011937176e-08
1996,4.750901894112758e-08
1997,6.616954295601829e-08
1998,4.7681291803769454e-08
1999,5.4385394854250535e-08
2000,4.329670666436414e-08
2001,5.2136419625981034e-08
2002,5.827024551763316e-08
2003,4.250261498306429e-08
2004,6.783378658781203e-08
2005,5.404499370254001e-08
2006,6.176834793647501e-08
2007,5.6721610880439144e-08
2008,6.51388258887664e-08
2009,7.247652633601831e-08
2010,7.038451532714873e-08
2011,6.53899218105991e-08
2012,7.251058203872063e-08
2013,7.223833975444904e-08
2014,7.427477105581559e-08
2015,7.292532855363021e-08
2016,7.436110793790363e-08
2017,7.496521803318501e-08
2018,7.718585531835132e-08
2019,7.270315138807604e-08
