year,pouvait_VERB avoir_VERB,pouvait_VERB savoir_VERB
1857,6.200980806170264e-06,1.9916556937005225e-07
1858,6.600100732612191e-06,2.906843690198002e-07
1859,6.323460638668621e-06,2.612284788483521e-07
1860,6.162262707221089e-06,2.503719542801264e-07
1861,6.013796792103676e-06,2.8861697387583263e-07
1862,6.132262569735758e-06,2.64302201458122e-07
1863,5.945097200310556e-06,3.426309831411345e-07
1864,5.821279046358541e-06,2.7090212029179384e-07
1865,6.032762485119747e-06,2.7111423150927294e-07
1866,6.12677968092612e-06,2.860980430341442e-07
1867,6.0310740082059056e-06,2.416700226604007e-07
1868,5.53809286429896e-06,2.400778669198189e-07
1869,5.757668986916542e-06,2.9642961862919037e-07
1870,6.301146186160622e-06,2.6892689675150905e-07
1871,6.3089792092796415e-06,2.485355423686997e-07
1872,6.34607795291231e-06,2.1891368362503272e-07
1873,5.722021796827903e-06,2.508135992229654e-07
1874,6.090516762924381e-06,2.8140408403487527e-07
1875,5.964119736745488e-06,2.0597497041308088e-07
1876,5.558101292990614e-06,3.2527560733797145e-07
1877,5.2335913096612785e-06,3.6614110854316095e-07
1878,5.4194783842831384e-06,2.3552445327368332e-07
1879,5.4403540161729325e-06,2.4131836084961833e-07
1880,5.566839718085248e-06,2.1499785418654938e-07
1881,5.225197128311265e-06,2.070834739242855e-07
1882,5.199852239456959e-06,2.3693171158356563e-07
1883,5.035249159845989e-06,1.9969111519912985e-07
1884,5.045676971349167e-06,2.581263629508612e-07
1885,5.0939856919285376e-06,2.075494762721064e-07
1886,5.071777195553295e-06,2.1812708439483686e-07
1887,4.814428848476382e-06,2.0566112368669565e-07
1888,4.678739514929475e-06,2.1177653763970739e-07
1889,4.831673322769348e-06,1.7730336310251005e-07
1890,4.685075509769376e-06,2.6414176090838737e-07
1891,4.867354618909303e-06,1.937762874604232e-07
1892,4.609237294062041e-06,2.25039599399679e-07
1893,4.7382854972966015e-06,2.0445942539026873e-07
1894,4.719222943094792e-06,2.583631157904165e-07
1895,4.610258656612132e-06,2.575966959739162e-07
1896,4.50356083092629e-06,2.1111364389980736e-07
1897,4.192902906652307e-06,2.1908442704443587e-07
1898,4.747359980683541e-06,2.716010385483969e-07
1899,4.933363925374579e-06,2.951726969513402e-07
1900,4.138307758694282e-06,2.2269618682457804e-07
1901,4.226204509905074e-06,1.7548640585118847e-07
1902,3.7912302559561795e-06,2.0083061258446833e-07
1903,4.244573119649431e-06,2.1060859012322908e-07
1904,4.012695171695668e-06,1.5317681345550227e-07
1905,4.249368885211879e-06,1.708211243567348e-07
1906,4.483156772039365e-06,2.0165202840871643e-07
1907,4.080846338183619e-06,1.7691381515305693e-07
1908,4.102483217138797e-06,2.151188454035946e-07
1909,4.0415725379716605e-06,2.4644407403684454e-07
1910,4.20317428506678e-06,2.0254330479474447e-07
1911,4.05040100304177e-06,1.9472570045309112e-07
1912,3.94978314943728e-06,1.713899564492749e-07
1913,3.943833235098282e-06,1.7977134803004446e-07
1914,3.864690825139405e-06,2.2233189156395383e-07
1915,3.842884325422347e-06,2.3561523221360403e-07
1916,3.7862794215470785e-06,1.69206913369635e-07
1917,3.815218860836467e-06,1.7655943906902394e-07
1918,3.714694003065233e-06,2.1134931671440427e-07
1919,4.095651092939079e-06,2.1270129479944444e-07
1920,3.6657174860010855e-06,1.915774561211947e-07
1921,3.80379105990869e-06,2.0067780326371576e-07
1922,3.647651283245068e-06,2.5675214487819176e-07
1923,3.7230129237286747e-06,2.2505810193251818e-07
1924,3.732125378519413e-06,2.3076007948930055e-07
1925,3.6052026644028956e-06,2.628564459428162e-07
1926,3.7116640214662766e-06,2.496734907708742e-07
1927,4.207717665849486e-06,2.274441897043289e-07
1928,3.6769001781067345e-06,2.0909655518153158e-07
1929,4.2266701711923815e-06,2.918786492500658e-07
1930,3.569124373825616e-06,1.90115230225274e-07
1931,3.632606194514665e-06,1.573939272248026e-07
1932,3.665965095933643e-06,2.2247859021717886e-07
1933,3.822024609689834e-06,1.869717891622713e-07
1934,3.4710637919488363e-06,2.67189250280353e-07
1935,3.294868520242744e-06,1.8790206013363786e-07
1936,3.3549085856066085e-06,1.9884531354819046e-07
1937,3.4965535178344e-06,1.6872098740350339e-07
1938,3.4202234928670805e-06,2.2040865133021725e-07
1939,3.5268080864625517e-06,2.3399897486342525e-07
1940,3.2483378618053393e-06,2.0286263691104978e-07
1941,3.45620946973213e-06,2.1250818349471956e-07
1942,3.1586143904860364e-06,2.639764318246307e-07
1943,3.550656629158766e-06,2.2354910811372974e-07
1944,3.6951641959603876e-06,3.245318112021778e-07
1945,3.7622764921252383e-06,3.0716907417627226e-07
1946,3.5986054172099102e-06,2.6171676381636644e-07
1947,3.670436171887559e-06,2.598749802018574e-07
1948,3.273525408076239e-06,2.34832782552985e-07
1949,3.0835224151815055e-06,2.4738861270634516e-07
1950,3.214006255802815e-06,3.0629840352958126e-07
1951,3.505468839648529e-06,2.7719644890566997e-07
1952,3.391209020264796e-06,2.425304899134062e-07
1953,3.484255785224377e-06,2.499527909094468e-07
1954,3.609974783103098e-06,2.5506318479529e-07
1955,3.5139714782417286e-06,2.862610415377276e-07
1956,3.3794424325606087e-06,2.7384385248296894e-07
1957,3.2875175293156644e-06,2.650511419233226e-07
1958,3.339504701216356e-06,2.754657089099055e-07
1959,3.2421378364233533e-06,2.697260299555637e-07
1960,3.339994236739585e-06,2.4222916295002506e-07
1961,3.189899871358648e-06,2.549974453813775e-07
1962,3.429095841056551e-06,2.543124537623953e-07
1963,3.3144988265121356e-06,2.528226730191818e-07
1964,3.2756086056906497e-06,2.591770567050844e-07
1965,3.1830875286686933e-06,2.3146743899360445e-07
1966,3.3029502901626984e-06,2.4981227397802286e-07
1967,3.2786731480882736e-06,2.2778149855184893e-07
1968,3.3685619200696237e-06,2.793660769384587e-07
1969,3.1951265100360615e-06,2.284504176941482e-07
1970,2.9560603707068367e-06,2.5109039825110813e-07
1971,2.893431656048051e-06,1.726501608345643e-07
1972,2.9554776119766757e-06,1.877633764024722e-07
1973,2.973270738948486e-06,1.9737269951747294e-07
1974,2.748091674220632e-06,2.0927126342940028e-07
1975,2.774065933408565e-06,1.776270295295035e-07
1976,2.7436356049292954e-06,1.782620415724523e-07
1977,2.7144856176164467e-06,1.9334612488819403e-07
1978,2.94950359602808e-06,2.0376228349050507e-07
1979,2.975143161165761e-06,1.9311512744479842e-07
1980,2.7845867407449987e-06,1.89315514376176e-07
1981,2.7680605398927582e-06,1.8533860668412672e-07
1982,2.8175852548883995e-06,1.93053324437642e-07
1983,2.725058948271908e-06,1.7746037883625831e-07
1984,2.615932771732332e-06,2.0876430539829016e-07
1985,2.697977834031917e-06,2.0332586814220122e-07
1986,2.780242311928305e-06,1.9182353128144314e-07
1987,2.7095361474493984e-06,1.9676829765558068e-07
1988,2.8333715818007477e-06,1.9488800262479344e-07
1989,2.8088209091947647e-06,1.9812121365703206e-07
1990,2.726505044847727e-06,2.0813847356748738e-07
1991,2.550909584897454e-06,2.0925430987972504e-07
1992,2.774807853711536e-06,2.1047986820121878e-07
1993,2.9030986752331955e-06,2.10489886853793e-07
1994,2.699707465581014e-06,2.030846673051201e-07
1995,2.7204434900340857e-06,1.8219434139155055e-07
1996,2.8094380013499176e-06,2.0765178021520114e-07
1997,2.693771648409893e-06,1.7884956093894289e-07
1998,2.747396138147451e-06,2.1408899897323863e-07
1999,2.678594910321408e-06,1.9697567665843962e-07
2000,2.605313284220756e-06,1.6081634157671942e-07
2001,2.7873270482814405e-06,1.8926834854937624e-07
2002,2.6480101951165125e-06,1.783157159707116e-07
2003,2.7468356620374834e-06,2.058459926956857e-07
2004,2.7525541099748807e-06,1.823583630766734e-07
2005,2.829255436154199e-06,1.9591310262967454e-07
2006,2.7544565455173142e-06,2.277193118516152e-07
2007,2.8644412850553636e-06,2.6723068913270254e-07
2008,2.944019570350065e-06,2.5246617951779626e-07
2009,3.1827685234020464e-06,2.655883122315572e-07
2010,3.2887046472751535e-06,3.202731591045449e-07
2011,3.4128950119338697e-06,3.7054289236948534e-07
2012,3.949613983422751e-06,4.3029754692724964e-07
2013,4.434429683897179e-06,5.257500674815674e-07
2014,4.7505536713288166e-06,6.011275672790362e-07
2015,4.606265520123998e-06,4.987294914826634e-07
2016,4.803230240213452e-06,4.813794021174544e-07
2017,3.887122602463933e-06,4.6362717398551467e-07
2018,4.469551640795544e-06,4.863483127337531e-07
2019,4.6017266868148e-06,4.923406322632218e-07
