year,agissant_VERB en_ADP,agissant_VERB sans_ADP
1844,7.261366441468908e-07,1.0702694774877841e-07
1845,9.413844814787353e-07,9.765398734096209e-08
1846,1.060250184536926e-06,1.0069742573115548e-07
1847,1.0932064213875492e-06,1.1757227547093407e-07
1848,1.1681661931106646e-06,9.010648532870036e-08
1849,1.0708891764465989e-06,8.798385664476882e-08
1850,9.056520777761534e-07,9.911934029105396e-08
1851,1.0119169076006074e-06,8.190786915385218e-08
1852,1.1998935107726538e-06,1.0937716155012822e-07
1853,1.0880860124018454e-06,8.062108314277339e-08
1854,1.0303002717648724e-06,9.871762318702793e-08
1855,9.706387906760483e-07,9.234070930119742e-08
1856,1.0499340099556775e-06,8.335274459536635e-08
1857,1.079301654272058e-06,9.128422201465369e-08
1858,9.757990255820914e-07,8.563932918370654e-08
1859,1.0820868165950515e-06,6.874434133052887e-08
1860,1.1131710841993936e-06,8.833965026155965e-08
1861,1.0884443781833397e-06,1.0045003073777536e-07
1862,1.0188058858773275e-06,1.0210649048492115e-07
1863,1.143768177058746e-06,9.889348984160051e-08
1864,1.1545704552418101e-06,1.0404559702692495e-07
1865,1.0157369736418786e-06,1.0590399868171119e-07
1866,1.1448787535783822e-06,1.0363755365006e-07
1867,1.0564571084614727e-06,1.0530600746960772e-07
1868,1.0843023687812092e-06,1.397984397133456e-07
1869,1.0196787449956446e-06,1.289249016434013e-07
1870,1.2012831902552534e-06,1.032128764677509e-07
1871,1.3860635768025986e-06,1.1470871541519045e-07
1872,1.2010015559837939e-06,1.1610891781366206e-07
1873,1.3342803839577755e-06,1.316921043326147e-07
1874,1.2970875928886016e-06,8.842421655996802e-08
1875,1.4750096681837022e-06,1.0813685946686746e-07
1876,1.2116213348178917e-06,9.189942318243993e-08
1877,1.2153163453376692e-06,9.21537548492779e-08
1878,1.2005708178719487e-06,7.609251895246416e-08
1879,9.616077800700396e-07,6.1704184872724e-08
1880,1.4132096950447703e-06,8.471556722788876e-08
1881,1.3547582042860995e-06,1.0877111833451636e-07
1882,1.0608684135604562e-06,7.653692946085755e-08
1883,1.1254742986466226e-06,1.1122036625010878e-07
1884,1.155297006505407e-06,9.440426396167823e-08
1885,1.1743948107323376e-06,1.0506386360908948e-07
1886,1.1971175339908768e-06,1.0067403621860649e-07
1887,1.451379928241181e-06,9.271072720640205e-08
1888,1.280804166725602e-06,1.109607543625657e-07
1889,1.3607876638843663e-06,9.20975069540475e-08
1890,1.3161208549661296e-06,1.035593086839981e-07
1891,1.5903679049245056e-06,9.306361192784607e-08
1892,1.4191911610339503e-06,9.340083129139032e-08
1893,1.4552338178930313e-06,7.759604875312576e-08
1894,1.386338675857246e-06,6.742646974089439e-08
1895,1.3981241764327024e-06,1.0111272530366477e-07
1896,1.3981855389033626e-06,8.491721903425287e-08
1897,1.526598902401588e-06,1.0196748645441289e-07
1898,1.5051223538620206e-06,9.109951215613421e-08
1899,1.7677196098020431e-06,7.849160965633928e-08
1900,1.628433373923599e-06,7.423206271894855e-08
1901,1.4899578442140182e-06,6.259387325124877e-08
1902,2.087852706722515e-06,8.642099236233491e-08
1903,1.6589477169759448e-06,1.0746438539044334e-07
1904,1.5425173991445718e-06,8.276922436323275e-08
1905,1.4832020927002532e-06,7.74113850798841e-08
1906,1.5370822978866272e-06,5.092742555445895e-08
1907,1.8375379937651815e-06,8.382834870701572e-08
1908,1.488642068281365e-06,6.286577769465396e-08
1909,1.5501772097081812e-06,7.701376647517577e-08
1910,1.6310347845660544e-06,4.275320719671072e-08
1911,1.5966443314141543e-06,7.55493105852878e-08
1912,1.736300111687683e-06,8.439262505488543e-08
1913,1.6566540246287786e-06,7.212066321926613e-08
1914,1.6721768503202838e-06,7.098548593376108e-08
1915,1.9638530091015127e-06,4.7123048574349014e-08
1916,1.9502745232102825e-06,5.933229374477378e-08
1917,1.9202208747515215e-06,6.470190361262951e-08
1918,1.625322266107787e-06,9.074237539152818e-08
1919,2.3793080856648885e-06,4.9722380879302364e-08
1920,1.721925546149805e-06,7.2693424613135e-08
1921,1.7689937834575176e-06,5.300923078266351e-08
1922,1.5501042671672849e-06,6.71392115236813e-08
1923,1.513834220645549e-06,7.112685374011107e-08
1924,1.394873818227893e-06,5.285566118118368e-08
1925,1.4275635180638346e-06,5.7190526758787996e-08
1926,1.3163589649423102e-06,5.5730691173039304e-08
1927,1.4605485034735466e-06,6.243565797703354e-08
1928,1.7401860787913392e-06,9.02657291135256e-08
1929,1.3379628214238437e-06,4.567566636026754e-08
1930,1.1648496816007992e-06,7.24748622227267e-08
1931,1.3116159820469875e-06,6.615106684648708e-08
1932,1.216508620061063e-06,6.027745247383365e-08
1933,1.5703336018191294e-06,3.326492148403304e-08
1934,1.4258080653917204e-06,4.193553060360955e-08
1935,1.3512192378328791e-06,3.111753699158726e-08
1936,1.2864322016525875e-06,4.4861444337129797e-08
1937,1.5487075533116013e-06,3.777335422228134e-08
1938,1.7580830551366944e-06,5.315737894306949e-08
1939,1.429993719881395e-06,2.9058696782158222e-08
1940,1.2171758356771534e-06,7.353770370421842e-08
1941,1.2071646118272383e-06,4.132103725851266e-08
1942,1.2076163002916473e-06,8.49579322448335e-08
1943,1.0916164292495978e-06,3.774205836748479e-08
1944,1.2402898974528398e-06,6.42637232317611e-08
1945,1.4073135723435826e-06,8.931866934958066e-08
1946,1.2208808861657872e-06,7.9350293447078e-08
1947,1.187318762418954e-06,6.198852764427443e-08
1948,1.091537496833439e-06,6.19697619885784e-08
1949,1.3027169636359304e-06,5.2030142749792674e-08
1950,1.2368925439432132e-06,6.38121662177582e-08
1951,1.1077196369058129e-06,4.371174711081949e-08
1952,1.304392220902173e-06,9.490323371608156e-08
1953,1.3025557201729043e-06,8.295847209183194e-08
1954,1.3388374391354319e-06,6.547599440409613e-08
1955,1.074652125510056e-06,9.385607802059326e-08
1956,1.179098386927535e-06,6.104799266104521e-08
1957,1.4392275975438906e-06,6.44957730000506e-08
1958,1.4865221800164363e-06,5.790570334340828e-08
1959,1.512170925366263e-06,5.658045876266726e-08
1960,1.384858734354566e-06,5.121416846165516e-08
1961,1.0477823799703856e-06,5.975417138870398e-08
1962,1.2239976108219253e-06,5.580921680348183e-08
1963,1.195573261725258e-06,6.46605333720629e-08
1964,1.1480447987821663e-06,6.266487589945413e-08
1965,1.0911254264556192e-06,6.347570380427214e-08
1966,1.0851047225202137e-06,6.425326859460512e-08
1967,1.0161421641896595e-06,5.817796100426875e-08
1968,9.063676991161174e-07,5.704098149372783e-08
1969,1.1254475538180486e-06,5.268439084993304e-08
1970,1.1671563928672413e-06,5.978342443313522e-08
1971,1.1037277722891758e-06,5.6522371449929665e-08
1972,1.1824988348507759e-06,6.771794003324061e-08
1973,1.2239311857342727e-06,5.458071683506205e-08
1974,1.2229993302526054e-06,5.06301447433799e-08
1975,1.174851494312179e-06,5.997054142170555e-08
1976,9.393038205018911e-07,5.999203267492703e-08
1977,9.637922175897984e-07,3.643604673531087e-08
1978,9.326728296343845e-07,6.059403245828321e-08
1979,9.749387857027614e-07,6.086052273257536e-08
1980,8.607318271458553e-07,5.45774458959869e-08
1981,8.931675807843931e-07,4.9971840221374464e-08
1982,9.491271022454839e-07,5.2143017459371777e-08
1983,8.348848030692579e-07,5.6837845985313606e-08
1984,8.443356129816948e-07,4.1172959708291046e-08
1985,8.788730312403459e-07,4.2108908027138625e-08
1986,9.003717096334185e-07,5.095312533009988e-08
1987,8.860684559408583e-07,4.949761561734434e-08
1988,9.432579268775498e-07,3.8377944377998574e-08
1989,8.594399112382689e-07,5.982053119524267e-08
1990,9.077452531869312e-07,4.7948130021957525e-08
1991,8.774613142747967e-07,4.278869636387128e-08
1992,9.399964504552827e-07,6.887430104018932e-08
1993,9.294790217495574e-07,4.985286583547577e-08
1994,8.840777141472245e-07,6.224413318101085e-08
1995,1.0346035850261615e-06,4.337960479716685e-08
1996,8.855894932935371e-07,4.6441403611652277e-08
1997,9.134273781796765e-07,4.2674561773203834e-08
1998,9.545794767973348e-07,5.769436350888668e-08
1999,8.738224792637084e-07,5.347135489941479e-08
2000,8.959767967553489e-07,4.815654430778693e-08
2001,9.213688230147454e-07,4.950769350031692e-08
2002,9.612400120317943e-07,4.425033828248104e-08
2003,9.8589396202442e-07,3.416876670492286e-08
2004,9.576015997936338e-07,4.536935094279215e-08
2005,8.340944503970604e-07,4.683899734736485e-08
2006,8.35108075136759e-07,4.2002478273239774e-08
2007,8.08083186143449e-07,4.833320232933147e-08
2008,7.757055300317006e-07,4.93863016037821e-08
2009,8.120231953512302e-07,4.91123837154106e-08
2010,6.925080811015505e-07,5.101696470832806e-08
2011,6.508400147708926e-07,4.512286977398361e-08
2012,4.973613201286753e-07,4.4595711123918136e-08
2013,6.557233014348185e-07,5.243555012413026e-08
2014,6.26463290132051e-07,4.374199147338942e-08
2015,7.531922925352319e-07,5.408443862209289e-08
2016,6.659358415816996e-07,5.3854842363421085e-08
2017,7.566958615257136e-07,5.056378660217575e-08
2018,6.422689224905298e-07,4.904786665704819e-08
2019,5.563704181810181e-07,4.464228497980116e-08
