year,voudront_VERB avoir_VERB,voudront_VERB savoir_VERB
1963,1.939815952312074e-08,5.819448034571906e-09
1964,3.102823953327061e-08,5.475571551727398e-09
1965,2.2982582947861374e-08,1.2585699593614663e-08
1966,1.8278946356531378e-08,8.862519607077957e-09
1967,4.042875190179984e-08,1.0846738618397467e-08
1968,2.110965446888713e-08,1.2126823101255013e-08
1969,3.315483354526805e-08,1.3625273354023193e-08
1970,2.8052221878738237e-08,1.4256047897731605e-08
1971,2.8775026805760717e-08,1.6956711590410123e-08
1972,3.026786643545165e-08,4.104117490300041e-09
1973,3.748978727458052e-08,1.598829157956061e-08
1974,2.025205780853412e-08,9.00091468025721e-09
1975,2.227477224892027e-08,1.028066431985053e-08
1976,1.9997344224975677e-08,1.0284348483935446e-08
1977,1.5867311020656416e-08,1.23412418062685e-08
1978,1.485147826940647e-08,5.346532105932056e-09
1979,1.8726314721106974e-08,8.777959692451986e-09
1980,2.3309118191150446e-08,1.1370301145063877e-08
1981,1.8344094243616382e-08,1.2018544381930951e-08
1982,1.6760255405756652e-08,5.586751949948621e-09
1983,1.6419821946556112e-08,1.0104505676622466e-08
1984,2.0876431250371752e-08,1.5077421977593986e-08
1985,1.2031115659283387e-08,1.0226449020933615e-08
1986,1.978180286243969e-08,1.3187867686781374e-08
1987,1.0388388815840699e-08,1.588812459374367e-08
1988,1.3192418713003917e-08,4.797243047249822e-09
1989,1.8110803523541108e-08,2.3050112929468014e-08
1990,1.2531897297662908e-08,9.80757164370516e-09
1991,1.52398094144246e-08,1.4067516929117119e-08
1992,1.7080827419135858e-08,1.8733810946969243e-08
1993,1.550978012687665e-08,7.200969598386564e-09
1994,8.439882570598911e-09,1.002236071911966e-08
1995,1.843633334885908e-08,1.2471637056421514e-08
1996,1.4946657245218375e-08,1.3345230698291743e-08
1997,1.1987236092636522e-08,1.102825741838842e-08
1998,1.7642078020685403e-08,1.2397135762398648e-08
1999,1.8737825513426287e-08,9.140402212892695e-09
2000,1.8113929911578452e-08,7.95245647111642e-09
2001,1.4896119893137438e-08,1.1829271784336015e-08
2002,1.1829298429688606e-08,7.448076377869484e-09
2003,1.91678459771083e-08,9.58392298855415e-09
2004,1.5416770082765652e-08,8.80958239690699e-09
2005,1.216012357474483e-08,1.261049931144953e-08
2006,1.070651389767363e-08,1.0294725072412803e-08
2007,1.677681460421354e-08,1.1184542181297275e-08
2008,1.0643598891135753e-08,1.3198063086861112e-08
2009,1.2397300963584712e-08,2.384096298158056e-08
2010,1.0392344762522043e-08,1.6533276081531767e-08
2011,1.5295887223487625e-08,3.594533737327765e-08
2012,7.148930780687124e-09,3.540422710557323e-08
2013,8.367375237128272e-09,3.765318723480959e-08
2014,8.012147389990787e-09,3.39974910446017e-08
2015,1.3521109565317602e-08,3.5021891164888075e-08
2016,1.636358604173438e-08,3.252003821785365e-08
2017,7.54683426862357e-09,3.471543763566842e-08
2018,8.776987137082415e-09,3.768941425619232e-08
2019,1.1479444950168727e-08,4.030560774026526e-08
