year,devrait_VERB avoir_VERB,devrait_VERB savoir_VERB
1874,1.093950913855224e-06,1.027632805516987e-07
1875,1.1746295740522328e-06,8.296214559777582e-08
1876,1.2605941037691082e-06,9.129482236858166e-08
1877,1.1825368346762843e-06,9.52461647329983e-08
1878,1.0242293910778244e-06,1.1595049898005527e-07
1879,1.1736013902918785e-06,1.6861737606177485e-07
1880,1.2418532833180507e-06,1.2643157276670536e-07
1881,1.036114667840593e-06,1.0458761323661747e-07
1882,1.067523726305808e-06,6.455723422504889e-08
1883,1.1267380841673003e-06,1.131161653233903e-07
1884,1.1374723953849752e-06,8.252121119767253e-08
1885,1.1131612609460717e-06,8.701608322780885e-08
1886,1.00093222954456e-06,1.0196472999268735e-07
1887,1.143214717558294e-06,1.2861981701917102e-07
1888,1.0874153986151214e-06,9.320703497905924e-08
1889,1.0938928198811482e-06,1.1339897554307754e-07
1890,1.2630302990146447e-06,9.634948128223186e-08
1891,1.1448099712652038e-06,1.0708689757166212e-07
1892,1.097616518563882e-06,6.331197255349252e-08
1893,1.1251427167735528e-06,9.91505046954444e-08
1894,1.1481404271762585e-06,8.255016581415475e-08
1895,1.0701096471166238e-06,6.921406736637437e-08
1896,1.1805851727331174e-06,1.0909503345146732e-07
1897,1.2346805533525185e-06,1.0546351347784366e-07
1898,1.3449910056806402e-06,8.544115814856923e-08
1899,1.1718466339516453e-06,7.130576307190495e-08
1900,1.2879003179477877e-06,8.14995360087778e-08
1901,1.2507597375588375e-06,1.2406999871927837e-07
1902,1.1161075690324651e-06,8.838510723307991e-08
1903,1.228550104315218e-06,9.720396576540224e-08
1904,1.2162777238700073e-06,7.309490257512152e-08
1905,1.3464419907904812e-06,1.305672047147155e-07
1906,1.1697875379468314e-06,1.306622845476113e-07
1907,1.1910825605809805e-06,1.316567903586474e-07
1908,1.196905486722244e-06,1.2474927757466503e-07
1909,1.303733142776764e-06,1.2817291406008735e-07
1910,1.23930851714249e-06,1.2558754747260537e-07
1911,1.4136234085526667e-06,9.044636328781053e-08
1912,1.2669312354773865e-06,8.803922213473925e-08
1913,1.151279093392077e-06,1.2939295546132712e-07
1914,1.1665727015497396e-06,1.1384464215780099e-07
1915,1.1498024150569108e-06,1.1309531089409575e-07
1916,1.0580926073089358e-06,1.4723199215360694e-07
1917,1.200823476210644e-06,1.6668964519794827e-07
1918,1.145191731666273e-06,1.7229564264198416e-07
1919,1.2402971378833172e-06,1.6666206192894606e-07
1920,1.2797071349268663e-06,1.7946189245776623e-07
1921,1.238144250237383e-06,9.996026684166992e-08
1922,1.3051568430455518e-06,1.298516707493036e-07
1923,1.3344247236091178e-06,1.6030081440021604e-07
1924,1.1666919590425096e-06,1.2891624123767542e-07
1925,1.3131824516676716e-06,1.4627576372383544e-07
1926,1.184834559353476e-06,1.370975013514908e-07
1927,1.170668610939174e-06,1.304459260609292e-07
1928,1.2123030046495842e-06,9.826395341860916e-08
1929,1.2076200164301554e-06,1.1029002422446865e-07
1930,1.275137492484646e-06,1.039856769580183e-07
1931,1.2089677738913451e-06,1.2203732158155844e-07
1932,1.270210304937791e-06,1.1617108530703746e-07
1933,1.2950378049936262e-06,1.7320699718936794e-07
1934,1.1909691011169343e-06,9.225816910429785e-08
1935,1.2458983746910235e-06,1.1609235883724978e-07
1936,1.225808659910399e-06,1.0790996185505719e-07
1937,1.1432734936533961e-06,1.133200617786656e-07
1938,1.087781470232585e-06,1.5558256905023882e-07
1939,1.044583655129827e-06,1.437640726464906e-07
1940,1.2425335853549768e-06,9.889553354014424e-08
1941,1.027122948471515e-06,1.9479917057196872e-07
1942,1.0255636198053253e-06,2.0632639774476047e-07
1943,1.123552010540152e-06,1.538714693438692e-07
1944,1.4619996591136442e-06,1.413801893335176e-07
1945,3.7295990296115633e-06,1.8735134688085964e-07
1946,1.3461707339956774e-06,1.0997672461598995e-07
1947,1.3387137869358412e-06,1.299374996488467e-07
1948,1.2143898402428022e-06,1.6960144932909316e-07
1949,1.3733994137510308e-06,1.69834238117339e-07
1950,1.4219477861843188e-06,1.2975141316928784e-07
1951,1.2889635172541603e-06,1.5032576072826487e-07
1952,1.3233728850536863e-06,1.2759213063873176e-07
1953,1.3025556881984812e-06,1.2497639856334786e-07
1954,1.3339512179300073e-06,1.3877001947548706e-07
1955,1.2398387525536236e-06,1.2013578043479356e-07
1956,1.3840451629221207e-06,1.482594029766915e-07
1957,1.2006815950371674e-06,1.1573899172390156e-07
1958,1.2408364682414685e-06,1.30701440337333e-07
1959,1.1703629070325405e-06,1.193615162264905e-07
1960,1.1876149983436335e-06,1.1765416729758726e-07
1961,1.288883595407242e-06,1.4938542847175995e-07
1962,1.413622044310614e-06,1.2239976215910886e-07
1963,1.3817955277772853e-06,1.0087043023077058e-07
1964,1.3786271892968216e-06,1.539244056103506e-07
1965,1.3149319784133695e-06,1.357066731211276e-07
1966,1.3232850051281275e-06,1.2075183264403933e-07
1967,1.2429376283762394e-06,1.1586288906073605e-07
1968,1.3703310060009244e-06,1.5091156810309592e-07
1969,1.4760712474526372e-06,1.3852361432920013e-07
1970,1.6058747860370204e-06,1.402611105039142e-07
1971,1.4932182921256754e-06,1.5569343891908005e-07
1972,1.4502925296255853e-06,1.4620918875607458e-07
1973,1.3887760133002303e-06,1.5106178352652933e-07
1974,1.5144039480219362e-06,1.3951417088264861e-07
1975,1.4415776377063594e-06,1.3993125813627216e-07
1976,1.533510612716782e-06,1.542652228181396e-07
1977,1.4498020846076543e-06,1.4633186440349277e-07
1978,1.416831082678982e-06,1.4138607562497185e-07
1979,1.5062979628055473e-06,1.509809095523451e-07
1980,1.513387132945354e-06,1.9215809743400314e-07
1981,1.4795460856475984e-06,1.4865041603195905e-07
1982,1.5363567626991426e-06,1.5642905870638657e-07
1983,1.5320956663344987e-06,1.724081227783003e-07
1984,1.6179233170987573e-06,1.4671491044282448e-07
1985,1.446741748623026e-06,1.6843561922996741e-07
1986,1.4986213727752329e-06,1.498621315931814e-07
1987,1.4830952750344295e-06,1.9799046102608742e-07
1988,1.5225250535877421e-06,1.7989661671435897e-07
1989,1.5608219428031589e-06,1.426911779844886e-07
1990,1.3714254691876704e-06,1.629146595405473e-07
1991,1.5450822274942766e-06,2.1218503426512214e-07
1992,1.4166066648613196e-06,1.537274414431522e-07
1993,1.3886792658013292e-06,2.10489886853793e-07
1994,1.6209849036386004e-06,2.0677711631833517e-07
1995,1.4472520888375584e-06,1.6213128617437178e-07
1996,1.513882921244658e-06,1.3932419973272658e-07
1997,1.415452857145283e-06,1.5055968660693253e-07
1998,1.4375909813679755e-06,1.5305695133527308e-07
1999,1.503596195107093e-06,1.3207881011112477e-07
2000,1.4292331798060331e-06,1.6125814283896034e-07
2001,1.417760131516843e-06,1.8313464575370197e-07
2002,1.5123977163966629e-06,1.6604829511379648e-07
2003,1.3588335150416242e-06,1.504259188322976e-07
2004,1.4571049860023777e-06,1.3919139973950223e-07
2005,1.4015669194122893e-06,1.769973607679276e-07
2006,1.4062594573260867e-06,1.3341963578383798e-07
2007,1.2930130424138042e-06,1.7216206060766126e-07
2008,1.289152692152129e-06,1.9286201258239544e-07
2009,1.3541666703531519e-06,1.358934866857453e-07
2010,1.3680104302693508e-06,1.6533275015717663e-07
2011,1.272235522264964e-06,2.2790873366318465e-07
2012,1.254126686944801e-06,1.896168782544727e-07
2013,1.282160837945412e-06,1.8073530111406555e-07
2014,1.192943727801321e-06,2.2304085689484054e-07
2015,1.2284260719752638e-06,2.070281368560245e-07
2016,1.273459815820388e-06,2.0091998123583643e-07
2017,1.2827101727452828e-06,2.062801354729693e-07
2018,1.2930566981594893e-06,2.509185528798419e-07
2019,1.2017703738820273e-06,2.2499712259982374e-07
