year,cachant_VERB en_ADP
1977,1.3516598507123945e-08
1978,2.0792070287711795e-08
1979,1.6385525158923997e-08
1980,2.0466542238750662e-08
1981,1.581387426563552e-08
1982,9.932003663948308e-09
1983,1.705135410645653e-08
1984,1.5077422532705498e-08
1985,1.4437339324047116e-08
1986,1.6185110141009318e-08
1987,1.6499206278997036e-08
1988,1.9188972188999287e-08
1989,1.92084268491044e-08
1990,2.0704874259536155e-08
1991,1.8756688924259635e-08
1992,1.4325854780228298e-08
1993,2.049506697687775e-08
1994,1.9517228722065738e-08
1995,1.5182862966867106e-08
1996,2.1352368539950817e-08
1997,1.678213046307775e-08
1998,2.2410206690359757e-08
1999,1.7823785114501334e-08
2000,1.1486881668076876e-08
2001,2.102981663809622e-08
2002,1.4019908789464353e-08
2003,2.4584845825792456e-08
2004,1.9821561281219147e-08
2005,1.7114247796712334e-08
2006,1.8942293067425453e-08
2007,2.157018919035636e-08
2008,1.830699147831183e-08
2009,1.1443662017995848e-08
2010,1.9839930587295385e-08
2011,1.7590270573464295e-08
2012,2.0765941854961056e-08
2013,2.3986474639858812e-08
2014,2.5119164442921615e-08
2015,2.2165754037795082e-08
2016,2.5063213726639333e-08
2017,2.4652990759932436e-08
2018,3.0719454202632335e-08
2019,1.93875064335991e-08
