year,fallait_VERB ôter_VERB,fallait_VERB oter_VERB,fallait_VERB sauter_VERB
1957,4.417518795207798e-09,0.0,1.4136060322300636e-08
1958,7.445019267748876e-09,0.0,1.6544486669545222e-08
1959,5.425523585955716e-09,0.0,1.8601795659378695e-08
1960,7.612916519406099e-09,0.0,1.1765417085030094e-08
1961,7.64297514166401e-09,0.0,1.667558180429296e-08
1962,5.0735651235811474e-09,0.0,1.585489073363533e-08
1963,3.2330267352165265e-09,0.0,1.939815952312074e-08
1964,7.909158661334459e-09,0.0,1.9468698653213323e-08
1965,6.5664522708175355e-09,0.0,1.2038495533772675e-08
1966,6.092982118843793e-09,0.0,1.9940669560014612e-08
1967,7.888536934785861e-09,0.0,1.824224149515885e-08
1968,9.431973424511852e-09,0.0,8.982831367632116e-09
1969,7.2668124850849836e-09,0.0,1.0446043141598693e-08
1970,1.1496812390987543e-08,4.5987250119061684e-10,1.609553734738256e-08
1971,8.221435976452085e-09,0.0,1.3873672877195986e-08
1972,7.69522046084603e-09,0.0,1.1799337507056862e-08
1973,1.268036875501366e-08,5.513203782392395e-10,1.1026407342740185e-08
1974,1.1251143128276908e-08,0.0,7.313243344242437e-09
1975,5.711480177694739e-09,0.0,1.028066431985053e-08
1976,4.570821499072508e-09,0.0,1.428381679602353e-08
1977,1.057820764316375e-08,0.0,1.23412418062685e-08
1978,9.504946163474415e-09,0.0,1.841583241457556e-08
1979,1.404473604083023e-08,0.0,1.0533551808578068e-08
1980,3.411090521154847e-09,0.0,1.3644362084619388e-08
1981,6.325549417596221e-09,0.0,1.2018544381930951e-08
1982,6.828252629986764e-09,0.0,1.3035754697909852e-08
1983,2.5261264191556165e-09,0.0,1.326216381158929e-08
1984,5.799008384599347e-09,5.799008495621649e-10,1.275781880138993e-08
1985,7.820225356169885e-09,1.2031116103372597e-09,1.564045071233977e-08
1986,7.1933827783254856e-09,0.0,1.3787316177626963e-08
1987,1.099947066762752e-08,6.110816852533674e-10,1.0388388815840699e-08
1988,1.199310784016916e-08,5.996553809062277e-10,3.897759981441595e-08
1989,1.0427432250992297e-08,0.0,1.92084268491044e-08
1990,1.0352437129768077e-08,0.0,1.8525414091641323e-08
1991,1.1136783939491579e-08,0.0,1.2895223555631219e-08
1992,1.928480486412809e-08,0.0,1.1019888113139586e-08
1993,1.2186256448387667e-08,0.0,8.862731881720265e-09
1994,9.494868002946077e-09,0.0,1.2659823411809157e-08
1995,1.1929391696696712e-08,0.0,8.133675954979935e-09
1996,6.4057106285986265e-09,0.0,1.2277611816102763e-08
1997,3.835915585170824e-09,0.0,1.3425704992187093e-08
1998,9.536258005482523e-09,0.0,1.2397135762398648e-08
1999,5.0272213059088244e-09,0.0,7.312321859131998e-09
2000,9.277866475088103e-09,0.0,1.0161472552283612e-08
2001,1.3581756164171566e-08,0.0,9.638665865452367e-09
2002,5.6955880012310445e-09,0.0,1.270554239596322e-08
2003,6.667076668520622e-09,0.0,1.8751153518792307e-08
2004,4.845270407116686e-09,0.0,1.4095332012686868e-08
2005,7.205999352777326e-09,0.0,1.3511249008502091e-08
2006,1.2353670086895363e-08,0.0,2.388376074691223e-08
2007,1.2382886716011399e-08,0.0,9.586750948642475e-09
2008,1.1069342775726909e-08,4.257439678578834e-10,1.3198063086861112e-08
2009,1.0966842545201416e-08,0.0,1.668867355419934e-08
2010,8.030448306328708e-09,0.0,2.5036102968556406e-08
2011,1.2236710311697152e-08,0.0,2.7532598423363197e-08
2012,9.531907707582832e-09,0.0,2.8255296768975313e-08
2013,1.561910067948702e-08,0.0,3.5979713430833726e-08
2014,1.2992670939127038e-08,0.0,4.569089284700567e-08
2015,1.551602757388082e-08,0.0,3.214034194343185e-08
2016,1.2635174684305639e-08,0.0,2.941302845727023e-08
2017,1.4087423672037858e-08,0.0,3.19482644783875e-08
2018,1.4714360396794746e-08,2.5814667070633845e-10,3.536609227694498e-08
2019,1.224474122096808e-08,0.0,3.7244422657067844e-08
