year,offrant_VERB en_ADP,offrant_VERB sans_ADP
1860,2.636458020788268e-07,9.612086238064421e-09
1861,2.5136085923804785e-07,1.839225838295988e-08
1862,1.9788780036833487e-07,8.132375661773494e-09
1863,2.657138225004019e-07,7.991393324857654e-09
1864,2.9919101507402956e-07,1.1507347186245909e-08
1865,2.3063537923917465e-07,8.47231973466478e-09
1866,2.5009251203300664e-07,9.244664589402873e-09
1867,2.965067835702939e-07,5.338092634588065e-09
1868,2.9589844530164555e-07,8.397785578040384e-09
1869,2.392924329797097e-07,1.5627261262807224e-08
1870,3.480567727365269e-07,2.064257564882155e-08
1871,4.110395650513965e-07,6.37270636261178e-09
1872,7.22657034657459e-07,6.047339295989218e-10
1873,2.256723661275828e-07,6.58460502789282e-09
1874,1.138163042924134e-06,1.3741600746186577e-08
1875,7.712618526056758e-07,6.293679966073995e-09
1876,3.78480535800918e-07,1.269663130187837e-08
1877,2.0842830394940393e-07,9.895705588292003e-09
1878,3.3094207196882053e-07,1.1474268646338714e-08
1879,1.8389069111890421e-07,1.038585284440785e-08
1880,2.0729643779304752e-07,1.4119262203848848e-08
1881,2.984233162806049e-07,9.761510710859511e-09
1882,1.843541639345858e-07,5.989846840748214e-09
1883,2.4203069415307255e-07,1.0110942305630033e-08
1884,2.436026136365399e-07,7.922036360241691e-09
1885,1.837006209370884e-07,6.445635580831777e-09
1886,1.9102253645542078e-07,1.613365974151293e-08
1887,1.6779335965111386e-07,1.3710741875172516e-08
1888,2.593311307919066e-07,1.521747527988282e-08
1889,1.7918290495799738e-07,9.397704836544563e-09
1890,3.722891506185988e-07,7.209825181320184e-09
1891,1.6827941351493791e-07,7.0116419337296065e-09
1892,1.6235446764767403e-07,1.0656471260972467e-08
1893,2.087703165898347e-07,8.005941687372342e-09
1894,1.651003316283095e-07,1.827446460822557e-08
1895,1.6250258738637058e-07,9.027921521465032e-09
1896,1.4506690604321193e-07,2.948514543632541e-09
1897,1.2119564019030804e-07,4.078699600285063e-09
1898,1.5560476640530396e-07,1.1316709347397591e-08
1899,1.3653118458023528e-07,1.0502398950507086e-08
1900,1.4223485322872875e-07,1.142031713641245e-08
1901,1.5816131337942352e-07,6.706486921359556e-09
1902,2.0917809706588741e-07,8.347482705062248e-09
1903,1.1934486110476428e-07,1.1340462791054051e-08
1904,1.5210189019398968e-07,1.4511488011237361e-08
1905,1.3779227003851702e-07,8.773290538499623e-09
1906,1.399218234610089e-07,1.1317205839134203e-08
1907,1.316567903586474e-07,1.542852956504248e-08
1908,1.0559486440797627e-07,1.7189861978295085e-08
1909,1.3422399547380337e-07,1.8153246017504898e-08
1910,1.6620307974335446e-07,1.0153886509378651e-08
1911,1.138560037361458e-07,4.25629931299909e-09
1912,1.3440306645406963e-07,5.730363294986773e-09
1913,1.3151414179901622e-07,9.545381374209683e-09
1914,1.841604557739629e-07,1.0714789944188396e-08
1915,7.775302890422608e-08,1.0602685840410686e-08
1916,1.032821401736328e-07,8.789969641043172e-09
1917,1.1843738434436091e-07,1.2063066989753679e-08
1918,9.878283435682533e-08,8.040463406189247e-09
1919,1.4088007560530968e-07,6.4454939163738345e-09
1920,8.935233353213334e-08,5.300562211374427e-09
1921,1.128339377487464e-07,1.5145494858259667e-09
1922,1.2173593688658002e-07,1.1804696775641332e-08
1923,1.0085150847771729e-07,5.307974060286824e-09
1924,1.418078738879558e-07,5.156649773851996e-09
1925,1.198801413693218e-07,2.0896537833436923e-08
1926,1.2595135956416925e-07,1.2260752413340015e-08
1927,9.476841000832792e-08,1.1149224654616319e-08
1928,9.255093402771308e-08,1.1426041446327417e-08
1929,1.1029002422446865e-07,1.0026365515614089e-08
1930,1.2709359964446776e-07,7.352522590764465e-09
1931,1.0264820815564235e-07,4.5621426636444085e-09
1932,8.548438756861287e-08,4.383814644626227e-09
1933,1.0782422776856038e-07,8.02946331646126e-09
1934,1.4018448268870998e-07,3.5944740517379614e-09
1935,1.2447014796634903e-07,4.787313656606784e-09
1936,9.699771652549316e-08,7.274828739411987e-09
1937,1.2213384081860568e-07,1.2591118148108649e-09
1938,1.0631475788613898e-07,1.2965214457594243e-09
1939,1.2388180437028495e-07,6.117620188206274e-09
1940,1.0396709626547818e-07,5.0715658339584024e-09
1941,1.2396310467011062e-07,5.9030051957620344e-09
1942,1.0923162108156248e-07,6.068423541449874e-09
1943,1.219358836124229e-07,1.7419411690866582e-08
1944,1.124615138792251e-07,3.2131861615880553e-09
1945,1.0674669681520754e-07,6.535512131478072e-09
1946,7.517396483081029e-08,6.960552134671616e-09
1947,9.05986183852292e-08,7.152522574216391e-09
1948,8.045196864259196e-08,7.610321262063735e-09
1949,9.915178367236877e-08,5.890204768377316e-09
1950,7.87016745107394e-08,1.2762433776458693e-08
1951,1.0768015812345766e-07,8.529121409139861e-09
1952,8.963083075741451e-08,1.3708244650523227e-08
1953,9.050015137290757e-08,4.3095309543161875e-09
1954,1.1433867541654763e-07,3.9090144454689835e-09
1955,7.977766358635563e-08,9.385607846468247e-10
1956,7.936238688444064e-08,1.1337483840634377e-08
1957,8.216584745923683e-08,7.951533931294108e-09
1958,9.18219029699685e-08,5.790570245522986e-09
1959,1.0696032148871382e-07,6.200598257066758e-09
1960,8.37420870425376e-08,9.689166802218097e-09
1961,8.685199048841241e-08,7.64297514166401e-09
1962,9.322675964540394e-08,4.43936931660005e-09
1963,9.56975867438814e-08,6.466053248388448e-09
1964,9.430151237665996e-08,6.083968440151466e-09
1965,1.0013839357725374e-07,1.1491291473930687e-08
1966,1.0745804956968641e-07,6.646889594286165e-09
1967,8.825301023307475e-08,4.437302081328198e-09
1968,8.66843237190551e-08,1.0330256650092906e-08
1969,9.446856097383716e-08,8.629339909305145e-09
1970,7.955794245617653e-08,7.817832603507213e-09
1971,9.403267142715777e-08,4.624557625731995e-09
1972,7.490014297673042e-08,8.721249500354133e-09
1973,8.821125874192148e-08,9.923766697284009e-09
1974,9.16968190267653e-08,9.00091468025721e-09
1975,7.482039166006871e-08,7.4249242310031605e-09
1976,9.370184272938786e-08,9.712995741040231e-09
1977,6.875834657193991e-08,3.526069214387917e-09
1978,6.59405614555908e-08,1.0693064211864112e-08
1979,8.95351917051812e-08,9.948354362521172e-09
1980,7.674953650393945e-08,1.3075846183596695e-08
1981,8.602747669783639e-08,1.0120879245789638e-08
1982,1.179425410668955e-07,1.179425412889401e-08
1983,9.094055286595903e-08,4.4207211225000265e-09
1984,8.118611560803402e-08,8.69851302098823e-09
1985,9.38427078267523e-08,4.812446441349039e-09
1986,9.111617771395686e-08,6.593933843390687e-09
1987,9.044008919545377e-08,1.099947066762752e-08
1988,1.2832624918246438e-07,7.795519785247507e-09
1989,8.067539880585173e-08,1.2073869015694072e-08
1990,1.0461410226980661e-07,4.358920779878872e-09
1991,1.1078169137590521e-07,1.2309077312977479e-08
1992,9.917899745914838e-08,9.366905473484621e-09
1993,9.582829108012447e-08,1.2740176913439427e-08
1994,9.494868180581761e-08,1.0549853435293244e-08
1995,1.1820942802387435e-07,5.964695848348356e-09
1996,9.02137600178321e-08,5.871901187504136e-09
1997,1.1124155463448915e-07,1.4864173114581547e-08
1998,1.0346840184638495e-07,8.582632382569955e-09
1999,1.1334098815041216e-07,1.279656292041409e-08
2000,1.0161472374647929e-07,7.510653432518666e-09
2001,1.2617890376986907e-07,9.638665865452367e-09
2002,1.1040678060680875e-07,3.504977197366088e-09
2003,1.1209022687808101e-07,7.500461585152607e-09
2004,1.0615546841563628e-07,1.2773894830786503e-08
2005,9.773136611102018e-08,8.557123898356167e-09
2006,8.976999765764049e-08,1.1530091548195287e-08
2007,9.466916139899695e-08,1.1583990128238852e-08
2008,1.0728747668053984e-07,1.4475294740634581e-08
2009,9.011883861376191e-08,7.1522885392028e-09
2010,7.794258749527216e-08,9.447585824773341e-09
2011,7.800903034649309e-08,1.5295888000643743e-08
2012,7.829780912516071e-08,1.6680837655602687e-08
2013,7.419072289849282e-08,1.812931316180766e-08
2014,8.336964185673423e-08,1.494157136905372e-08
2015,8.622478020470226e-08,1.751094576285528e-08
2016,8.098939474621147e-08,1.615645284225309e-08
2017,7.119179912251639e-08,1.2326495379966218e-08
2018,6.324593471163098e-08,1.4456213948133012e-08
2019,6.096860971638307e-08,1.403043281555938e-08
