year,tout_DET or_NOUN,tout_DET sort_NOUN
1853,3.1054045557254994e-08,4.538668041398353e-08
1854,3.1693553004252806e-08,5.507404310378661e-08
1855,2.812676669350367e-08,4.5108965451845506e-08
1856,2.174419438949471e-08,4.038207634948776e-08
1857,2.4407545762272775e-08,7.615154506979138e-08
1858,8.808616835942473e-09,5.774537825686821e-08
1859,1.9859475397510096e-08,5.855999507531351e-08
1860,3.249800462068464e-08,5.492620536173831e-08
1861,4.527325092595902e-08,9.384767496456448e-08
1862,3.433669720775967e-08,3.5692091948646976e-08
1863,5.494082988555249e-08,5.893652677002592e-08
1864,1.726102105692462e-08,7.192092255081661e-08
1865,4.0008176604988677e-08,6.824924447812464e-08
1866,4.4763639239775443e-08,7.2984195575998e-08
1867,2.7661025470138156e-08,5.726317731102881e-08
1868,2.2723420589620957e-08,6.668829666267584e-08
1869,3.5161337064160136e-08,5.9578933342407936e-08
1870,2.5803219116937726e-08,4.415217436104513e-08
1871,4.991953339583688e-08,3.50498856604986e-08
1872,2.9027229508926666e-08,4.354084293112237e-08
1873,2.7535620672480832e-08,5.926144330814509e-08
1874,3.405527093658378e-08,3.2262889249068394e-08
1875,2.059749715233039e-08,5.4354507561527043e-08
1876,1.8138044177717916e-08,5.1995727723408436e-08
1877,4.329371305900054e-08,4.7004601100297805e-08
1878,2.596808079680102e-08,4.046189383544174e-08
1879,5.437299632760073e-08,4.826366950538841e-08
1880,1.8611755026043397e-08,2.888030703473987e-08
1881,2.8587281097891548e-08,5.159655458442103e-08
1882,5.257754431831074e-08,2.7952617553950176e-08
1883,2.0853819060473455e-08,4.107570372724467e-08
1884,2.77271263726675e-08,2.9047467542397953e-08
1885,2.7716233141905633e-08,4.189663282971878e-08
1886,6.51799884066051e-08,4.90463252234008e-08
1887,2.415702088365279e-08,3.0685944896191586e-08
1888,2.4728396885720372e-08,2.853276637182489e-08
1889,2.8193114509633688e-08,3.947036031348716e-08
1890,3.9981758626073116e-08,3.408281057382112e-08
1891,1.8485237118781583e-08,1.211101841036566e-08
1892,3.949162885596991e-08,3.761107425503951e-08
1893,2.2786141251618375e-08,1.8475249996541265e-08
1894,3.465846609707057e-08,3.276800342177921e-08
1895,3.4306102847381226e-08,3.912099355574128e-08
1896,1.6511681522057842e-08,4.717623092176382e-08
1897,1.8062812245922544e-08,3.204692333724779e-08
1898,2.2067583871354657e-08,1.98042421351019e-08
1899,1.4371703827009696e-08,3.703477524652499e-08
1900,2.1283317441778138e-08,2.699347634305127e-08
1901,2.2913829722526202e-08,4.3033289376381845e-08
1902,3.338992993207057e-08,3.0443759957421435e-08
1903,2.8621168546294484e-08,3.0241233073269314e-08
1904,8.599400302955473e-09,4.3534464033712084e-08
1905,2.8384175565498992e-08,1.341797323251015e-08
1906,2.1605575106775632e-08,3.4980454977073805e-08
1907,2.674278520853335e-08,3.805704151815803e-08
1908,3.3397447030125704e-08,3.781769564170645e-08
1909,1.9253442284927758e-08,4.070727976923649e-08
1910,1.8704527149360217e-08,2.8323999146095957e-08
1911,2.6601871261355825e-08,3.777465562571081e-08
1912,2.7088990162127402e-08,3.542406368239881e-08
1913,3.6590627860988434e-08,2.2802856491921375e-08
1914,1.9420556107707654e-08,4.3528835202977234e-08
1915,9.424609426211816e-09,2.238344753990873e-08
1916,1.7579939504130948e-08,3.296238504368887e-08
1917,1.5352993543160665e-08,3.289927263949721e-08
1918,1.1486376294556067e-08,1.9526839700745313e-08
1919,1.2890987610703064e-08,3.1306684800114226e-08
1920,2.1202248845497706e-08,4.921950491620919e-08
1921,2.9533714807072897e-08,2.5747340703929922e-08
1922,3.09873291470808e-08,1.8444839433584548e-08
1923,3.1847843917631735e-08,5.095655186693193e-08
1924,1.160246199116699e-08,3.9964035192241454e-08
1925,4.069325765243548e-08,5.71905269808326e-08
1926,1.4489979549558996e-08,6.018914611161108e-08
1927,4.5711820995109065e-08,3.2332752031294376e-08
1928,1.8281665736807895e-08,3.19929166492372e-08
1929,1.7824650200282122e-08,6.015819487004137e-08
1930,2.520864939015155e-08,4.936693631663047e-08
1931,2.737285598186645e-08,3.5356604755065746e-08
1932,1.0959536833610173e-08,1.753525868952721e-08
1933,1.9500125736371388e-08,1.7205993962932098e-08
1934,2.6359476379411717e-08,1.1981580172459871e-08
1935,2.5133397585364037e-08,1.6755597798123745e-08
1936,1.9399543305098632e-08,1.9399543305098632e-08
1937,1.3850229851897211e-08,1.3850229851897211e-08
1938,3.630259959308546e-08,4.278520893130633e-08
1939,1.6823455517567254e-08,3.211750687626136e-08
1940,2.7893612308815818e-08,2.7893612308815818e-08
1941,3.246652813260198e-08,2.6563522936839945e-08
1942,1.2136847082899749e-08,3.944475324146879e-08
1943,8.709705623388686e-09,2.9032351855917682e-08
1944,3.855823393905666e-08,3.534504777746861e-08
1945,1.9606535950345005e-08,2.6142048081823077e-08
1946,3.062642850437669e-08,3.2018538931311014e-08
1947,3.337843845763189e-08,3.457052510924541e-08
1948,3.37028520647209e-08,3.587722940956439e-08
1949,1.3743811755340118e-08,2.3560820405776894e-08
1950,1.5953042220573366e-08,2.7651939404904624e-08
1951,4.0513328247726577e-08,2.6653505180718184e-08
1952,2.10896083929768e-08,3.1634411534753326e-08
1953,1.7238123595220145e-08,1.4005975490505307e-08
1954,1.5636057337786724e-08,1.5636057337786724e-08
1955,2.627970330237872e-08,2.2525458387434583e-08
1956,2.703553958482985e-08,3.0523995331321885e-08
1957,1.855357939506419e-08,2.8272119978467458e-08
1958,1.4062814079895958e-08,2.5643954515430778e-08
1959,1.8601794327111065e-08,1.2401196958222727e-08
1960,1.7994166823243063e-08,1.9378333826480798e-08
1961,2.0844478365589225e-08,2.2928925202947426e-08
1962,2.5367825173816527e-08,2.5367825617905737e-08
1963,1.9398158968009227e-08,2.133797538661497e-08
1964,2.8594651091395917e-08,1.6426714655182195e-08
1965,2.188817349590977e-08,3.0643442450184466e-08
1966,1.9940669560014612e-08,3.2126632354412266e-08
1967,4.240088674611897e-08,3.451234897866584e-08
1968,2.470278670507753e-08,3.458390196442451e-08
1969,1.4533625192214572e-08,3.0429777808649305e-08
1970,1.6095537624938316e-08,1.6555410375929114e-08
1971,2.1067429578636165e-08,1.747055189404989e-08
1972,2.872882304272295e-08,2.5137720349732717e-08
1973,3.08739407373082e-08,2.0398853717296106e-08
1974,1.4626486244395664e-08,1.9689500252439984e-08
1975,1.3707552870556583e-08,1.6563292515314743e-08
1976,1.9997343725375316e-08,1.314111175432231e-08
1977,1.469195476389018e-08,1.2928920378740827e-08
1978,5.04950251611902e-08,1.0099005187669263e-08
1979,1.287434114871644e-08,1.521513048885481e-08
1980,9.096241204709088e-09,1.591842169190727e-08
1981,8.855769562110538e-09,2.0874313833019187e-08
1982,1.80017563078394e-08,1.862250609274696e-08
1983,1.8945948587756334e-08,1.8314417093989732e-08
1984,1.7976925670293298e-08,2.145633182237816e-08
1985,1.564045115642898e-08,2.045289715368881e-08
1986,1.3187867797803676e-08,2.0980698511863238e-08
1987,1.466596055710312e-08,1.9554614372196966e-08
1988,1.9188972077976985e-08,1.5591040014584223e-08
1989,9.329807593161377e-09,1.3171492785346572e-08
1990,1.6345952813523468e-08,2.2884334427430986e-08
1991,1.875668864670388e-08,1.817054151587172e-08
1992,1.9284805363728452e-08,1.5427843447213263e-08
1993,1.8833305692744773e-08,1.052449438709857e-08
1994,1.5297287436766283e-08,1.8462243067673967e-08
1995,1.7894087323000463e-08,1.7351842629409475e-08
1996,2.5622842514394506e-08,1.3879039473252419e-08
1997,1.438468300030138e-08,1.4864173003559245e-08
1998,1.287394890692184e-08,1.4304387785379902e-08
1999,7.769341975327748e-09,2.5136106529544122e-08
2000,1.5904913719388958e-08,1.590491338632205e-08
2001,1.6648604495017594e-08,1.7086726256110296e-08
2002,1.1391175447350577e-08,1.0514931148009055e-08
2003,1.1667383725821878e-08,9.167230530238157e-09
2004,1.8940602419803554e-08,1.8940602419803554e-08
2005,1.1709748504173945e-08,2.0266873068663926e-08
2006,1.8530504686253835e-08,1.8942293733559268e-08
2007,1.3980677865399471e-08,1.7975158250749246e-08
2008,1.5326782676350348e-08,1.53267828428838e-08
2009,1.3350938576905946e-08,1.525821624603907e-08
2010,1.2754240996670774e-08,2.172944846279279e-08
2011,9.942326711920302e-09,2.141424326751462e-08
2012,9.19148274158843e-09,2.0765942299050266e-08
2013,1.171432484348145e-08,2.649668751075751e-08
2014,1.0827226060161621e-08,3.053277808362509e-08
2015,1.551602757388082e-08,4.100664474648852e-08
2016,1.1806638028355465e-08,3.210577093071265e-08
2017,7.0437116417298995e-09,2.1382695614136082e-08
2018,1.110030711792831e-08,2.813798793965816e-08
2019,1.0714148235280163e-08,2.7040469863237604e-08
