year,fallut_VERB ôter_VERB,fallut_VERB sauter_VERB
1863,1.39849385405455e-08,3.496234635136375e-09
1864,4.794728170054441e-09,2.3973640850272204e-09
1865,6.118897832863013e-09,1.4120533631256649e-09
1866,4.379051787850585e-09,2.919367858567057e-09
1867,6.79393608038481e-09,1.455843445796745e-09
1868,3.951899252285784e-09,1.975949626142892e-09
1869,9.278686263769487e-09,0.0
1870,2.2936195165357276e-09,0.0
1871,2.1242354542039266e-09,3.18635318130589e-09
1872,7.861540751719076e-09,4.8378714367913744e-09
1873,3.591602570907071e-09,1.7958012854535355e-09
1874,4.182226565063729e-09,5.974609140757536e-10
1875,5.149374260327022e-09,5.721527140956084e-10
1876,3.627608879952504e-09,1.209202959984168e-09
1877,1.0514186854493346e-08,4.9478527941460015e-09
1878,6.6429977074733415e-09,0.0
1879,3.665595160740054e-09,7.94212251520321e-09
1880,0.0,1.9253538763308597e-09
1881,2.091752326904839e-09,2.091752326904839e-09
1882,2.6621540527571597e-09,1.3310770263785798e-09
1883,0.0,2.5277355764075082e-09
1884,7.2618666635548834e-09,6.601696966868076e-10
1885,1.933690763067375e-09,6.445635691854079e-10
1886,2.5813855497602844e-09,7.098810428374236e-09
1887,1.9586774424595887e-09,6.528924512139156e-09
1888,0.0,2.53624587998047e-09
1889,0.0,1.8795409673089125e-09
1890,6.554386478008212e-10,6.554386478008212e-10
1891,4.461953917456185e-09,1.2748440081367107e-09
1892,4.387958441043338e-09,1.2537024751679837e-09
1893,4.926733243593162e-09,4.310891643655168e-09
1894,0.0,1.2603078580752936e-09
1895,0.0,0.0
1896,6.486732040400511e-09,1.179405795248556e-09
1897,5.826713556089658e-10,4.661370844871726e-09
1898,0.0,0.0
1899,5.527578395003729e-10,5.527578395003729e-10
1900,4.15284251431558e-09,4.671947717582725e-09
1901,0.0,0.0
1902,4.910283846193408e-10,4.910283846193408e-10
1903,7.560307935250421e-09,3.2401321625741275e-09
1904,1.6123875568041512e-09,0.0
1905,3.6125313851442797e-09,2.0643036169332163e-09
1906,1.0288369045596824e-09,2.0576738091193647e-09
1907,1.028568674676933e-09,4.6285588695127444e-09
1908,4.911389073214423e-10,4.911389073214423e-10
1909,1.6502950117569526e-09,2.2003934230241384e-09
1910,1.068830135508847e-09,1.068830135508847e-09
1911,3.7242617878519013e-09,4.25629931299909e-09
1912,1.0418842455450772e-09,5.209421227725386e-10
1913,5.30298971401777e-10,2.6514948014977335e-09
1914,3.3483718020477227e-09,1.3393487430235496e-09
1915,1.1780761921542648e-09,9.424609537234119e-09
1916,0.0,0.0
1917,0.0,0.0
1918,0.0,0.0
1919,7.366278698128781e-09,5.524709134618888e-09
1920,7.572231730534895e-10,0.0
1921,2.2718242842501013e-09,0.0
1922,1.0329110011753073e-08,4.426761179843197e-09
1923,6.369568872344189e-09,3.1847844361720945e-09
1924,2.578324886925998e-09,1.289162443462999e-09
1925,5.499089184013428e-09,1.0998177923937646e-09
1926,5.57306911730393e-09,4.458455382660986e-09
1927,4.4596899506643695e-09,1.1149224876660924e-09
1928,0.0,2.2852082448565625e-09
1929,0.0,0.0
1930,3.1510811737689437e-09,2.100720708497761e-09
1931,2.2810713318222042e-09,3.4216069977333063e-09
1932,0.0,0.0
1933,2.2941324395731044e-09,0.0
1934,0.0,3.5944740517379614e-09
1935,0.0,1.196828414151696e-09
1936,0.0,0.0
1937,0.0,0.0
1938,1.2965214457594243e-09,2.5930428915188486e-09
1939,0.0,4.588215141154706e-09
1940,0.0,0.0
1941,1.1806010391524069e-08,2.9515025978810172e-09
1942,0.0,0.0
1943,0.0,5.806470415592457e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,2.178504043826024e-09
1946,0.0,0.0
1947,3.5762612871081956e-09,0.0
1948,6.523132700664291e-09,2.174377566888097e-09
1949,2.945102384188658e-09,0.0
1950,1.595304155443955e-08,0.0
1951,4.264560704569931e-09,1.0661401761424827e-09
1952,0.0,0.0
1953,1.0773827385790469e-09,8.619061908632375e-09
1954,1.9545072227344917e-09,9.772536113672459e-10
1955,2.815682353940474e-09,1.8771215692936494e-09
1956,8.72114158667614e-10,1.744228317335228e-09
1957,8.835037701437898e-10,4.417518795207798e-09
1958,8.272243445794913e-10,3.3088973783179654e-09
1959,0.0,0.0
1960,2.7683333403416555e-09,2.7683333403416555e-09
1961,2.08444772553662e-09,3.47407969059077e-09
1962,1.9025869768540815e-09,3.805173953708163e-09
1963,1.2932106496776896e-09,6.466053248388448e-10
1964,3.041984220075733e-09,3.6503808864551957e-09
1965,1.0944086747954884e-09,3.830430195250756e-09
1966,1.1078149508847446e-09,5.539074754423723e-10
1967,1.9721342336964653e-09,9.860671168482327e-10
1968,4.4914158503495116e-10,4.4914158503495116e-10
1969,2.2708788183223305e-09,9.083515606356229e-10
1970,4.5987250119061684e-10,2.2993624781975086e-09
1971,1.0276794970565106e-09,2.0553589941130213e-09
1972,3.5911027485013847e-09,1.5390440033513642e-09
1973,1.102640756478479e-09,1.102640756478479e-09
1974,0.0,1.1251143350321513e-09
1975,1.7134440533084216e-09,5.711480177694739e-10
1976,1.142705374768127e-09,5.713526873840635e-10
1977,0.0,1.1753563677885381e-09
1978,2.3762365408686037e-09,3.5643548113029055e-09
1979,2.925986564150662e-09,1.7555920051037788e-09
1980,1.1370301367108482e-09,2.8425752862659692e-09
1981,6.325549528618524e-10,2.5302198114474095e-09
1982,1.2415004579935385e-09,6.207502289967692e-10
1983,2.5261264191556165e-09,6.315316047889041e-10
1984,5.799008495621649e-10,1.1598016991243298e-09
1985,0.0,1.2031116103372597e-09
1986,0.0,1.7983456945813714e-09
1987,0.0,1.2221633705067347e-09
1988,0.0,1.1993107618124554e-09
1989,5.488122178931576e-10,1.0976244357863152e-09
1990,3.2691906959314565e-09,5.44865097484859e-10
1991,2.344586080837985e-09,5.861465202094962e-10
1992,5.509944167592096e-10,1.1019888335184191e-09
1993,1.661762283333701e-09,2.2156829704300662e-09
1994,1.5824779264761446e-09,3.164955852952289e-09
1995,3.253470381991974e-09,1.0844901643380922e-09
1996,2.135236876199542e-09,1.6014276571496566e-09
1997,4.79489448146353e-10,4.79489448146353e-10
1998,9.536258449571733e-10,1.43043876743576e-09
1999,1.8280804647829996e-09,1.8280804647829996e-09
2000,2.6508188977203417e-09,4.4180314962005696e-10
2001,8.762423564512289e-10,3.5049694258049158e-09
2002,8.76244299341522e-10,0.0
2003,2.083461403401543e-09,8.333845835650777e-10
2004,1.3214374039449694e-09,8.809582507929292e-10
2005,9.007499190971657e-10,9.007499190971657e-10
2006,2.0589450144825605e-09,2.0589450144825605e-09
2007,1.1983438685803094e-09,1.5977917877663117e-09
2008,8.514879357157668e-10,3.405951742863067e-09
2009,2.860915504498962e-09,9.53638501499654e-10
2010,3.3066551718974324e-09,3.3066551718974324e-09
2011,3.059177577924288e-09,3.823971805871906e-09
2012,2.0425516833455504e-09,1.3617010852229328e-09
2013,3.0680376017500066e-09,3.904775169871755e-09
2014,2.815078836704288e-09,2.165445156521173e-09
2015,3.32486305154589e-09,3.989835573037226e-09
2016,5.3854840587064245e-09,4.349814286541687e-09
2017,4.024978128569501e-09,1.509366853724714e-09
2018,2.323319980845895e-09,1.290733298020541e-09
2019,2.806086474294034e-09,2.5509878653906526e-09
