year,envoyant_VERB en_ADP,envoyant_VERB sans_ADP
1844,8.507269910751347e-08,1.866110821424627e-08
1845,7.644912614068744e-08,1.0044410636567136e-08
1846,4.9177810268474786e-08,7.610851504580296e-09
1847,7.065123242000482e-08,2.6966118227278457e-09
1848,1.0619692858426788e-07,0.0
1849,8.798385664476882e-08,5.865590679832167e-09
1850,7.332116069846961e-08,3.394498016007219e-09
1851,5.095056465620473e-08,1.2898877521649865e-09
1852,7.487127051675202e-08,1.1718981340891332e-08
1853,1.2839653606988577e-07,9.555090940693844e-09
1854,6.806320468344396e-08,4.1565315633818045e-09
1855,1.0083180868036834e-07,1.0083180512765466e-08
1856,6.160855026138279e-08,9.318940286107136e-09
1857,8.005675150579705e-08,2.8312753030945714e-08
1858,7.87881835329074e-08,9.297984604472731e-09
1859,1.059172092254812e-07,1.018434669930457e-08
1860,1.0893698032532484e-07,1.0985241161165504e-08
1861,9.290448699239562e-08,1.0846716413936974e-08
1862,1.0075109457829967e-07,4.517986262886353e-10
1863,9.489779273508248e-08,3.995696662428827e-09
1864,8.774352266982532e-08,3.835782358407869e-09
1865,9.272483225686301e-08,2.3534221238463715e-09
1866,5.98470381030225e-08,0.0
1867,1.0336488287521206e-07,9.7056229719783e-09
1868,8.348387259271561e-08,9.87974813071446e-10
1869,9.278686263769487e-08,1.1720445947105418e-08
1870,7.97032768673489e-08,4.013834153937523e-09
1871,5.947859449406678e-08,1.0621176826930423e-08
1872,6.107812566824578e-08,1.69325495846806e-08
1873,7.84166616085713e-08,2.9930022904522957e-09
1874,8.424198583156794e-08,9.559374625212058e-09
1875,6.694186893696497e-08,5.721527251978387e-09
1876,7.678438862512849e-08,4.836811839936672e-09
1877,1.1689301970818633e-07,1.1751150275074451e-08
1878,6.34104324603868e-08,2.4156354694326865e-09
1879,5.803859082220697e-08,7.331190321480108e-09
1880,6.417846520889725e-08,8.343199908722454e-09
1881,8.715634436384789e-08,9.064259565150223e-09
1882,6.256062334841772e-08,3.9932310791357395e-09
1883,1.4913639745373075e-07,6.951272890631799e-09
1884,7.261866841190567e-08,5.941527270181268e-09
1885,1.1473231609215873e-07,6.445635580831777e-09
1886,8.324968092665586e-08,4.5174246565693466e-09
1887,1.0511568465654264e-07,6.528924512139156e-09
1888,8.369611714797998e-08,1.014498351992188e-08
1889,6.578393518807957e-08,7.51816386923565e-09
1890,5.702316130395957e-08,7.865263995654459e-09
1891,8.477712754029199e-08,1.9122659011827636e-09
1892,7.14610379759506e-08,2.5074049503359674e-09
1893,1.096198121164349e-07,7.390100087434348e-09
1894,9.704370684815444e-08,7.561847148451761e-09
1895,1.0773320013868215e-07,1.2037228991346183e-08
1896,9.789068400323231e-08,4.717623180994224e-09
1897,8.740070001067579e-08,3.4960281336537946e-09
1898,6.959776799320139e-08,1.6975064687230201e-09
1899,7.628058540376514e-08,1.1607914629507832e-08
1900,6.177353384373419e-08,5.19105292084987e-09
1901,8.494883019238841e-08,1.676621730339889e-09
1902,8.936716544560852e-08,0.0
1903,6.75027536090056e-08,1.1340462791054051e-08
1904,6.825774079288749e-08,4.837162670412454e-09
1905,8.773290716135307e-08,4.64468330463319e-09
1906,6.635997951143224e-08,4.629765903985117e-09
1907,9.874258921627188e-08,1.7485668024619372e-08
1908,9.086069496788696e-08,2.9468334439286537e-09
1909,9.846760473664062e-08,6.0510818578052294e-09
1910,6.252655992966538e-08,1.60324518105881e-08
1911,8.193376010989795e-08,9.044636151145369e-09
1912,7.241095545396092e-08,8.335073964360618e-09
1913,5.939348529659938e-08,7.954484182448596e-09
1914,6.76371114671781e-08,6.696743604095445e-09
1915,5.772573175022444e-08,4.712304768617059e-09
1916,8.899844061716067e-08,4.394984820521586e-09
1917,1.0198774447189862e-07,5.483212106582869e-09
1918,8.499918635607173e-08,1.1486376294556067e-09
1919,9.207848394865437e-08,2.762354567309444e-09
1920,1.2948515859534382e-07,9.843901693784574e-09
1921,8.405749696294151e-08,0.0
1922,9.22241909506738e-08,2.2133805899215986e-09
1923,8.280439800500972e-08,4.246379248229459e-09
1924,7.73497492723152e-08,0.0
1925,5.0591617561934754e-08,0.0
1926,5.127223801082437e-08,2.229227691330493e-09
1927,8.250426608569228e-08,5.574612327308159e-09
1928,4.341895543102936e-08,3.4278122562625413e-09
1929,8.021092412491271e-08,5.570202965543558e-09
1930,8.192810752039037e-08,6.302162347537887e-09
1931,8.325910272333203e-08,7.983749661377715e-09
1932,7.233294163633275e-08,1.0959536611565568e-09
1933,9.291236735542441e-08,2.2941324395731044e-09
1934,8.506921744810825e-08,4.7926320689839486e-09
1935,5.744776387928141e-08,8.377798899061872e-09
1936,4.7286385917999496e-08,3.6374143697059935e-09
1937,6.421470288842102e-08,2.5182236296217297e-09
1938,7.130867629712156e-08,2.5930428915188486e-09
1939,6.576441791139587e-08,3.058810094103137e-09
1940,6.846613587185857e-08,7.607348528892999e-09
1941,9.739958528598436e-08,5.9030051957620344e-09
1942,8.192371825366251e-08,6.068423541449874e-09
1943,6.967764676346633e-08,0.0
1944,8.032965581605822e-08,9.639558484764166e-09
1945,7.189063211399116e-08,4.357008087652048e-09
1946,6.821341003160342e-08,1.3921104269343232e-09
1947,8.344609625510202e-08,5.960435700558264e-09
1948,6.740570768215548e-08,1.0871887834440486e-09
1949,6.086545267791621e-08,1.9634016634739737e-09
1950,4.041437273727411e-08,2.1270722960764488e-09
1951,7.143139413301469e-08,8.529121409139861e-09
1952,5.799642011083961e-08,3.1634410646574906e-09
1953,6.8952495269059e-08,1.0773827385790469e-09
1954,4.88626810124515e-08,0.0
1955,7.414630021074231e-08,3.754243138587299e-09
1956,7.238547272692131e-08,3.488456634670456e-09
1957,6.007825703591152e-08,3.534015080575159e-09
1958,3.22617488279775e-08,2.4816730892496253e-09
1959,7.363210485777927e-08,9.300897829689347e-09
1960,4.913791784577626e-08,2.076250060767393e-09
1961,7.156604153735202e-08,6.94815938118154e-09
1962,5.0735650347633054e-08,0.0
1963,4.9142006020019835e-08,1.2932106496776896e-09
1964,6.753204928600098e-08,5.475571551727398e-09
1965,7.606139951210622e-08,2.188817349590977e-09
1966,5.7606378667252045e-08,2.215629901769489e-09
1967,7.395503254237212e-08,6.409436092980059e-09
1968,5.434613198351812e-08,4.042274071025531e-09
1969,4.859681013158479e-08,9.083515606356229e-10
1970,7.679870750454398e-08,4.598724956395017e-09
1971,6.782684636164049e-08,2.569198631618974e-09
1972,5.0788454331041066e-08,1.0260293725750103e-09
1973,5.072147502005464e-08,0.0
1974,4.725480368117374e-08,0.0
1975,4.3407249350480015e-08,1.1422960355389478e-09
1976,6.170608912725584e-08,1.142705374768127e-09
1977,3.761140271452135e-08,2.3507127355770763e-09
1978,4.93069070017782e-08,5.940591130126904e-09
1979,5.676414005506558e-08,6.437170796402825e-09
1980,4.832378053265529e-08,2.2740602734216964e-09
1981,5.060439534076977e-08,1.8976649140967083e-09
1982,4.841851708459188e-08,6.2075020679230875e-09
1983,6.189009837953563e-08,6.946847541655643e-09
1984,4.349256244040589e-08,1.739702604197646e-09
1985,4.571824030463745e-08,6.617113967877231e-09
1986,6.234264771087794e-08,4.196139880008332e-09
1987,4.21646362269712e-08,6.110816741511371e-09
1988,3.8377944377998574e-08,5.99655392008458e-09
1989,3.786804469996241e-08,1.6464366536794728e-09
1990,6.265948787609332e-08,2.724325431913144e-09
1991,4.630557681739589e-08,1.7584396161396398e-09
1992,4.7936513924984325e-08,3.856960972825618e-09
1993,4.8191106216677326e-08,6.647049133334804e-09
1994,5.327675722810454e-08,3.164955852952289e-09
1995,5.693573257303797e-08,3.795715741716776e-09
1996,4.8042828160177464e-08,4.804283193493575e-09
1997,6.233362825902589e-08,2.3974471297094624e-09
1998,5.9124802831433954e-08,2.86087753487152e-09
1999,5.164327179785211e-08,4.570201106446348e-09
2000,3.8878676389408895e-08,3.092622158362701e-09
2001,5.257454205320755e-08,3.066848330846028e-09
2002,4.1183480625761604e-08,1.752488598683044e-09
2003,4.666953690168896e-08,4.1669229178253886e-10
2004,5.3738453159590804e-08,3.523833003171717e-09
2005,5.4945743954704085e-08,3.602999676388663e-09
2006,5.6415090543548985e-08,2.0589450144825605e-09
2007,5.472436725995067e-08,5.991719120856942e-09
2008,5.875266850807748e-08,1.7029758714315335e-09
2009,6.150968112628163e-08,2.860915504498962e-09
2010,6.566072469071926e-08,4.2514138876015295e-09
2011,6.11835488939505e-08,2.6767803529281764e-09
2012,5.8893570520357486e-08,2.382976926895708e-09
2013,4.992533991776682e-08,3.3469500504423877e-09
2014,5.8033929661860384e-08,4.330890313042346e-09
2015,5.6965987843549115e-08,4.43315073539452e-09
2016,5.9240325311904485e-08,4.349814286541687e-09
2017,4.7293493565803146e-08,2.5156112748447867e-09
2018,4.6208254944613e-08,2.323319980845895e-09
2019,5.178505063652139e-08,3.3162841361900064e-09
