year,sont_VERB avant_ADP,sont_VERB savants_ADJ
2005,1.4862373518553795e-06,1.3511249008502091e-08
2006,1.5240310631270404e-06,2.2648395159308166e-08
2007,1.5646376141376095e-06,1.7176262190332636e-08
2008,1.4734998785570497e-06,1.702975893635994e-08
2009,1.4075703802518547e-06,1.5258216023994464e-08
2010,1.3708447568205884e-06,1.2754241218715379e-08
2011,1.202639168695896e-06,1.2619107536693264e-08
2012,1.0423822232041857e-06,1.5319137958158535e-08
2013,9.669896599007188e-07,1.7292574483462886e-08
2014,8.787376373220468e-07,1.7107016248019136e-08
2015,8.943881653067365e-07,1.662431614590787e-08
2016,7.893876841080782e-07,2.2577607339258066e-08
2017,9.11406004888704e-07,1.2074934829797712e-08
2018,7.808936857145454e-07,1.626323964387666e-08
2019,8.604481536167441e-07,1.607122257496485e-08
