year,tout_ADV avant_ADV,tout_ADV savants_ADJ
1882,1.1979693681496428e-08,3.9932310791357395e-09
1883,1.579834707499117e-08,1.2638677882037541e-09
1884,8.582206056928499e-09,0.0
1885,1.4180398411056672e-08,0.0
1886,2.2587123282846733e-08,6.453463874400711e-10
1887,1.3710741986194819e-08,6.528924512139156e-09
1888,9.510921605837552e-09,6.340614699951175e-10
1889,1.2530273707511697e-08,6.265136742733546e-10
1890,1.310877323357218e-08,1.9663159434024635e-09
1891,8.28648560879941e-09,6.374220040683554e-10
1892,6.8953636134239105e-09,0.0
1893,7.390099809878592e-09,6.158416554491453e-10
1894,6.301539290376468e-10,0.0
1895,6.018614495673091e-09,0.0
1896,6.486732040400511e-09,0.0
1897,4.661370844871726e-09,0.0
1898,8.487532565659706e-09,0.0
1899,5.527578395003729e-09,1.6582735185011188e-09
1900,4.15284251431558e-09,2.595526460424935e-09
1901,7.824234593556412e-09,0.0
1902,2.455141867585553e-09,0.0
1903,2.1600881083827517e-09,5.400220270956879e-10
1904,5.912087708281888e-09,1.0749250378694342e-09
1905,6.192911072844254e-09,5.160759042333041e-10
1906,8.230695236477459e-09,0.0
1907,4.1142746431965804e-09,5.142843373384665e-10
1908,7.858222517143076e-09,1.964555629285769e-09
1909,3.850688656825696e-09,2.2003934230241384e-09
1910,1.0153886620400954e-08,0.0
1911,3.7242620098965062e-09,1.0640748282497725e-09
1912,3.646594803896619e-09,0.0
1913,1.2196876009173963e-08,5.302989602995467e-09
1914,6.696743715117748e-10,1.3393487430235496e-09
1915,5.890381071793627e-09,0.0
1916,4.394984820521586e-09,0.0
1917,2.1932848870420685e-09,7.676496771580332e-09
1918,4.594550517822427e-09,0.0
1919,1.0128633320949376e-08,3.6831393490643904e-09
1920,7.572231730534895e-09,7.572231730534895e-10
1921,6.81547268621685e-09,1.5145494858259667e-09
1922,1.4755870969551665e-09,3.6889677978990676e-09
1923,6.369568872344189e-09,2.1231896241147297e-09
1924,9.024137215263295e-09,0.0
1925,3.299453377181294e-09,1.0998177923937646e-09
1926,4.458455382660986e-09,3.343841648018042e-09
1927,5.574612327308159e-09,3.3447675740205796e-09
1928,6.85562484559199e-09,1.1426041224282812e-09
1929,4.4561625500705304e-09,1.1140406375176326e-09
1930,8.402882833991043e-09,1.0503603542488804e-09
1931,2.623232031595535e-08,1.1405356659111021e-09
1932,9.863582950409011e-09,1.0959536611565568e-09
1933,1.6058927299056336e-08,1.1470662197865522e-09
1934,9.585264137967897e-09,5.990790086229936e-09
1935,2.0346082152400413e-08,3.590485242455088e-09
1936,1.576212937948185e-08,0.0
1937,6.295559185076627e-09,1.2591118148108649e-09
1938,9.075649898271365e-09,1.2965214457594243e-09
1939,7.647025235257843e-09,0.0
1940,1.5214697501875207e-08,0.0
1941,2.9515025534720962e-08,0.0
1942,3.034211770724937e-09,0.0
1943,1.1612940831184915e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,4.357008087652048e-09,0.0
1946,5.568441707737293e-09,0.0
1947,1.4305045148432782e-08,4.7683483828109274e-09
1948,2.3918154123947488e-08,3.2615663503321457e-09
1949,5.890205101444224e-09,0.0
1950,8.508289184305795e-09,1.0635361480382244e-09
1951,1.9190522948520083e-08,2.1322803522849654e-09
1952,1.370824520563474e-08,0.0
1953,4.3095309543161875e-09,0.0
1954,7.818028890937967e-09,3.9090144454689835e-09
1955,6.569925492527773e-09,0.0
1956,2.616342476002842e-09,1.744228317335228e-09
1957,8.835037701437898e-09,1.7670075402875796e-09
1958,9.926692134953896e-09,2.4816730892496253e-09
1959,3.100299128533379e-09,0.0
1960,1.6610000486139143e-08,2.7683333958528067e-09
1961,8.337791068679934e-09,3.4740795795684676e-09
1962,1.268391242037481e-08,1.2683912808952869e-09
1963,5.172842487688456e-09,3.879632060055371e-09
1964,4.258777885901566e-09,0.0
1965,6.0192477668863376e-09,2.188817349590977e-09
1966,8.862519607077957e-09,2.215629901769489e-09
1967,1.972134178185314e-08,1.4791006197611978e-09
1968,1.1677680988864125e-08,0.0
1969,4.995933444718048e-09,0.0
1970,1.2416557337857625e-08,0.0
1971,1.49013525962971e-08,1.0276794970565106e-09
1972,3.5911026929902334e-09,1.0260293725750103e-09
1973,8.269805285010534e-09,1.102640756478479e-09
1974,1.2376257352286757e-08,2.812785782069227e-09
1975,5.140332159925265e-09,1.1422960355389478e-09
1976,1.1427053914214724e-08,1.142705374768127e-09
1977,1.645498892699493e-08,5.876781838942691e-10
1978,9.50494638551902e-09,5.940591352171509e-10
1979,8.777959692451986e-09,1.1703946700691858e-09
1980,9.096241149197937e-09,1.7055452605774235e-09
1981,1.0753434587229549e-08,0.0
1982,1.365650537099583e-08,6.207502289967692e-10
1983,5.683784221055532e-09,0.0
1984,1.739702604197646e-09,5.799008495621649e-10
1985,6.617113634810323e-09,1.2031116103372597e-09
1986,7.792831324682226e-09,0.0
1987,1.2221633871600801e-08,2.4443267965246207e-09
1988,8.395175110642583e-09,1.1993107618124554e-09
1989,7.134558721588746e-09,0.0
1990,9.262706657242603e-09,0.0
1991,5.2753188484189195e-09,1.7584396161396398e-09
1992,8.815910279569295e-09,5.509944167592096e-10
1993,1.1078414907661482e-08,5.539207426075166e-10
1994,5.802419378309054e-09,1.5824779264761446e-09
1995,1.2471637111932665e-08,2.1689803286761844e-09
1996,1.2811421479241858e-08,5.338092190498855e-10
1997,1.198723642570343e-08,0.0
1998,8.105819682135973e-09,4.768129224785866e-10
1999,5.027221222642098e-09,4.570201161957499e-10
2000,2.0764748698276492e-08,4.4180314962005696e-10
2001,9.20054432640427e-09,2.190605918883648e-09
2002,3.504977197366088e-09,2.190610692842654e-09
2003,1.1250691989150852e-08,4.1669229178253886e-10
2004,9.690540481166465e-09,4.404791253964646e-10
2005,9.908248665979613e-09,0.0
2006,7.000412916013943e-09,0.0
2007,1.3181782082538618e-08,1.1983438408247338e-09
2008,6.386159406845948e-09,8.514879357157668e-10
2009,1.0966842545201416e-08,4.76819250749827e-10
2010,1.8895171316479775e-08,0.0
2011,1.3766299156170447e-08,0.0
2012,1.7702114107898126e-08,2.382976926895708e-09
2013,1.8408225277433132e-08,8.367375126105969e-10
2014,1.5591205410059317e-08,1.7323561474213989e-09
2015,1.5959342847260416e-08,0.0
2016,1.9884864116415102e-08,1.86420612280358e-09
2017,2.238894045158979e-08,0.0
2018,1.7553973663542166e-08,2.5814666515522333e-09
2019,2.040790159085759e-08,1.53059265262101e-09
