year,posant_VERB en_ADP,posant_VERB sans_ADP
1954,1.9349621682707152e-07,1.07497895029951e-08
1955,1.895892740577665e-07,1.6894095011821264e-08
1956,1.4477094723019945e-07,1.3081712602058815e-08
1957,1.4666162639898062e-07,5.301022731885041e-09
1958,1.5717262158432277e-07,6.617794756635931e-09
1959,1.7206659874702268e-07,1.5501495642666896e-09
1960,1.7717333244959832e-07,8.304999854491513e-09
1961,1.8412621649588345e-07,6.25334317660986e-09
1962,1.9913743765087588e-07,4.43936931660005e-09
1963,1.7393682671951183e-07,5.1728425987107585e-09
1964,1.472320354523049e-07,9.125952438182594e-09
1965,1.767470045876962e-07,1.5321720781003023e-08
1966,1.916519862810162e-07,1.7171132071780448e-08
1967,1.7256175155466735e-07,1.232583901611406e-08
1968,1.6348753884010137e-07,5.838840522187638e-09
1969,1.4215701260589242e-07,9.537691053607134e-09
1970,1.719923088394637e-07,9.657322941336588e-09
1971,1.9320374899933768e-07,1.1304474689666222e-08
1972,1.7237293548078014e-07,7.182205497002769e-09
1973,1.57677623957575e-07,7.718485406371656e-09
1974,1.9351966207281635e-07,7.875800456247362e-09
1975,1.7020211506846294e-07,8.567219822452898e-09
1976,1.7369122407018267e-07,4.570821499072508e-09
1977,1.7806648755502863e-07,9.402850775774851e-09
1978,1.7584150302507595e-07,8.910887139279566e-09
1979,1.9779669768738017e-07,9.948354362521172e-09
1980,1.8419888281329122e-07,1.5918422247018782e-08
1981,1.625666180560259e-07,1.707898400482577e-08
1982,1.6201580488317546e-07,3.7245013739806154e-09
1983,1.96406324981524e-07,8.841442245000053e-09
1984,2.1746281309020787e-07,1.5077421977593986e-08
1985,1.7806052332591804e-07,9.02333674446254e-09
1986,1.714422835363827e-07,1.1988971149179406e-08
1987,2.0226804037237756e-07,1.1610551631235921e-08
1988,2.0028490066437143e-07,1.1993107618124554e-08
1989,1.7232704330183424e-07,8.780995153223614e-09
1990,1.9506170462202377e-07,5.993515961311147e-09
1991,2.1277118289475538e-07,1.0550637696837839e-08
1992,2.0386792887183702e-07,3.856960972825618e-09
1993,1.6839190958295447e-07,1.0524494165053966e-08
1994,2.041396660046324e-07,7.912389854425328e-09
1995,2.0767986946834682e-07,1.2471637056421514e-08
1996,2.1886178358521136e-07,1.014237493990322e-08
1997,1.9563169084690912e-07,1.2946214766884623e-08
1998,2.51757225733229e-07,1.2397136206487858e-08
1999,1.9606163426111323e-07,1.0054442528550922e-08
2000,2.1427453367195426e-07,1.1486881779099178e-08
2001,2.3045174096791854e-07,8.762423675534592e-09
2002,2.619970558281892e-07,1.752488643091965e-08
2003,2.2168030550107076e-07,7.91715315529018e-09
2004,2.5063263456304163e-07,1.1452457648886138e-08
2005,2.215844772113229e-07,1.2160123796789435e-08
2006,2.3883761945953097e-07,1.6883348052942893e-08
2007,2.6683122800186254e-07,2.276853350302588e-08
2008,2.3586215558424328e-07,1.5752526560941504e-08
2009,2.2791960785362164e-07,1.7165493915172192e-08
2010,1.8186602673830876e-07,2.0312310056169736e-08
2011,1.7743230301681123e-07,2.1031846264563114e-08
2012,1.6748923015175166e-07,1.2936160587173617e-08
2013,1.6288489723681465e-07,2.231299967014877e-08
2014,2.3278536254167648e-07,2.013864097705209e-08
2015,1.6779475933703658e-07,2.2387411396929124e-08
2016,1.7958518166993898e-07,1.719212164297268e-08
2017,1.823818207569161e-07,1.6603035390971854e-08
2018,1.4223881061870003e-07,1.4972507011989933e-08
2019,2.158135675722761e-07,2.3724185949092202e-08
