year,menant_VERB en_ADP
1893,2.6481190573690583e-08
1894,2.079507988028695e-08
1895,2.6481902892783182e-08
1896,2.889544248318998e-08
1897,1.4566783890224144e-08
1898,3.451596342074481e-08
1899,1.2713430308508578e-08
1900,2.076421168339948e-08
1901,3.1296938818314857e-08
1902,3.633610035080892e-08
1903,1.7280705533195828e-08
1904,3.8159837068008073e-08
1905,2.0643035725242953e-08
1906,3.0865106914745866e-08
1907,3.445705232252294e-08
1908,2.1118972570732808e-08
1909,2.2003934674330594e-08
1910,2.9927243794247715e-08
1911,2.3409645777405785e-08
1912,3.125652803248613e-08
1913,4.083302229673791e-08
1914,3.683209115479258e-08
1915,2.4739600590351074e-08
1916,3.955486249651585e-08
1917,3.947912929902486e-08
1918,4.2499593178035866e-08
1919,4.051453217357448e-08
1920,3.63467123065675e-08
1921,2.8019165654313838e-08
1922,2.7298360627536766e-08
1923,4.458698299458774e-08
1924,2.1915761649893284e-08
1925,3.51941706888681e-08
1926,4.346994142423455e-08
1927,3.0102906833917586e-08
1928,3.427812345080383e-08
1929,3.230717737778832e-08
1930,3.991369368350206e-08
1931,2.3951248095954725e-08
1932,3.7262424257278326e-08
1933,4.932384811695556e-08
1934,4.7926320689839486e-08
1935,2.752705441366743e-08
1936,1.9399543305098632e-08
1937,2.6441348666139675e-08
1938,3.889564348380503e-08
1939,2.7529289958749814e-08
1940,3.0429394115571995e-08
1941,4.132103770260187e-08
1942,2.4273694165799498e-08
1943,3.774205836748479e-08
1944,5.462416474699694e-08
1945,6.535512397931598e-08
1946,5.4292307538617024e-08
1947,3.5762614203349585e-08
1948,5.3272248834446145e-08
1949,2.3560819073509265e-08
1950,3.722376362702562e-08
1951,3.4116485636559446e-08
1952,3.1634410091463394e-08
1953,4.632745742583211e-08
1954,5.374894840315392e-08
1955,5.5375085850073447e-08
1956,3.662879421995058e-08
1957,4.7709204420431917e-08
1958,3.8052320405768114e-08
1959,3.1002990952266885e-08
1960,4.6369581951921646e-08
1961,4.029932254567825e-08
1962,4.122271662909682e-08
1963,2.5217608334848762e-08
1964,3.102823770140262e-08
1965,4.104032547136427e-08
1966,3.877352228176534e-08
1967,2.662381248796919e-08
1968,3.997360198404465e-08
1969,4.496340366699769e-08
1970,3.081145794059381e-08
1971,3.956565919338573e-08
1972,4.668433528642879e-08
1973,3.693846450936178e-08
1974,4.331690039993674e-08
1975,3.655347313724633e-08
1976,2.6282224285800737e-08
1977,4.466354291965402e-08
1978,5.227720523137691e-08
1979,5.910493006133777e-08
1980,4.946081066936614e-08
1981,5.2502060976511444e-08
1982,4.221101423951268e-08
1983,3.2208111178100296e-08
1984,4.29126627565779e-08
1985,4.3913574110376885e-08
1986,4.076250009754645e-08
1987,3.727598285596656e-08
1988,4.5573809392962517e-08
1989,4.500260297746195e-08
1990,5.9390296680561505e-08
1991,6.740685276618308e-08
1992,5.6201430842506284e-08
1993,4.6529343933343625e-08
1994,6.013416242733882e-08
1995,5.04287933078551e-08
1996,5.2847112463894064e-08
1997,6.664903540176681e-08
1998,5.483348464174753e-08
1999,5.347135517697055e-08
2000,6.008522812628314e-08
2001,7.272811597403006e-08
2002,5.8270244962521645e-08
2003,6.000369179304244e-08
2004,7.179809707880125e-08
2005,7.115924560707754e-08
2006,6.753339326648344e-08
2007,6.071608860125366e-08
2008,7.620816755427029e-08
2009,6.341696279221765e-08
2010,7.841496307836593e-08
2011,6.347793132799318e-08
2012,6.161697352347062e-08
2013,6.024510079694068e-08
2014,6.214827541484169e-08
2015,5.87392479101112e-08
2016,5.3854840587064245e-08
2017,5.2324716393048476e-08
2018,6.169705568659367e-08
2019,7.193785345194215e-08
