year,priant_VERB en_ADP
1891,3.505821177807178e-08
1892,4.0745330665004076e-08
1893,3.510297480469049e-08
1894,3.0877544077156927e-08
1895,2.8287487907618925e-08
1896,4.422771837653272e-08
1897,3.4960280448359526e-08
1898,4.470100400943977e-08
1899,5.638130140539488e-08
1900,5.087232191058888e-08
1901,2.8502569193733507e-08
1902,2.6515532880466708e-08
1903,3.186130115295782e-08
1904,2.418581246388385e-08
1905,4.18021492976095e-08
1906,2.6235340733204993e-08
1907,2.571421714447908e-08
1908,5.009616854678711e-08
1909,4.070727727123469e-08
1910,2.618633831996675e-08
1911,4.9479478292369095e-08
1912,3.33402970786878e-08
1913,1.5378670781274195e-08
1914,3.4823067096567684e-08
1915,1.8849219074468238e-08
1916,2.307367097387214e-08
1917,1.7546279096336548e-08
1918,3.44591288836682e-09
1919,2.6702760891339494e-08
1920,2.3473917920568965e-08
1921,1.4388220503924742e-08
1922,2.4347186822204492e-08
1923,2.0170300985000722e-08
1924,7.734974771800296e-09
1925,3.409435223034052e-08
1926,2.229227646921572e-08
1927,1.672383753703599e-08
1928,1.4853853258500749e-08
1929,2.6736975300423182e-08
1930,2.10072066408884e-08
1931,2.8513390759599133e-08
1932,3.3974561830518724e-08
1933,2.1794258842078307e-08
1934,1.0783422155213884e-08
1935,3.111753787976568e-08
1936,1.091224266502877e-08
1937,2.644134844409507e-08
1938,6.482607339819424e-09
1939,1.070583532936098e-08
1940,2.7893612752905028e-08
1941,3.5418032950929046e-08
1942,2.730790660265825e-08
1943,5.806470415592457e-09
1944,1.927911696952833e-08
1945,2.832055301382752e-08
1946,6.960552134671616e-09
1947,1.0728783639279982e-08
1948,1.4133454406817236e-08
1949,1.47255123650325e-08
1950,1.2762433776458693e-08
1951,1.919052317056469e-08
1952,9.490323193972472e-09
1953,1.2928592529881655e-08
1954,1.2704296725729591e-08
1955,2.3464019172081407e-08
1956,1.3953826982771034e-08
1957,1.1485549400447326e-08
1958,1.8198935358704205e-08
1959,1.705164542897819e-08
1960,2.8375417571169237e-08
1961,2.779263752472616e-08
1962,3.23439771077183e-08
1963,1.8104949095487655e-08
1964,2.1902286151398442e-08
1965,2.3529786119524942e-08
1966,1.9386762417639147e-08
1967,2.3665610304757223e-08
1968,2.8745061442236874e-08
1969,2.861307499268939e-08
1970,2.207388050123882e-08
1971,2.5691987537435068e-08
1972,1.9494558134436346e-08
1973,2.7014698034122375e-08
1974,2.3064843424069892e-08
1975,1.1994108373158952e-08
1976,1.656922776760439e-08
1977,5.876782005476144e-09
1978,2.5544542703315187e-08
1979,1.2289143591637242e-08
1980,1.3075846183596695e-08
1981,2.087431305586307e-08
1982,1.6760256515979677e-08
1983,2.020901079813342e-08
1984,1.623722339916256e-08
1985,2.6468455871508922e-08
1986,1.3787316233138114e-08
1987,1.4054878871849752e-08
1988,1.2592763276586538e-08
1989,1.5366742545097622e-08
1990,8.717841559757744e-09
1991,1.1722930182145319e-08
1992,8.815910279569295e-09
1993,2.9357799746776436e-08
1994,2.1099706870586488e-08
1995,2.0605312733845693e-08
1996,2.6690460952494277e-08
1997,1.7741109914481967e-08
1998,1.7642078020685403e-08
1999,1.5538684033922223e-08
2000,1.5463109903635086e-08
2001,1.7086726700199506e-08
2002,2.1906107594560353e-08
2003,2.6251614215766494e-08
2004,2.026204040661561e-08
2005,1.6213499098860495e-08
2006,2.1824816787141543e-08
2007,3.035804391204877e-08
2008,3.2782287273658284e-08
2009,3.480780708109421e-08
2010,2.645324093109025e-08
2011,3.441574913942702e-08
2012,3.0978700049644203e-08
2013,3.9605575485879285e-08
2014,3.356440170243502e-08
2015,3.723846619951843e-08
2016,3.8941193380992445e-08
2017,5.056378782342108e-08
2018,4.5691961991778385e-08
2019,3.724442210195633e-08
